,k,Epoch,Train_MSE,Val_MSE,Test_MSE,Train_MAE,Val_MAE,Test_MAE,Learning_rate,Train_R2,Val_R2,Test_R2,Train_Pearson,Val_Pearson,Test_Pearson,Train_Loss,Val_Loss,Test_Loss
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,0.019215648993849754,0.019953753799200058,0.019470658153295517,0.11180739849805832,0.1135726124048233,0.11212868243455887,0.001,0.09327572584152222,0.06973141431808472,0.05640631914138794,0.30950865149497986,0.26461970806121826,0.23847146332263947,0.009616220811562192,0.009973387747334365,0.009733706153929234
2,4,2,0.01776457391679287,0.018751004710793495,0.018852578476071358,0.10646498948335648,0.10925990343093872,0.10949794948101044,0.001,0.16174757480621338,0.12580502033233643,0.0863599181175232,0.4039444327354431,0.35546573996543884,0.2999206483364105,0.008878545060513481,0.009376570033148313,0.009425455667078496
3,4,3,0.017474491149187088,0.018641775473952293,0.018842820078134537,0.10697393119335175,0.11035408079624176,0.11121329665184021,0.001,0.17543548345565796,0.13089746236801147,0.08683282136917114,0.44652605056762695,0.386030375957489,0.33317309617996216,0.008739553010391612,0.00932332831554306,0.009427419248968363
4,4,4,0.016013622283935547,0.017367815598845482,0.017662597820162773,0.10029422491788864,0.10452527552843094,0.105073943734169,0.001,0.24436932802200317,0.19029104709625244,0.14402920007705688,0.49548110365867615,0.43635478615760803,0.3849687874317169,0.008011670726081057,0.008679126317684468,0.008839077036827802
5,4,5,0.015498804859817028,0.017312422394752502,0.0172666497528553,0.09604045748710632,0.10232812911272049,0.10224509984254837,0.001,0.2686614990234375,0.19287359714508057,0.1632177233695984,0.535682201385498,0.4666478931903839,0.4386349618434906,0.007753335759644547,0.008648584274431834,0.008634496945887804
6,4,6,0.014434624463319778,0.01631435751914978,0.016365375369787216,0.09434850513935089,0.10078444331884384,0.10017432272434235,0.001,0.3188769221305847,0.2394046187400818,0.2068955898284912,0.5656534433364868,0.48997068405151367,0.45852068066596985,0.007214190411351381,0.008157608720163504,0.00818352410569787
7,4,7,0.01583193428814411,0.018176449462771416,0.01881260983645916,0.09477587044239044,0.10315661877393723,0.10447464883327484,0.001,0.2529420852661133,0.1525915265083313,0.08829689025878906,0.586384117603302,0.5029690861701965,0.4684980511665344,0.007912476432900275,0.009065647776692342,0.009400553368031979
8,4,8,0.013793647289276123,0.016187479719519615,0.01611662283539772,0.08947130292654037,0.09834671765565872,0.09778159111738205,0.001,0.34912246465682983,0.24531978368759155,0.21895074844360352,0.6096668243408203,0.5261896252632141,0.5041176080703735,0.006891877453533872,0.008077655309954515,0.00805451225489378
9,4,9,0.012999926693737507,0.015360381454229355,0.015143382363021374,0.087850421667099,0.09663069248199463,0.09618234634399414,0.001,0.38657575845718384,0.2838801145553589,0.26611626148223877,0.6222262382507324,0.5365498065948486,0.5190750956535339,0.006496391902046819,0.007670409344614317,0.0075745370239019396
