,k,Epoch,Train_MSE,Val_MSE,Test_MSE,Train_MAE,Val_MAE,Test_MAE,Learning_rate,Train_R2,Val_R2,Test_R2,Train_Pearson,Val_Pearson,Test_Pearson,Train_Loss,Val_Loss,Test_Loss
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,1,0.01832842454314232,0.018818099051713943,0.019134124740958214,0.10974077880382538,0.11166068911552429,0.11232204735279083,0.001,0.13420015573501587,0.09635686874389648,0.11915427446365356,0.39112648367881775,0.36363303661346436,0.36591508984565735,0.009164212335070426,0.009394368407531427,0.00956706166267395
2,8,2,0.01663818396627903,0.017639337107539177,0.01821264438331127,0.1032099574804306,0.1066841185092926,0.10876940935850143,0.001,0.2140439748764038,0.1529608964920044,0.16157490015029907,0.47102564573287964,0.41628554463386536,0.4100555181503296,0.008319090247492899,0.008808360267908145,0.009106322173029185
3,8,3,0.016011925414204597,0.0167362242937088,0.017523501068353653,0.09753181785345078,0.10075502097606659,0.10377001017332077,0.001,0.24362725019454956,0.19632834196090698,0.19329988956451416,0.5190215110778809,0.454241544008255,0.45738720893859863,0.00800596536802394,0.008363672663481573,0.008761750683188439
4,8,4,0.015037301927804947,0.016398807987570763,0.016978256404399872,0.09576927125453949,0.10099271684885025,0.10240024328231812,0.001,0.2896663546562195,0.2125309705734253,0.21840035915374756,0.5406007170677185,0.46171972155570984,0.47347718477249146,0.007518648172958524,0.008192321058744803,0.008489127829670906
5,8,5,0.014670442789793015,0.01607649400830269,0.016379985958337784,0.09269071370363235,0.09853696823120117,0.09975482523441315,0.001,0.3069959878921509,0.2280084490776062,0.24594193696975708,0.5725263357162476,0.485731303691864,0.5128952860832214,0.007335220980639388,0.008030400050278658,0.008189992401748896
6,8,6,0.015987731516361237,0.018429435789585114,0.01807778887450695,0.1035754457116127,0.11127754300832748,0.11033538728952408,0.001,0.24477022886276245,0.11502045392990112,0.16778302192687988,0.5663918256759644,0.474770188331604,0.5115763545036316,0.00799386716121203,0.009200631211010309,0.00903889374807477
7,8,7,0.013293788768351078,0.01521114632487297,0.015731990337371826,0.08861337602138519,0.09615081548690796,0.09861663728952408,0.001,0.37202680110931396,0.26956236362457275,0.27577269077301025,0.6157609224319458,0.5265414118766785,0.5302056074142456,0.006646897002764336,0.0075953145606968645,0.007865994200110436
8,8,8,0.012846515513956547,0.015125392936170101,0.015322921797633171,0.08846025913953781,0.09691786766052246,0.0981205627322197,0.001,0.39315521717071533,0.2736802101135254,0.29460424184799194,0.630143404006958,0.5365662574768066,0.5446115732192993,0.006423255567765468,0.007558112283452199,0.007661461252719164
9,8,9,0.012786608189344406,0.015015511773526669,0.015766045078635216,0.08834722638130188,0.09701965004205704,0.10029804706573486,0.001,0.3959850072860718,0.2789567708969116,0.27420490980148315,0.6312172412872314,0.5342192649841309,0.5272479057312012,0.006393306129672504,0.007497699680523231,0.007883023899048568
10,8,10,0.012023563496768475,0.014092335477471352,0.014837064780294895,0.08414176851511002,0.09269768744707108,0.09586916118860245,0.001,0.4320297837257385,0.3232875466346741,0.3169708251953125,0.6589128375053406,0.5734739899635315,0.5664947032928467,0.006011782292663664,0.007035896767121859,0.007418533023446798
