"","V1","preds","genes","ModelID","StrippedCellLineName","LN_IC50"
"382",1178517,0.5429685,"MDM2","ACH-000631","KS1",2.201979
"383",1180867,0.53762275,"MDM2","ACH-000019","MCF7",2.738762
"384",1185567,0.80332255,"MDM2","ACH-000790","SHP77",4.434731
"385",1190267,0.8304326,"MDM2","ACH-000903","FTC133",4.958272
"386",1192617,0.7983374,"MDM2","ACH-000787","LXF289",5.443973
"387",1194967,0.80451906,"MDM2","ACH-000835","GCT",5.675166
"388",1197317,0.82147026,"MDM2","ACH-000666","NCIH1355",6.655351
"389",1199667,0.7344391,"MDM2","ACH-000535","BXPC3",6.305114
"390",1202017,0.7778273,"MDM2","ACH-000664","SUDHL1",4.98576
"391",1204367,0.4838112,"MDM2","ACH-000120","CHP212",1.461033
"392",1206717,0.7357646,"MDM2","ACH-000794","BICR22",5.601297
"393",1209067,0.51736027,"MDM2","ACH-000880","AGS",1.753226
"394",1213767,0.75833714,"MDM2","ACH-000258","DU4475",0.706924
"395",1216117,0.6989426,"MDM2","ACH-000970","SNUC5",5.812226
"396",1218467,0.78100467,"MDM2","ACH-000706","EKVX",6.272183
"397",1223167,0.85537356,"MDM2","ACH-000717","COLO680N",7.398969
"398",1225517,0.7365468,"MDM2","ACH-000914","HT",5.589117
"399",1227867,0.6253018,"MDM2","ACH-000350","COLO678",5.302004
"400",1230217,0.82669854,"MDM2","ACH-000551","K562",4.25237
"401",1234917,0.8145239,"MDM2","ACH-000004","HEL",4.287108
"402",1244317,0.45939356,"MDM2","ACH-000153","NCIH2052",2.630387
"403",1249017,0.778629,"MDM2","ACH-000355","NCIH82",4.708376
"404",1251367,0.8784173,"MDM2","ACH-000665","SKMES1",5.6526
"405",1253717,0.7554767,"MDM2","ACH-000900","NCIH23",4.733145
"406",1256067,0.81979525,"MDM2","ACH-000030","PC14",5.514282
"407",1265467,0.84894615,"MDM2","ACH-000401","COLO800",4.576694
"408",1274867,0.77178156,"MDM2","ACH-000181","SCC9",5.720497
"409",1281917,0.7975627,"MDM2","ACH-000906","ES2",5.051665
"410",1286617,0.798782,"MDM2","ACH-000627","LCLC103H",5.082635
"411",1288967,0.8325061,"MDM2","ACH-000693","KYSE180",4.921274
"412",1291317,0.7602205,"MDM2","ACH-000945","NCIH650",5.568942
"413",1296017,0.74786526,"MDM2","ACH-000211","DAOY",5.457915
"414",1298367,0.7722554,"MDM2","ACH-000132","JHOS2",4.650725
"415",1300717,0.64422977,"MDM2","ACH-000856","CAL51",2.672275
"416",1303067,0.7888465,"MDM2","ACH-000639","NCIH211",4.477621
"417",1305417,0.6188581,"MDM2","ACH-000922","RCHACV",0.323982
"418",1310117,0.8982576,"MDM2","ACH-001193","SKPNDW",4.367756
"419",1312467,0.89125377,"MDM2","ACH-000929","NCIH2110",3.89556
"420",1314817,0.8182395,"MDM2","ACH-000146","THP1",5.099553
"421",1319517,0.7011086,"MDM2","ACH-000210","CADOES1",1.206825
"422",1324217,0.6581719,"MDM2","ACH-000988","MFE319",4.336652
"423",1328917,0.90380406,"MDM2","ACH-000265","KP4",4.552741
"424",1331267,0.76137257,"MDM2","ACH-000395","NCIH520",6.072724
"425",1333617,0.77414656,"MDM2","ACH-000866","NCIH1048",4.778552
"426",1335967,0.85013777,"MDM2","ACH-000924","NCIH2172",4.500415
"427",1340667,0.85787696,"MDM2","ACH-000021","NCIH1693",7.361189
"428",1345367,0.51543105,"MDM2","ACH-000441","SH4",3.546549
"429",1347717,0.7570723,"MDM2","ACH-000320","PSN1",6.501093
"430",1350067,0.54482055,"MDM2","ACH-000414","NCIH1944",3.056813
"431",1352417,0.7956539,"MDM2","ACH-000176","LOUNH91",6.312094
"432",1354767,0.7702632,"MDM2","ACH-000292","NCIH841",4.982188
"433",1359467,0.90526587,"MDM2","ACH-000305","ECGI10",4.790739
"434",1361817,0.8209734,"MDM2","ACH-000637","KYSE520",7.328215
"435",1366517,0.846778,"MDM2","ACH-000770","P31FUJ",3.544983
"436",1375917,0.76259995,"MDM2","ACH-000514","NCIH1092",6.196772
"437",1378267,0.73720133,"MDM2","ACH-000040","U118MG",5.903307
"438",1380617,0.81362957,"MDM2","ACH-000281","KP2",6.330792
"439",1382967,0.9592034,"MDM2","ACH-000396","J82",6.115422
"440",1385317,0.49999917,"MDM2","ACH-000579","UACC257",4.690849
"441",1387667,0.6589333,"MDM2","ACH-000974","SNGM",2.758267
"442",1399417,0.8688407,"MDM2","ACH-000332","YAPC",6.689194
"443",1401767,0.6406635,"MDM2","ACH-000958","SW48",1.384016
"444",1404117,0.8052801,"MDM2","ACH-000525","NCIH2171",3.731671
"445",1411167,0.78335524,"MDM2","ACH-000489","SW1116",5.537132
"446",1413517,0.7993946,"MDM2","ACH-000563","EBC1",5.288107
"447",1415867,0.8332245,"MDM2","ACH-000363","SKMM2",5.924395
"448",1418217,0.5622014,"MDM2","ACH-000486","KU1919",2.507753
"449",1425267,0.5027453,"MDM2","ACH-000054","HT1080",4.819065
"450",1427617,0.7866567,"MDM2","ACH-000475","HUH1",6.116963
"451",1429967,0.8972084,"MDM2","ACH-001715","CAL72",4.165568
"452",1439367,0.59176147,"MDM2","ACH-001338","CHP134",0.72129
"453",1441717,0.84662217,"MDM2","ACH-001443","ASH3",5.841877
"454",1444067,0.7578921,"MDM2","ACH-001630","PEO1",5.950612
"455",1446417,0.5333388,"MDM2","ACH-001530","JEG3",2.654841
"456",1448767,0.80255777,"MDM2","ACH-000337","NCIH3122",5.623666
"457",1451117,0.74407065,"MDM2","ACH-001400","SW954",4.019094
"458",1453467,0.7569786,"MDM2","ACH-001500","FLO1",5.864359
"459",1455817,0.8680438,"MDM2","ACH-001332","BICR78",6.376096
"460",1460517,0.76327527,"MDM2","ACH-001190","SKMEL2",4.434642
"461",1465217,0.8407596,"MDM2","ACH-001526","HUO9",4.456827
"462",1467567,0.81015927,"MDM2","ACH-001543","KOSC2",4.032671
"463",1469917,0.6383958,"MDM2","ACH-001345","GP5D",1.304015
"464",1474617,0.8913343,"MDM2","ACH-001653","SKGT2",6.151522
"465",1476967,0.67382723,"MDM2","ACH-002283","NB5",3.672426
"466",1479317,0.7331593,"MDM2","ACH-002067","NOS1",4.616327
"467",1481667,0.6017072,"MDM2","ACH-001398","SW156",2.12358
"468",1486367,0.7133389,"MDM2","ACH-001328","A431",4.263602
"469",1493417,0.6180757,"MDM2","ACH-001374","PA1",1.8086
"470",1495767,0.7611175,"MDM2","ACH-001578","NCCIT",4.549583
"471",1498117,0.8373973,"MDM2","ACH-001442","A388",3.932517
"472",1500467,0.84604746,"MDM2","ACH-001549","LU135",4.251637
"473",1502817,0.7666184,"MDM2","ACH-001497","ESO51",5.745521
"474",1505167,0.49631426,"MDM2","ACH-002214","BC1",-0.306387
"475",1507517,0.79139334,"MDM2","ACH-001399","SW626",7.237807
"476",1509867,0.81693363,"MDM2","ACH-001016","BECKER",5.123977
"477",1512217,0.887971,"MDM2","ACH-002029","SAS",4.942679
"478",1514567,0.8312361,"MDM2","ACH-000979","DU145",6.490641
"479",1519267,0.8211375,"MDM2","ACH-001360","MS751",5.188973
"480",1521617,0.8401872,"MDM2","ACH-001418","UWB1289",5.528301
"481",1523967,0.67935264,"MDM2","ACH-002215","BC3",1.448458
"482",1526317,0.80566674,"MDM2","ACH-001341","DOTC24510",6.353137
"483",1528667,0.89535177,"MDM2","ACH-001625","OSC19",5.475334
"484",1531017,0.7755861,"MDM2","ACH-001333","C33A",4.367576
"485",1535717,0.84387046,"MDM2","ACH-002077","LU165",7.568465
"486",1538067,0.78147936,"MDM2","ACH-002051","LU134A",5.146007
"487",1540417,0.79346323,"MDM2","ACH-001709","WSUNHL",2.988653
"488",1542767,0.83831555,"MDM2","ACH-001820","COLO824",5.209143
"489",1545117,0.8690202,"MDM2","ACH-001861","TGBC1TKB",6.325536
"490",1547467,0.8634024,"MDM2","ACH-001525","HT3",5.669229
"491",1552167,0.7258694,"MDM2","ACH-001655","SKN",5.742914
"492",1554517,0.77343595,"MDM2","ACH-001650","SISO",5.493748
"493",1556867,0.5679622,"MDM2","ACH-001603","NH12",1.4124
"494",1559217,0.90350866,"MDM2","ACH-001401","SW13",4.696961
"495",1561567,0.38932565,"MDM2","ACH-002040","HMVII",2.696665
"496",1563917,0.6935771,"MDM2","ACH-001453","BPH1",6.47838
"497",1566267,0.7966391,"MDM2","ACH-001654","SKGT4",7.368491
"498",1568617,0.7976863,"MDM2","ACH-000532","SNU61",5.911821
"499",1573317,0.61791265,"MDM2","ACH-001336","CASKI",5.654593
"500",1575667,0.51090777,"MDM2","ACH-001274","SW982",0.764102
"501",1578017,0.6653882,"MDM2","ACH-002059","P30OHK",1.694505
"502",1580367,0.81445813,"MDM2","ACH-001542","KON",4.649332
"503",1582717,0.8319052,"MDM2","ACH-000101","KE37",2.876198
"504",1585067,0.8589869,"MDM2","ACH-001626","OSC20",6.054924
"505",1587417,0.38775617,"MDM2","ACH-001702","VAESBJ",4.16485
"506",1589767,0.74626005,"MDM2","ACH-001498","FARAGE",1.38982
"507",1592117,0.7083877,"MDM2","ACH-001496","ESO26",6.217902
"508",1594467,0.7678219,"MDM2","ACH-001402","SW756",6.704758
"509",1596817,0.6533467,"MDM2","ACH-002020","SKGIIIA",6.594657
"510",1599167,0.7799198,"MDM2","ACH-001819","MFM223",6.889731
"511",1601517,0.8089347,"MDM2","ACH-000556","SIHA",5.77114
"512",1603867,0.80691713,"MDM2","ACH-001605","NO10",4.169767
"513",1606217,0.4934916,"MDM2","ACH-002062","SLVL",1.727273
"514",1608567,0.8289066,"MDM2","ACH-001517","HEC1",5.602818
"515",1610917,0.86954015,"MDM2","ACH-002043","CA922",5.177722
"516",1613267,0.8380464,"MDM2","ACH-001674","TGW",4.373749
"517",1615617,0.7001778,"MDM2","ACH-002291","NTERA2CLD1",1.245918
"518",1617967,0.665882,"MDM2","ACH-001528","IHH4",2.365844
"519",1622667,0.87365675,"MDM2","ACH-001368","OACM51",5.460602
"520",1625017,0.8421875,"MDM2","ACH-001641","SAT",6.289956
"521",1627367,0.8820347,"MDM2","ACH-002045","HO1U1",4.887631
"522",1629717,0.86473316,"MDM2","ACH-001334","C4I",4.679225
"523",1632067,0.54430807,"MDM2","ACH-001344","GIMEN",2.879773
"524",1634417,0.7183288,"MDM2","ACH-001711","PFSK1",4.265985
"525",1636767,0.7495109,"MDM2","ACH-001642","SCC3",3.764492
"526",1639117,0.70964473,"MDM2","ACH-000874","RS411",0.405283
"527",1641467,0.7882674,"MDM2","ACH-001151","OVCAR5",7.112385
"528",1643817,0.7829659,"MDM2","ACH-002052","LU139",5.392904
"529",1646167,0.6762284,"MDM2","ACH-001529","JAR",1.577729
