"","GSM8393322","GSM8393323","GSM8393324","GSM8393325","GSM8393326","GSM8393327","GSM8393328","GSM8393329","GSM8393330","GSM8393331"
"RPS3AP35",0,0,0,0,0,0,0,0,0,0.0391473
"RPS3AP36",0,0,0.156257,0,0,0,0,0,0,0
"RPS3AP37",0,0.111312,0,0.272452,0,0,0.0896072,0,0,0
"RPS3AP38",0.360466,0.107677,0.239019,0.0878262,0,0.198669,0,0.0982693,0,0.080801
"RPS3AP39",0,0,0,0,0,0.0972229,0.084893,0,0,0
"RPS3AP4",0,0.107594,0,0,0,0,0,0,0,0
"RPS3AP40",0,0,0,0,0,0,0,0,0,0
"RPS3AP41",0,0,0,0,0,0,0,0,0,0
"RPS3AP42",0,0,0,0,0,0,0,0,0,0
"RPS3AP43",0,0,0,0,0,7.95737e-07,0,0,0,0
"RPS3AP44",0.516438,0.411157,0.152222,0.335052,0,0.284215,0.331285,0.375247,0,0.0771115
"RPS3AP46",0,0.378552,0,0,0.115822,0,0,0,0,0
"RPS3AP47",0.261673,0.31228,0.30821,0.423241,0.191263,0.481385,0.0840205,0.381009,0.392049,0.312895
"RPS3AP48",0.174658,0,0,0,0,0.0961742,0,0,0,0
"RPS3AP49",0,0.103322,0.154169,0.169177,0.378786,0,0.0840138,0.0940903,0,0.154714
"RPS3AP5",0.261768,0.311572,0.540841,0.505722,0.478536,0.383105,0.421039,0.0946795,0.289545,0.391606
"RPS3AP50",0,0,0,0,0,0,0,0,0,0
"RPS3AP51",0,0,0,0,0,0,0,0,0,0
"RPS3AP52",0,0,0,0,0,0,0,0,0,0
"RPS3AP53",0,0,0,0,0,0,0,0,0,0
"RPS3AP54",0,0.113644,0.420274,0.0927535,0,0,0.1829,0,0,0.255884
"RPS3AP55",0,0.0997429,0,0.0812881,0.183325,0,0.241207,0,0,0
"RPS3AP6",2.38683,1.49963,3.07145,3.12191,2.9825,1.26742,1.53899,2.65799,1.20928,2.02481
"RPS3AP7",0,0,0.0773234,0,0,0,0,0,0,0.15687
"RPS3AP8",0,0,0.0928413,0,0.115338,0,0,0,0,0
"RPS3AP9",0,0,0,0,0,0,0,0,0,0
"RPS3P1",0,0,0,0,0,0,0,0,0,0.898394
"RPS3P2",0,0,0,0,0,0.112037,0.0975197,0,0.114991,0.0910358
"RPS3P3",0.191541,0.114399,0.169408,0.0934024,0,0.105589,0.184209,0.104269,0,0
"RPS3P4",0.480383,0.690073,0.0850504,0.0937671,0.316868,0.105964,0.185057,0.104719,0.10863,0.172501
"RPS3P6",0,0,0.111158,0,0.13831,0,0.120792,0,0.286593,0
"RPS3P7",0,0,0,0,0,0,0,0,0,0
"RPS4X",609.506,619.939,626.674,596.791,595.127,566.377,587.107,553.997,570.206,606.59
"RPS4XP1",0,0.10328,0,0,0,0,0,0,0,0
"RPS4XP10",0,0.114301,0,0,0,0,0.0919717,0,0,0
"RPS4XP11",0.0889376,0.106199,0.0786152,0,0,0.0979219,0,0,0,0.079683
"RPS4XP12",0,0,0,0,0,0,0,0,0,0
"RPS4XP13",0,0,0,0,0,0,0,0,0,0
"RPS4XP14",0.0437181,0.0522374,0,0,0.047997,0,0.0420751,0,0,0
"RPS4XP15",0,0,0,0,0,0,0,0,0,0
"RPS4XP16",0,0.192274,0,0,0.381213,0.568433,0,0,0,0
"RPS4XP17",0.0917564,0,0.121705,0.134099,0,0,0.0441365,0.0999855,0.155591,0
"RPS4XP18",0,0,0,0,0,0,0,0,0,0
"RPS4XP19",0,0,0.167519,0,0,0.104498,0,0.103334,0,0
"RPS4XP2",0,0,0,0.0833769,0,0,0.082412,0.0940889,0,0
"RPS4XP20",0,0,0,0,0,0,0,0,0,0.0795207
"RPS4XP21",0,0.110267,0,0,0,0,0.177562,0,0,0
"RPS4XP22",0.437246,0.626826,0.541515,0.425949,0.288075,0.578065,0.673357,0.190711,0.296564,1.01912
"RPS4XP23",0,0,0,0,0,0,0,0,0,0
"RPS4XP3",0.236883,0.57433,0.209932,0.718232,0.263008,0.533033,0.22524,0.768342,2.44347,0.216856
"RPS4XP4",0,0,0,0,0,0,0,0,0,0
"RPS4XP5",0,0,0,0.0870333,0.00280006,0,0,0.00147896,0,0.161691
"RPS4XP6",0.170489,0,0.226315,0.0830998,0.0937219,0,0,0.0928075,0,0.229245
"RPS4XP7",0.0877122,0.104637,0.077478,0.0854018,0.0962479,0,0.168675,0.0955337,0,0.0785203
"RPS4XP8",0,0,0,0,0,0,0,0,0,0
"RPS4XP9",0,0.208906,0.0773259,0.0852014,0.0959945,0,0.168315,0.0953714,0,0
"RPS4Y1",97.3852,95.8187,94.2909,92.0886,83.1215,87.9961,85.315,86.3632,94.0975,87.8709
"RPS4Y2",0,0,0,0,0,0,0,0,0,0
"RPS5",1686.941787,1807.414172,1770.08903,1827.04469,1816.21267,1691.749033,1679.091282,1668.470996,1684.562746,1702.063986
"RPS5P2",0,0,0,0,0,0,0,0,0,0
"RPS5P3",0,0,0,0,0,0,0,0,0,0
"RPS5P7",0,0,0,0,0,0,0,0,0,0
"RPS5P8",0.124047,0,0,0,0,0.137724,0,0,0,0
"RPS6",2012.58375,2070.44791,2097.87567,2061.70478,2078.59735,1940.99419,1966.89875,1936.67045,1989.46991,1941.1625
"RPS6KA1",9.957299317377,9.04433,9.424064,8.79933,8.94351,8.88175,8.968042,9.99284,8.251297,8.91715
"RPS6KA2",0,0.0604388,0.0241471,0.0122133,0.0158094,0.0252566,0.06989058106,0.0820856,0.058105,0.02767645001
"RPS6KA3",32.177145,28.714737,36.582183,34.514647,29.723870003397,31.705797,30.2177970032902,35.796961,29.479735,37.50999657832
"RPS6KA4",21.26937,19.78467,21.56345,19.69373,21.29969,22.66747,24.11878,24.9478,26.78619,23.88504
"RPS6KA5",2.203645,1.776207,2.595977,2.700382,2.48847,1.311094,1.672513,1.640973,2.3848501,1.40015
"RPS6KA6",3.1411238725,2.630558,2.821838,3.063959,2.559763,2.495317,3.149168,2.41885,2.953875,2.847043475
"RPS6KB1",36.54137,33.257933,34.849061,33.86366,31.60515,32.28481727,34.301791,36.74705,34.38069,37.39055
"RPS6KB2",35.416,36.0706,35.4787,37.0171,35.6307,32.5778,31.904,32.6512,36.7467,35.9749
"RPS6KC1",10.019584,11.255259,9.901466,10.016797,10.317598,10.094011138081,11.016588,10.92684,9.9798128,11.21581
"RPS6KL1",0.0109353,0.0357039,0.0533278,0.0192338,0.0109748,0.0356733,0.0387858,0.0653333,0,0.00892016
"RPS6P12",0,0,0.0853498,0,0,0,0,0,0,0
"RPS6P14",0,0,0,0,0,0,0,0,0,0
"RPS6P15",0.184204,0,0.0814294,0.0898008,0,0,0,0,0,0.0826033
"RPS6P16",0.111707,0,0,0,0,0,0,0,0,0
"RPS6P2",0,0,0,0,0,0,0,0,0,0
"RPS6P20",0,0.137593,0.04992,0.220635,0,0.306627,0.167036,0.0611792,0.132753,0.301889
"RPS6P21",0,0,0,0,0,0,0,0,0,0
"RPS6P22",0,0,0.0426888,0,0,0,0,0,0,0.0433162
"RPS6P23",0,0,0,0,0,0,0,0,0,0
"RPS6P25",0.649806,0.22213,0.164664,0.452814,0.509972,0.20479,0.178722,0.304263,0.209988,0
"RPS6P26",0,0,0,0.264506,0.0993171,0,0,0.197263,0.102338,0.162199
"RPS6P3",0,0.123303,0,0,0.113202,0.113908,0,0,0,0
"RPS6P4",0,0,0,0,0,0,0,0,0,0
"RPS6P7",0,0,0,0,0,0,0.138107,0,0,0
"RPS6P8",0,0,0,0,0,0,0,0,0,0
"RPS7",1808.14936,1933.680269,1952.92171,1900.003267,1947.37133,1727.573542,1771.923837,1771.687686,1806.662795,1772.64348
"RPS7P1",1.59821,2.5436,1.41087,1.36495,1.34984,1.7522,1.55485,0.770418,1.78354,0.787984
"RPS7P10",0.129113,0,0,0,0,0,0.372549,0.140609,0.145523,0.232043
"RPS7P11",0.914515,0,0.650695,1.77113,0.501468,0.840515,0.447938,0.331535,0,0
"RPS7P12",0,0,0,0,0,0,0,0,0,0
"RPS7P13",0,0,0,0,0,0,0,0,0,0
"RPS7P14",0,0.159709,0.117688,0.130925,0,0.147999,0,0,0,0.120001
"RPS7P15",0,0,0,0,0,0,0,0,0,0
"RPS7P2",0,0,0,0,0,0,0,0,0,0
"RPS7P3",0,0,0.356257,0.527966,0,0.29848,0.386368,0.293039,0,0.242025
"RPS7P4",0.402827,0.322455,0.356017,0.528155,0.590863,0.596201,0.128936,0,0,0.605657
"RPS7P5",0,0,0,0,0,0,0,0,0,0
"RPS7P6",0,0,0.118658,0.132092,0.147726,0,0,0,0,0
"RPS7P7",0,0,0,0,0,0,0,0,0.4702,0
"RPS7P8",0.267086,0,0.118221,0.131478,0.14709,0,0,0,0,0.120502
"RPS7P9",0,0,0,0,0,0,0.12649,0,0,0
"RPS8",1358.81702,1379.2613,1386.0525,1431.411,1381.6674,1315.8638,1305.658,1320.0963,1364.10991,1360.4093
"RPS8P10",0,0,0.0355306,0.0394198,0.0883529,0,0,0,0.045771,0.0362062
"RPS8P11",0,0,0,0,0,0,0,0.183994,0,0
"RPS8P3",0,0.28912,0,0,0,0,0.231899,0,0,0
"RPS8P4",0.119071,0,0,0,0,0,0,0,0,0
"RPS8P5",0,0,0,0,0,0,0,0,0.136919,0
"RPS8P6",0,0,0,0,0,0,0,0,0,0
"RPS9",88.764267,100.402,241.488460003259,29.712711,126.470065,139.95959,70.298453,163.17821,57.0874000794377,76.52868
"RPS9P1",1.19594,1.43722,0.941045,0.785456,2.04988,1.92101,1.53206,0.436027,0.758874,1.31919
"RPS9P2",0.269613,0.324011,0.477385,0.133027,0.594693,0.149865,0.259328,0.295256,0.305282,0.488232
"RPSA",1529.2258,1549.3752,1569.1715,1510.9898,1542.9743,1446.2628,1457.4228,1420.7379,1454.7083,1437.3059
"RPSA2",0.71694,1.46155,1.1317,1.79308,0.816668,2.075,1.44625,1.55407,1.1503,0.927444
"RPSAP1",0,0,0.131714,0.144715,0,0,0,0,0,0.133332
"RPSAP10",0.0747076,0.0891159,0.132102,0,0.0819257,0.0820517,0.0719081,0,0,0
"RPSAP11",0.122577,0.0889419,0.131846,0,0,0.163751,0,0.0260878,0,0.0735494
"RPSAP12",0.240249,0,0.280917,0.15963,0.0863723,0.103957,0.153152,0,0.0873248,0.231798
"RPSAP13",0.52525,0.0895147,0,0.145746,0.493748,0.0824393,0.0722334,0.163468,0,0.0823759
"RPSAP14",3.08659,1.12913,2.99714,1.8779,1.02368,0.347417,2.63082,2.00487,0.712775,1.41077
"RPSAP15",0.548709,0.222482,0.5332,0.486065,0.301126,0.0915652,0.494332,0.344776,0.191501,0.593108
"RPSAP16",0,0,0,0,0,0,0,0,0,0.0731458
"RPSAP17",0,0,0.0701643,0,0,0.0877941,0,0.136294,0.0836808,0.1473
"RPSAP18",0.173963,0.26737,0.36361,0.0770851,0,0.0919078,0.293341,0.0846752,0.172956,0.0819044
"RPSAP19",0.240277,0.285054,0.69812,0.468015,0.412687,0.174425,0.313689,0.258908,0.0878116,0.393125
"RPSAP2",0.0245337,0.0292579,0,0,0,0,0,0,0,0
"RPSAP20",0,0,0,0,0,0,0,0,0,0
"RPSAP21",0.221922,0.176464,0.261549,0.35921,0.081096,0,0.0712141,0,0,0
"RPSAP22",0,0,0,0,0,0,0,0,0,0
"RPSAP23",0,0,0,0,0,0,0,0,0,0
"RPSAP24",0,0,0,0,0,0,0,0,0,0
"RPSAP25",0,0,0,0,0,0,0,0,0,0
"RPSAP26",0.101405,0,0,0,0.116212,0,0,0,0,0.175359
"RPSAP27",0,0.0930051,0,0,0,0,0,0,0,0
"RPSAP28",0,0.089662,0,0,0,0,0,0,0,0
"RPSAP29",0.0759941,0,0,0.147695,0.249915,0.166977,0.14623,0.247942,0.0853881,0.142356
"RPSAP3",0.0742411,0,0,0.144282,0.474231,0.244431,0.286139,0.0807878,0,0
"RPSAP31",0,0,0,0,0,0.0800713,0,0,0,0
"RPSAP32",0,0,0,0,0,0,0,0,0,0
"RPSAP33",0,0,0,0,0,0,0,0,0,0
"RPSAP34",0,0,0,0,0,0,0,0,0,0
"RPSAP35",0,0,0,0,0,0,0,0,0,0
"RPSAP36",0,0,0,0,0,0,0,0,0,0
"RPSAP37",0,0,0,0,0,0,0,0,0,0
"RPSAP38",0,0,0,0.0722101,0,0,0.0715889,0,0,0.133061
"RPSAP39",0,0.0885706,0,0,0,0,0.0715349,0,0,0
"RPSAP4",0.149353,0.0892224,0,0.140661,0,0,0,0.16508,0.0832374,0.203146
"RPSAP40",0,0,0,0,0,0,0,0,0,0
"RPSAP41",0.614007,0.549413,0.678525,0.820275,0.0841836,0.927858,0.664962,0.668874,0.865178,1.23642
"RPSAP42",0,0,0,0,0,0,0.0719081,0,0,0
"RPSAP43",0,0,0,0,0,0.265497,0,0,0,0
"RPSAP44",0,0,0,0,0,0,0,0,0,0
"RPSAP45",0.159884,0.182107,0.142424,0.0740104,0,0.0997484,0.0735119,0.165954,0.290218,0.0682979
"RPSAP46",0.19457,0.088736,0.131591,0.0722606,0,0,0.0716705,0.162184,0.167466,0.199729
"RPSAP47",0.0899992,0.0934233,0.0669163,0,0.0854983,0.0828297,0,0,0,0.280844
"RPSAP48",0,0.350151,0,0.0722809,0,0.16347,0.288788,0,0.252561,0
"RPSAP49",0,0,0,0,0.0813593,0,0.0714152,0,0,0
"RPSAP5",0.088435,0.17767,0.131828,0,0,0.0819707,0,0.162471,0,0.0734503
"RPSAP50",0,0,0,0,0,0,0,0,0,0
"RPSAP51",0,0,0,0,0,0,0,0,0,0
"RPSAP52",0,0,0.0692874,0.0725676,0,0,0.0719081,0.244099,0,0.0668474
"RPSAP53",3.24593,2.1209,1.98347,1.57695,2.45596,2.03594,2.00837,0.588441,0.259598,2.41903
"RPSAP54",0.965796,0.559674,0.437151,0.244085,0.352721,0.261367,0.549377,0.255552,0.25929,0.873388
"RPSAP55",0,0,0,0,0,0,0.0723315,0,0,0
"RPSAP56",0.0761777,0.176688,0.26965,0.241332,0.103052,0.170589,0.149448,0.161055,0,0.259893
"RPSAP57",0,0,0,0,0,0,0,0,0,0
"RPSAP59",0,0,0.0648729,0,0.0804716,0,0,0,0,0
"RPSAP6",0.148883,0,0,0,0,0,0.0716833,0,0,0
"RPSAP60",0,0,0,0,0,0,0,0,0,0
"RPSAP61",0.151455,0.45203,0,0.147266,0,0,0.21908,0.164754,0,0.135634
"RPSAP62",0,0,0,0,0,0,0,0,0,0
"RPSAP63",0,0,0.0651386,0.0716338,0.161742,0.0809751,0,0,0,0.131946
"RPSAP64",0,0,0,0,0,0,0,0,0,0
"RPSAP65",0,0,0,0,0.141697,0,0,0,0,0
"RPSAP66",0.125223,0,0,0,0.137811,0,0,0,0.142873,0
"RPSAP67",0.0765238,0.0912968,0,0,0.0839382,0.168187,0,0.0833615,0,0
"RPSAP68",0,0,0,0,0,0,0,0,0,0
"RPSAP69",0.0742425,0.177037,0.262414,0.0721061,0.162818,0.421072,0.0714629,0,0.0835542,0.132829
"RPSAP7",0,0,0,0,0.0810878,0,0,0.0805382,0,0
"RPSAP70",2.18267,1.82993,1.93475,3.10608,1.86178,2.15344,1.99262,1.28686,1.36752,3.45887
"RPSAP71",0,0,0,0,0,0,0,0,0,0
"RPSAP72",0,0,0,0,0,0,0.283674,0,0,0
"RPSAP73",0,0,0,0,0,0,0,0,0,0
"RPSAP74",0,0.616005,0,0,0,0,0,0,0,0
"RPSAP75",0,0,0,0,0,0,0,0,0,0
"RPSAP76",0.233248,0.371474,0.343427,0.151113,0.085303,0.204396,0.149669,0.169371,0.0875219,0.0695523
"RPSAP8",0.17516,0.265216,0.523612,0.0718743,0.324642,0.406464,0.356501,0.56327,0.0829807,0.145722
"RPSAP9",1.47097,0.702038,0.915712,0.52142,0.721931,1.06896,0.668582,0.768997,0.956192,0.8963
"RPTN",0,0,0,0,0.0325754,0,0,0,0,0
"RPTOR",21.461203542,21.548782,21.683889,21.993262,20.322853,22.699694,22.628248,23.4441060499636,22.094683,22.979508
"RPUSD1",22.683464,20.641695,24.2426,21.906358,21.048941,24.81837,25.367273,27.010131,25.0495,22.233074
"RPUSD2",9.24546,9.15199,9.70723,8.14453,7.91073,9.85967,8.93367,9.02665,9.99282,9.43322
"RPUSD3",42.645773,42.153223,41.427322,41.71842,42.50024,38.5130527,40.50379,44.14359,40.08637,40.580729
"RPUSD4",13.7323,11.0127000006456,14.6038,12.4334,13.9548,13.7507,12.9356,14.0866,14.3635,12.3522
"RRAD",0.400144,0.23766,0.35366,0.394229,0.210225,0.305305,0.186446,0.39104,0.134055,0.317389
"RRAGA",100.353,97.0506,100.621,97.1358,94.3082,101.389,103.702,96.3669,99.5321,100.643
"RRAGAP1",0,0,0,0,0,0,0,0,0,0
"RRAGB",6.312734,6.476724,6.705998,7.13732,6.92234,8.220736,7.089573,7.866707,8.672783,9.08583
"RRAGC",14.4408,12.8288,14.3918,11.7685,13.2719,19.7314,19.1024,18.7566,19.7825,20.479
"RRAGD",2.20261,2.0645448,2.02359,2.47189,2.11569,2.77158,2.94553,2.68104,2.79437,3.4372
"RRAS",91.7245,95.6001,99.7806,96.0378,96.0829,86.5459,89.7894,83.9853,87.6786,87.3178
"RRAS2",26.9882020118632,24.61622,23.79669,24.934819138065,25.0267,25.81782,22.316293,23.8725620157383,27.350426,24.3674110998
"RRAS2P1",0,0,0,0.338413,0,0,0,0,0,0.343149
"RRAS2P2",0,0,0,0,0,0,0,0,0,0
"RRBP1",91.025828,92.885613,91.308599,99.109998,99.966518,99.375702,103.1636398,108.180314,101.898189,96.977908
"RRBP1P1",0,0,0,0,0,0,0,0,0,0
"RRBP1P2",0,0,0,0,0,0,0,0,0,0
"RREB1",4.927476,5.0396104,5.113943,5.002454,5.214839,4.7308499509,5.34233,5.236576,5.320078,5.784015
"RRH",0,0,0.0286271,0,0.0354132,0,0.0182507,0.140591,0,0
"RRM1",83.562258,78.695191,82.42075,82.382015,81.0997,77.1697,78.3489,76.6844,76.97177,79.462906
"RRM2",49.51934,20.106974,53.10977,26.67395,58.78048,25.65235,43.309422,16.29818,26.717206,52.539733
"RRM2B",24.46548,21.69481,23.66727,22.26202,19.55575,22.83783,23.02692,21.89771,23.14124,22.649004
"RRM2P2",0,0,0,0,0,0,0,0,0,0
"RRM2P3",0.264426,0.187862,0.140035,0.152649,0.0576733,0.403524,0.152885,0.0572651,0,0.14112
"RRM2P4",0,0,0,0,0,0,0,0,0,0
"RRN3",14.817321,14.80502,15.945712,14.04924,14.87805,13.389526140667,14.8234500030434,14.165,14.270367,15.341477
"RRN3P1",0,0.786968,0.572907,0.120245,0.280541,0.401532,0.775949,0.925864,0.88586,0.233656
"RRN3P3",2.047384,0.814082,0.560055,0.857856,0.511084,1.124416,1.212378,0.7449799,0.830246,0.880639
"RRN3P4",0.797807,0.42067,0.496164,0.454263,0.16149,0.674773,0.51265,0.673146,0.625269,0.446788
"RRP1",15.1534,15.1108,17.0442,16.9139,16.4219,18.7616,17.6404,18.3004,17.259,16.613
"RRP12",24.30590914578,23.94710821002,25.2451009514,24.290722,23.68578,26.88283131166,27.180908,27.4113,25.91956,27.40094
"RRP15",5.96195,6.09303,5.70501,5.97644,5.49073,6.15462,6.16435,5.71132,6.59193,6.44395
"RRP1B",25.547,24.9628,24.5064,24.9553,23.7364,26.1009,25.1568,24.3502,25.3332,26.6601
"RRP36",58.5558,57.186,61.6756,60.0121,56.263,60.8657,61.5861,62.7116,65.4576,69.2325
"RRP7A",19.0905,19.448,19.3773,19.4015,19.647,21.1043,19.9019,21.2837,20.5358,21.366
"RRP7BP",9.260263,10.369454,9.77536,8.354355,8.250174,7.353094,8.084712,8.028943,7.306729,5.458619
"RRP8",6.36662,5.59148,5.87321,6.18625,5.65285,4.69423,6.63189,6.00804,5.19571,6.61748
"RRP9",38.5341,36.84,37.9407,38.1802,38.0782,37.2733,38.8349,37.5104,37.6395,35.1799
"RRS1",57.9961,56.0516,56.704,61.4086,56.7789,65.8538,62.8843,68.2577,65.8334,62.2255
"RS1",0,0,0,0,0,0.0209025,0,0.0208807,0,0
"RSAD1",38.184,40.0886,39.6979,37.7931,40.9783,35.8964,37.7119,35.9793,35.3989,35.964
"RSAD2",0.0314244,0.0186498,0.069717,0.0150867,0.0514511,0.0170064,0.1923525,0.017012,0.0529979,0.2512375
"RSBN1",3.778588,2.6845612,2.872449,3.49266979,3.20235036,3.27528831,3.87011949,2.8340292,3.04766857,3.78911897
"RSBN1L",8.338,9.7909,8.37859,9.51723,7.5327,7.2522,7.60606,8.41642,8.26738,7.51185
"RSC1A1",1.60071,1.03308,1.47755,0.836664,1.74753,1.8925,0.285996,1.70743,0.795449,2.49829
"RSF1",7.93084,7.59592,8.16102,8.24315,7.78799,8.46662,7.88521,8.7315,7.6808,8.11374
"RSKR",0.201088,0.396515,0.457345,0,0.390854,0.33213,0.300778,0,0.255165,0
"RSL1D1",18.9514,17.6672,17.8225,17.5147,17.6311,19.0466,20.4009,19.4574,20.3131,19.0293
"RSL24D1",122.18682,117.581993,123.652,120.13668,118.49474,108.338035,107.518366,104.858501,106.738585,109.961246
"RSL24D1P1",0.177361,0,0,0,0.389563,0,0.167876,0,0,0.157543
"RSL24D1P11",0,0,0.466564,0,0,0,0,0,0.200286,0.1579
"RSL24D1P2",0,0,0,0.294971,0,0,0,0,0,0
"RSL24D1P3",0,0.207473,0,0.170687,0,0,0,0,0,0
"RSL24D1P4",0,0,0,0,0,0,0,0,0,0
"RSL24D1P5",0,0.209926,0,0,0,0,0,0,0,0
"RSL24D1P6",0.735731,0.593754,0.866107,0.986031,0.542032,0.275969,0,0.798345,1.13833,0.670809
"RSL24D1P8",0,0,0,0,0,0,0,0,0,0
"RSL24D1P9",0,0,0,0,0,0,0,0,0,0
"RSPH1",0.750999,1.03597,0.83448,1.065368,0.9784844,1.042269,1.164252,1.137818,1.15713,0.695075
"RSPH10B",0.0402682,0,0,0.0241624,0.0241205,0,0.00902627619,0.046701,0,0
"RSPH10B2",0,0,0,0.0241624,0,0,0.00902627619,0,0,0.0327979
"RSPH14",1.907846,1.43054,1.694794,2.05809,1.942929,1.541005,1.15657,1.13338,1.45888,1.68375
"RSPH3",1.49549,1.7323701,1.76945,1.659826821,1.61935,1.89694,2.124719,1.48449,1.81206,1.93375
"RSPH4A",0.2339482,0.181581,0.1722211,0.3154656,0.313831,0.2726639,0.203151,0.174148,0.267763,0.3712904
"RSPH6A",0,0,0,0,0,0,0,0,0,0.0212335
"RSPH9",0.650198,0.357581,0.3703778,0.449747,0.486868,0.572851,0.4053388,0.268497,0.5359804,0.515075
"RSPO1",0.169617,0.263486,0.255423,0.3188067,0.30366,0.120663,0.2171430010854,0.308872,0.10556894,0.150026
"RSPO2",0,0,0,0,0,0,0,0,0,0
"RSPO3",161.9688,147.1592,147.0283,151.3344,150.4699,175.9832,181.7768,182.5236,181.0759,173.9476
"RSPO4",0.0196663,0,0,0,0,0,0.37429,0.0426308,0.0218476,0
"RSPRY1",12.72516,12.4981,13.33124,13.49362,12.9707,12.63808,13.15027,12.47507,13.7278,13.89677
"RSRC1",30.950651,33.799039,30.386157,37.698686,31.764334,30.003239,30.663495,34.100576,32.17866417471,31.80329
"RSRC2",3.80373,3.10677,3.11228,2.41907,2.93556,2.5977,2.73159,1.8594,3.8529,3.21969
"RSRP1",1.73424,3.03423,0.984801,1.96326,0.459628097,3.6678,3.33095,2.079423,2.12059,2.97719
"RSU1",15.230793,13.922069,15.27069,15.728256,14.93564,15.236902,16.102022,14.97718,15.799829,16.793193
"RSU1P1",0.209045,0.254343,0.373969,0,0,0,0,0,0,0
"RSU1P2",0,0,0,0,0,0,0,0,0,0
"RSU1P3",0,0,0,0,0,0,0,0,0,0
"RTBDN",0.3160501,0.493395,0.3445699,0.155598,0.0883526,0.1761101,0.486497,0.9725559,0.339336,0.352596
"RTCA",21.60471,20.68082,21.45383,22.31908,20.69885,22.058993,19.936365,20.4014,22.58429,19.741375
"RTCB",75.3122,73.7733,75.6231,74.908,76.6363,79.0531,81.2169,81.6372,74.3936,78.61
"RTEL1",2.79267,6.93722,5.301421,5.7732700150371,5.74676,4.5245977,4.4855554,6.88726,3.95500804,5.2094507
"RTEL1-TNFRSF6B",0.409946,0.149661,0.509759,0.195604,0.424559,0.230659,0.275512,0.610157,0.908404,0.340855
"RTEL1P1",0.0576789,0.0170764,0.0255315,0.0553256,0.0314879,0.0627557,0.0279123,0,0.0319954,0
"RTF1",17.4225,18.3581,18.1917,18.1475,18.7109,16.5304,17.4732,18.6407,18.3719,18.5068
"RTF2",89.85875,88.59864,88.16973,86.08582,88.12065,89.05951,89.89239,87.80098,86.26467,85.35657
"RTKN",18.45548,22.02912,20.56469,20.0384,21.03181,22.46233,22.25455,22.11022,20.74262,23.67289
"RTKN2",2.289967,2.484241,2.0893708,2.410945,1.789115,2.630546,2.166148,2.06942,2.647305,2.194169
"RTL1",0,0.0343062,0,0,0,0,0,0,0.0535305,0.00857092
"RTL10",3.178452,3.369221,2.743549,2.913819,2.823556,3.185887,3.314792,2.891906,2.93425600400744,3.54807
"RTL3",0,0,0,0,0,0,0,0,0,0
"RTL4",0,0,0,0,0,0,0,0,0,0
"RTL5",0.169123,0.662434,0.15127,0,0.332702,0.194387,0.798233,0.202174,0.370127,0.364259
"RTL6",12.6348,12.3232,11.9894,12.0739,12.2568,13.6683,13.9105,13.2861,13.7551,12.3606
"RTL8A",54.5558,55.9352,55.5294,54.9118,55.9952,55.6543,52.7762,56.3835,51.9267,55.8929
"RTL8B",7.95933,8.9884,8.96375,8.7276,7.61704,7.60596,7.59336,7.92151,7.87276,7.3709
"RTL8C",102.435,103.78,101.187,104.48,107.371,108.297,108.706,107.846,111.899,110.1
"RTL9",0.0499742,0.1840818,0.0706551,0.0382371,0.065455,0.0865722,0.154216,0.1671653,0.0664566,0.0709341
"RTN1",0,0,0,0,0,0,0.0264825,0,0,0
"RTN2",13.51477,13.338494,13.47396,14.459096,15.825098,10.640775,10.464147,8.623737,8.990553,11.062423
"RTN3",134.4287991,128.529939,135.708063975481,129.369938,128.31904,120.832738,124.341349,117.77119649632,123.321526,128.963451020151
"RTN3P1",0,0,0.27544,0.30292,0.113025,0.114111,0.100687,0,0,0
"RTN4",345.746436,331.671892,351.34586,347.544157,329.32342,366.406431,371.373328,373.776504,392.475907,390.291235
"RTN4IP1",15.2293,16.2617,16.1335,15.3678,13.3809,13.2841,13.9893,14.6092,14.3274,13.8864
"RTN4R",2.70321,4.03884,4.777,5.26934,5.42711,5.19134,6.09376,5.79322,6.6863,6.8807
"RTN4RL1",0.559366,0.470688,0.611367,0.64834,0.594678,0.749858,0.809036,0.76548,0.751284,0.718683
"RTN4RL2",193.55201,193.3725,181.46965,195.24948,198.70574,180.03306,184.89764,184.66679,172.86518,190.80183
"RTP1",0,0,0,0,0,0,0,0,0,0
"RTP2",0,0,0,0,0,0,0,0,0,0
"RTP3",0,0,0,0,0,0,0,0,0,0
"RTP4",0,0,0,0,0,0,0,0,0,0
"RTP5",0,0,0.010607,0,0,0,0,0.0130141,0,0
"RTRAF",112.01165,110.9769,111.60869,107.57123,94.71154,110.53383,102.70342,103.49411,112.44482,106.88397
"RTRAFP1",0,0,0,0,0,0,0,0,0,0.0853493
"RTRAFP2",0,0,0,0,0,0,0,0,0,0
"RTTN",2.773295,1.695527,3.241792,2.642855,2.417466,2.617311,1.349391,1.1771,1.402484,2.36691
"RUBCN",3.930254,3.585404,3.237015,3.492818,2.949433,4.2526611,4.290781,3.49463,3.537587,3.172239
"RUBCNL",0,0,0,0,0.0314803,0.031315,0,0,0,0.0256151
"RUFY1",9.78483,8.943955,9.89083,11.21729,10.038161,9.88521,11.78452,12.23245,10.89235,12.00986
