"","mean","sd","max","min"
"A1BG",-0.0764697433514431,0.101781250263961,0.413391507,-0.630253514
"A1CF",-0.0785194062665535,0.10542438886797,0.394305233,-0.833192882
"A2M",0.0402458036680815,0.096077456625674,0.443071968,-0.333848601
"A2ML1",0.0686054476485569,0.098094264327441,0.464327124,-0.372058295
"A3GALT2",-0.107363705354839,0.121346459774449,0.363671868,-0.697651697
"A4GALT",-0.0714593174541596,0.110353748202082,0.429730627,-0.639746635
"A4GNT",0.0317074378106961,0.099975413715398,0.414862562,-0.45225159
"AAAS",-0.123486031172326,0.192767160547968,0.522228921,-1.088133704
"AACS",-0.0274208888480475,0.118287626692708,0.38662738,-0.862254412
"AADAC",0.110992398104414,0.105410321932809,0.544605628,-0.30290844
"AADACL2",-0.0344572032249576,0.0964884171767837,0.34980951,-0.417480391
"AADACL3",0.0762821843938879,0.104570592941099,0.672390751,-0.314263062
"AADACL4",-0.00327824877843803,0.0864944003080595,0.472142759,-0.485977482
"AADAT",-0.0572112077410866,0.101011810094573,0.311494991,-0.624299747
"AAGAB",0.0163614716706282,0.124414868686106,0.512663045,-0.607539048
"AAK1",-0.134518513637521,0.116710833327306,0.385947266,-0.595982131
"AAMDC",-0.0349121894533107,0.0978014087246358,0.375154223,-1.37319897
"AAMP",-1.17762015060357,0.269996856482065,0.249264309,-2.601892457
"AANAT",-0.0782201719651952,0.110973399778809,0.511950253,-0.571394381
"AAR2",-0.0344571122249576,0.125888457149686,0.430544048,-0.683911331
"AARD",-0.106993088409168,0.128402789593555,0.422725591,-0.991366549
"AARS1",-2.01092854681494,0.339971404075982,-0.697412165,-3.362103678
"AARS2",-0.459415656354839,0.275815401273106,0.348228693,-1.722597998
"AARSD1",-0.180004290022071,0.117787988628834,0.320059422,-0.778339497
"AASDH",-0.116462765326825,0.104608189327056,0.284985404,-0.426519578
"AASDHPPT",-0.292582992468591,0.205109418541914,0.34480907,-1.228805908
"AASS",0.0162457988539898,0.112034524270475,0.450485447,-0.714231799
"AATF",-0.866678754337861,0.214756747592035,-0.180839675,-1.605360315
"AATK",-0.159795211076401,0.131290811579265,0.285821026,-0.93908865
"ABAT",-0.0295564389363328,0.116306602313943,0.465045387,-0.461084872
"ABCA1",0.00687031429202037,0.106364776279462,0.526100323,-0.507524953
"ABCA10",-0.0490051049320883,0.133752969011446,0.397425299,-0.626201394
"ABCA12",0.00187794381494058,0.122698911299306,0.551219528,-0.555831048
"ABCA13",-0.0529509859117148,0.0965496504672741,0.329645222,-0.65560926
"ABCA2",0.0379452766977929,0.111731897636341,0.465157631,-0.617284264
"ABCA3",0.133953581283531,0.0991337857843116,0.558781689,-0.287278325
"ABCA4",-0.222150949867572,0.126960289339075,0.295801611,-1.193024819
"ABCA5",-0.0132961651748727,0.11533211460531,0.340783388,-0.515823011
"ABCA6",0.0252081469923599,0.125711212879195,0.941799739,-0.527740834
"ABCA7",0.0656100848667233,0.11223205466981,0.463824575,-0.682917077
"ABCA8",-0.0104942241052632,0.112230039929156,0.416821365,-0.506589422
"ABCA9",0.0378299859499151,0.103994351542048,0.555478261,-0.685815522
"ABCB1",-0.0881014992487267,0.104916768845851,0.427999967,-0.591574266
"ABCB10",0.0509726642886248,0.166071916933584,0.78994193,-0.712800391
"ABCB11",-0.0779551910025467,0.0938565540910188,0.271336217,-0.425354527
"ABCB4",-0.0841360941901528,0.113619599235278,0.451437587,-0.581360044
"ABCB5",-0.0339251344235993,0.115872186180845,0.958558828,-0.58457622
"ABCB6",0.0402291572555178,0.101865380134773,0.394250037,-0.463121229
"ABCB7",-1.27610171572156,0.34021721196088,-0.049594494,-2.501146809
"ABCB8",0.057982945926146,0.112506505607454,0.620241463,-0.397592063
"ABCB9",0.0808953890178268,0.106441357261871,0.646083092,-0.374710104
"ABCC1",0.0152774329736842,0.106036471420834,0.418927659,-0.506851482
"ABCC10",-0.189346726622241,0.11332744813185,0.241947293,-0.589903471
"ABCC11",0.0037591057860781,0.0998407325048038,0.372202816,-0.429726223
"ABCC12",0.020757334704584,0.0877688410906335,0.377945294,-0.349955657
"ABCC2",-0.0550623629685908,0.0839009366144851,0.492745748,-0.569171159
"ABCC3",-0.0175984248760611,0.108666072351195,0.610679519,-0.37170517
"ABCC4",0.203798178225806,0.119334393521468,0.740855654,-0.40539563
"ABCC5",0.0051680627393888,0.107048063045835,0.383177616,-0.448883465
"ABCC6",-0.0747575307277937,0.0691546045565916,0.277995239,-0.798879219
"ABCC8",0.0632133666154499,0.0893858589388162,0.428575635,-0.323926686
"ABCC9",0.0138242277741935,0.0969072530234323,0.416706571,-0.36135174
"ABCD1",-0.167951588436333,0.171363100576755,0.377508915,-1.827775428
"ABCD2",-0.0325625792555178,0.1120353069657,0.507835685,-0.629210323
"ABCD3",-0.145780451896435,0.137331190703252,0.345985192,-0.73957893
"ABCD4",-0.0934918370390492,0.12514719782284,0.304956618,-1.475505801
"ABCE1",-2.17351668981834,0.25493058015635,-1.088136935,-3.346713339
"ABCF1",-0.897548750147708,0.239127427817777,-0.003230949,-1.824177456
"ABCF3",0.170490092247878,0.111362317845042,0.68751894,-0.254651534
"ABCG1",0.0112556994329372,0.104623023150868,0.528405809,-0.34417082
"ABCG2",0.0552147638412564,0.10284576081497,0.524966734,-0.56864735
"ABCG4",0.0625058491103565,0.0961953505521122,0.447498205,-0.471725356
"ABCG5",0.0363251133938879,0.105371336545557,0.542182506,-0.398558405
"ABCG8",-0.0107073708904924,0.105629376211452,0.351614376,-0.484176868
"ABHD1",0.00945900490662139,0.0999980398232887,0.552795705,-0.345353895
"ABHD10",-0.0235411398455008,0.12762943437866,0.541477349,-0.884617964
"ABHD11",-0.245752670550934,0.221895697961833,0.47830665,-1.270377367
"ABHD12",0.0302493722920204,0.112361891608534,0.622697672,-0.573104921
"ABHD12B",0.0549544625764007,0.133371821675772,0.536205559,-0.441125421
"ABHD13",-0.100089765335314,0.145488756107121,0.791957311,-0.653217899
"ABHD14A",0.0456421041460102,0.108665065924466,0.388706624,-0.369031711
"ABHD14B",-0.0295368955127334,0.120225949759394,0.433815544,-0.513669373
"ABHD15",-0.268815898903226,0.148671566146867,0.322845744,-0.90234081
"ABHD16A",-0.082569612262309,0.114770874648694,0.324768985,-0.573897542
"ABHD16B",0.048121177762309,0.104244012812415,0.450115789,-0.319114119
"ABHD17A",-0.316971304160441,0.170781075236546,0.264810835,-0.960687068
"ABHD17B",-0.0134643622190153,0.121716184854791,0.764231023,-0.604181951
"ABHD17C",0.0936224459524618,0.132742599801747,0.593800233,-0.480116113
"ABHD18",0.0404810348879457,0.127688800307214,0.582415912,-0.526805879
"ABHD2",-0.0153918746264856,0.138001744708572,0.526145908,-0.699672729
"ABHD3",0.0071447529278438,0.108059611550996,0.499565916,-0.601589114
"ABHD4",0.145645446543294,0.101752335206095,0.966190814,-0.345153638
"ABHD5",-0.0279399134677419,0.0946884531633705,0.55799228,-0.366228313
"ABHD6",0.0933748949337861,0.0834357501907921,0.451691972,-0.310417572
"ABHD8",-0.0240396973225806,0.102105572133878,0.344903096,-0.431757596
"ABI1",-0.0893201959949066,0.145938926690767,0.420467452,-0.723117319
"ABI2",0.128582995696095,0.0969473246609753,0.774193548,-0.325829162
"ABI3",0.011913085983871,0.115222667670001,0.584766922,-0.488524106
"ABI3BP",-0.0214663096383701,0.108906245513416,0.429718216,-0.584658396
"ABITRAM",-0.0204787771400679,0.117134602005814,0.430307867,-0.544282774
"ABL1",-0.031427305179966,0.188448899037103,0.650867416,-2.049825584
"ABL2",0.0610403215509338,0.0921103084250969,0.468465204,-0.25738589
"ABLIM1",0.0601240885662139,0.117426938069877,0.47533366,-0.470589844
"ABLIM2",0.0418221783658744,0.110457666854683,0.484390182,-0.449081797
"ABLIM3",0.0553039362758913,0.106043915563259,0.554912739,-0.3383182
"ABR",-0.0309888548217317,0.130722850354148,0.429528203,-0.657622019
"ABRA",-0.000924483152801358,0.140182272844154,0.616586416,-0.53004249
"ABRACL",0.155931635496604,0.0950179590154276,0.589213144,-0.2063211
"ABRAXAS1",-0.295730381856536,0.156758979992569,0.266843923,-1.139291075
"ABRAXAS2",0.124750601863328,0.133700700347535,0.68615061,-0.534786857
"ABT1",-1.16283174553565,0.226359767613098,-0.102313231,-2.164623675
"ABTB1",0.0761083592096774,0.102659278260322,0.73654178,-0.422780444
"ABTB2",0.0858147723837012,0.115302591240037,0.614172135,-0.540992307
"ABTB3",0.0263096115339559,0.123792784691803,0.486645169,-0.512571096
"ACAA1",0.133770300042445,0.149925278457046,0.707356414,-0.600540448
"ACAA2",0.0838381525288625,0.113458055430005,0.495442466,-0.689163307
"ACACA",-0.375907842928693,0.256455453656535,1.595720385,-1.467649052
"ACACB",-0.110682087840407,0.0951940402456205,0.187309378,-1.106404292
"ACAD10",-0.0808894648735144,0.110368271857392,0.401312579,-0.522676664
"ACAD11",0.0411956234244482,0.0823290548543343,0.369978445,-0.305400861
"ACAD8",-0.040489889196944,0.107219677802596,0.408348584,-0.601191112
"ACAD9",-0.284388195017827,0.172512722565947,0.164968478,-1.071187411
"ACADL",0.0202951969974533,0.123490922712285,0.53993245,-0.597405916
"ACADM",-0.000649705632427844,0.104800552843592,0.598815021,-0.402621337
"ACADS",-0.0322637295696095,0.120437317089316,0.35963748,-0.590083164
"ACADSB",-0.0499087546383701,0.113898077749401,0.688408903,-0.484313555
"ACADVL",-0.0301439244516129,0.106366276237991,0.366833465,-0.571830878
"ACAN",-0.0633917212410866,0.108570313476401,0.555592401,-0.595163008
"ACAP1",0.0287342683777589,0.102611432805764,0.476785687,-0.553933795
"ACAP2",-0.0382032227572156,0.133220405432645,0.458024126,-0.751825075
"ACAP3",-0.145588085098472,0.120075886777788,0.510985895,-0.808156905
"ACAT1",0.0454332347427844,0.114550149306107,0.558725818,-0.537242789
"ACAT2",0.0860198147164686,0.122850705284357,0.510865353,-1.085155204
"ACBD3",0.023127555827674,0.12880253966102,0.624666368,-0.456668561
"ACBD4",-0.119908028099321,0.116565043648269,0.328640228,-0.609193659
"ACBD5",0.059925082360781,0.14054798642814,0.501891976,-0.942928843
"ACBD6",0.0807588755415959,0.102564617668934,0.653816474,-0.354178417
"ACBD7",0.119261389583192,0.116003593357888,0.677800316,-0.811932799
"ACCS",0.0281269007207131,0.102931436504695,0.475406559,-0.354546913
"ACCSL",-0.0774480482937182,0.112407300142262,0.337957001,-0.486703666
"ACD",-0.372513301426146,0.192926604592936,0.272439153,-1.321973122
"ACE",-0.127888118221562,0.119133870425282,0.337818792,-0.757105868
"ACE2",0.136149217463497,0.0872364471401448,0.631940696,-0.172929256
"ACER1",-0.0939633346349745,0.098412961204525,0.487953646,-0.552911467
"ACER2",0.0776928054685908,0.111227837129891,0.557562429,-0.625071047
"ACER3",0.0596945212691002,0.105406591913925,0.491621776,-0.651421772
"ACHE",-0.0575169729329372,0.177720209643221,0.56149149,-1.19222715
"ACIN1",-0.679572841835314,0.250758932840214,0.200115451,-1.646528909
"ACKR1",0.0222127080441426,0.0983911303958208,0.421097709,-0.375987961
"ACKR2",0.02411948137691,0.0902977145050321,0.63775397,-0.412226788
"ACKR3",0.0498811014634975,0.0960746657488073,0.526940411,-0.38512517
"ACKR4",-0.103397824060272,0.138762647082266,0.564962117,-0.819954298
"ACLY",-0.404935754292869,0.310021256223543,0.409845456,-1.564909667
"ACMSD",0.000597080905772496,0.106255264186687,0.391546525,-0.49223012
"ACO1",0.0307378730382003,0.0990786326082817,0.354679063,-0.49053059
"ACO2",-0.756763826290323,0.453786881912475,0.231050975,-3.04611681
"ACOD1",0.0837982105314092,0.0911459182839569,0.474426648,-0.272601986
"ACOT11",0.0328858907334465,0.113905400275553,0.514770663,-0.449483365
"ACOT12",-0.0772891102860781,0.134515063434227,0.54145329,-0.722183708
"ACOT13",0.118829670722411,0.125427225274437,0.842270167,-0.405908936
"ACOT2",-0.0124420583641766,0.132219169596788,0.559020424,-0.66899802
"ACOT4",-0.133595233491394,0.176302508547628,0.675149188,-0.80242653
"ACOT6",-0.0149385832325976,0.10883131546255,0.458811611,-0.377796002
"ACOT7",0.0589609260797963,0.119372383351111,0.832461911,-0.495947911
"ACOT8",0.035647587426146,0.120782312276504,0.743041975,-0.449090504
"ACOT9",0.111364282218166,0.104400239649704,0.611131354,-0.312214301
"ACOX1",-0.226761651772496,0.19302881378504,0.364306753,-2.647536102
"ACOX2",-0.0373445994414261,0.117897707849911,0.48128092,-0.525449068
"ACOX3",0.0631988240662139,0.106882744085433,0.511546924,-0.435160744
"ACOXL",-0.170282662177419,0.113373545149896,0.243598377,-0.760228929
"ACP1",0.0532880912028862,0.120254729751471,0.463772232,-0.80960519
"ACP2",-0.0245093313166384,0.115247667038442,0.402618368,-0.514685466
"ACP3",0.0738473756926995,0.136003186132887,0.846250753,-0.393520184
"ACP4",0.0544301349414261,0.107434353545443,0.503771815,-0.525953689
"ACP5",0.0055059590475382,0.0842901134405837,0.411451177,-0.371964167
"ACP6",-0.0104212267860781,0.103564180023667,0.465738432,-0.414858123
"ACP7",-0.157700898579796,0.110010233568071,0.304425716,-1.137060396
"ACR",-0.161215557966044,0.130735278738452,0.302218523,-0.7282266
"ACRBP",0.0760083470280136,0.103415013216806,0.418218798,-0.420129434
"ACRV1",0.162303447622241,0.0896343835373683,0.560266281,-0.103772152
"ACSBG1",0.0341499641035654,0.0938706056839215,0.32398782,-0.43614096
"ACSBG2",0.164771621196095,0.0960371814011497,0.51007328,-0.345911017
"ACSF2",-0.150817956091681,0.117984911358135,0.260263855,-0.725362876
"ACSF3",0.138452128425297,0.114684184773619,0.549750382,-0.261047471
"ACSL1",0.00182088072325976,0.109208029355701,0.354158219,-0.707209655
"ACSL3",-0.337442606408319,0.330881575245364,0.692294515,-1.723211207
"ACSL4",-0.177274130627334,0.239754168264228,0.794684415,-2.095036626
"ACSL5",0.0218011301129032,0.10823156673619,0.640970868,-0.694765218
"ACSL6",-0.0696895073166384,0.103054395772822,0.358326017,-0.592979672
"ACSM1",-0.0159616085925297,0.104370837596921,0.452192651,-0.42793921
"ACSM2A",0.0336013686394148,0.123505019734549,0.603197105,-0.299293321
"ACSM2B",0.112683878324065,0.0860466733447464,0.450305873,-0.270360697
"ACSM3",0.0341809031324278,0.109427160338194,0.508028007,-0.474385678
"ACSM4",0.0281951054405772,0.130848958090192,0.64743437,-0.429112739
"ACSM5",0.00239169293887946,0.115822701612294,0.506982792,-0.566499278
"ACSM6",0.0301306243471986,0.113779514922968,0.516169922,-0.324412717
"ACSS1",0.0655743509176571,0.0950221169942037,0.529031117,-0.340368515
"ACSS2",0.0688411947478778,0.124797601770268,0.490592612,-0.37415472
"ACSS3",0.070437901991511,0.108964769781302,0.44018679,-0.405919227
"ACTA1",-0.0463015166536503,0.13880502574104,0.618914265,-0.624090457
"ACTA2",0.057076638811545,0.0928573415550111,0.486761292,-0.319088686
"ACTB",-0.629949478244482,0.414696407561459,1.153299221,-3.041789763
"ACTBL2",0.0689778973319185,0.111775799513915,0.565435525,-0.304352897
"ACTC1",-0.00664955659847199,0.116795126025358,0.599140272,-0.659262091
"ACTG1",-0.716123176277589,0.280536993472562,0.225685847,-1.98430555
"ACTG2",-0.0251251636876061,0.106949016634088,0.458165773,-0.574353615
"ACTL10",0.103352814291171,0.101100504579894,0.44934632,-0.28173828
"ACTL6A",-1.5855092291528,0.312792033712404,-0.027833042,-2.767424804
"ACTL6B",0.164295142460102,0.111987582513335,0.562156653,-0.297579208
"ACTL7A",-0.0302765676035654,0.139538578717915,0.510318582,-0.703422286
"ACTL7B",0.0811083213344652,0.139952740304155,0.677511963,-0.530232609
"ACTL8",0.0653028079651952,0.138993778078949,0.613589524,-1.080648803
"ACTL9",-0.00723347165195246,0.109796981588624,0.500600527,-0.681274286
"ACTMAP",0.0913768579762309,0.121523568240894,0.637020365,-0.797599966
"ACTN1",-0.0381233957342954,0.132767057519856,0.368620263,-0.628817876
"ACTN2",0.0555038184745331,0.123152225431986,0.486889866,-0.535620954
"ACTN4",0.0217456579906621,0.136873925122305,0.453070634,-0.959024533
"ACTR10",-1.5297715459601,0.265933379087448,-0.251855776,-2.883542234
"ACTR1A",-0.752806386768251,0.458942254729908,0.227836689,-2.876311072
"ACTR1B",-0.234950950270798,0.140255396215547,0.221231068,-0.857500097
"ACTR2",-1.2629364397691,0.386376151493896,0.002121391,-2.625896971
"ACTR3",-0.563098552207131,0.236334856898697,0.524996189,-2.330789901
"ACTR3B",0.0166516794312394,0.122532431573664,0.669659369,-0.512462054
"ACTR3C",-0.149500495535954,0.149707437691272,0.400025949,-0.819255544
"ACTR5",-0.188492397797963,0.232708603054092,0.529209282,-1.092147454
"ACTR6",-0.583025386236842,0.273153303693345,0.336348228,-1.631585373
"ACTR8",-0.502640968947368,0.238225207121322,0.304894099,-1.700784697
"ACTRT1",0.22019435510781,0.107808327177859,0.740849329,-0.353489018
"ACTRT2",0.0909089480008489,0.104436091762848,0.52696557,-0.405672486
"ACTRT3",-0.139220200040747,0.115483334931185,0.301883618,-0.690056231
"ACVR1",-0.0397491507385399,0.116553920149661,0.586805833,-0.69885725
"ACVR1B",-0.112298780405772,0.134827421063353,0.646530685,-1.023466929
"ACVR1C",0.0864508334049236,0.144964671705011,0.63894732,-0.577000445
"ACVR2A",-0.0435890889202037,0.149266301992308,0.659051141,-0.897458402
"ACVR2B",-0.0121236375789474,0.124119103143542,0.558710846,-0.717599229
"ACVRL1",-0.0103684950101868,0.109039901256566,0.365035039,-0.85073596
"ACY1",0.124649487221562,0.108273981429701,0.621734492,-0.262029567
"ACY3",-0.0138318683862479,0.114298319465837,0.569512832,-0.630747799
"ACYP1",0.0492255012308998,0.0942581894128467,0.675861639,-0.364196849
"ACYP2",0.012852318057725,0.0984331387434818,0.451885208,-0.374372227
"ADA",-0.0467457909643463,0.0917814310447775,0.373536837,-0.855333336
"ADA2",-0.044910517221562,0.116957847520435,0.433754926,-0.601793246
"ADAD1",0.0714722206528014,0.0978132989262315,0.793333446,-0.338617015
"ADAD2",-0.0842169387266554,0.113239911848954,0.408353758,-0.517398804
"ADAL",-0.090644190598472,0.0988279935507537,0.383195118,-0.578678725
"ADAM10",0.00434790987011885,0.151468543508551,0.910331036,-0.67997723
"ADAM11",-0.275221135224109,0.136774006690586,0.225499004,-0.731272011
"ADAM12",-0.0726353013047538,0.104055564486625,0.423139194,-0.553365224
"ADAM15",-0.0666894908548387,0.105270703318772,0.309231485,-0.615094424
"ADAM17",0.0254914660891341,0.136651001357345,0.684144628,-0.877303001
"ADAM18",0.209656895179117,0.133605654924623,1.090775388,-0.49883043
"ADAM19",0.0983299964354839,0.0909329569252997,0.525276604,-0.252310936
"ADAM2",-0.0489463403930391,0.120575045724202,1.220355236,-0.756887779
"ADAM20",0.0971785464312394,0.108437279815348,0.496695487,-0.543730713
"ADAM21",-0.0591744084694397,0.131773396542151,0.524195929,-0.645559756
"ADAM22",-0.0477962191341256,0.109244773131993,0.425046561,-0.55320522
"ADAM23",0.00908050193633277,0.113183121563062,0.462886849,-0.436323203
"ADAM28",0.125381784541596,0.0881331292914746,0.516803997,-0.383432503
"ADAM29",0.0656964645755518,0.0934632739748245,0.528044781,-1.265508447
"ADAM30",-0.129252069556876,0.135578143090302,0.364016884,-0.854953972
"ADAM32",0.0189041831256367,0.117309304649474,0.455156393,-0.673865703
"ADAM33",-0.0948687619821732,0.115661765615178,0.293679936,-0.628948195
"ADAM7",0.013938404795416,0.100838083954413,0.487708878,-0.462524715
"ADAM8",0.143719577043294,0.13518881529321,0.639548524,-0.332956099
"ADAM9",-0.0495954346612903,0.0959128179620939,0.365231805,-0.415698975
"ADAMDEC1",0.108747513386248,0.0934237473997721,0.532891431,-0.444322154
"ADAMTS1",-0.0529286375806452,0.125166014155493,0.404862656,-0.611678645
"ADAMTS10",-0.118730458131579,0.109579542585124,0.261641969,-0.991002589
"ADAMTS12",0.103600334012733,0.118011659224531,0.61239244,-0.378274953
"ADAMTS13",0.102283093825976,0.116841503115256,0.785490326,-0.357033077
"ADAMTS14",0.00250476606791171,0.106698621244668,0.380719976,-0.432491489
"ADAMTS15",-0.0161947686960951,0.126474097162523,0.410413588,-0.581599233
"ADAMTS16",0.139310244466044,0.0973024486370529,0.609071632,-0.296678592
"ADAMTS17",0.0167386941867572,0.10454571625663,0.462257247,-0.51829794
"ADAMTS18",0.073417164450764,0.0992665687006785,0.447219542,-0.344894395
"ADAMTS19",0.108578043251273,0.0992023506550908,0.60527897,-0.225294278
"ADAMTS2",0.0211440217597623,0.132362041025727,0.811808825,-0.497439847
"ADAMTS20",-0.139437287103565,0.095126726042756,0.50275661,-0.473373271
"ADAMTS3",-0.111819260339559,0.108608954065588,0.434081657,-0.70443665
"ADAMTS4",-0.160140695234295,0.121166480688847,0.391055586,-0.716276872
"ADAMTS5",0.0271930594363328,0.115698895978415,0.49960564,-0.710771158
"ADAMTS6",-0.0531289282317487,0.103541254825595,0.368868026,-0.495812506
"ADAMTS7",0.0704054659312321,0.0724800782775634,0.562344842,-0.549777775
"ADAMTS8",0.0580021769465195,0.10359177390557,0.497041336,-0.453202975
"ADAMTS9",-0.12302922027674,0.105178981043366,0.333694919,-0.632473989
"ADAMTSL1",0.0886657282478778,0.0882368257148201,0.477893258,-0.377586322
"ADAMTSL2",0.0528466354168081,0.137493797821295,0.615321473,-0.48583782
"ADAMTSL3",0.0195670276960951,0.115981857408239,0.498039005,-0.586026452
"ADAMTSL4",-0.246735880103565,0.150810674330807,0.29872924,-1.166609894
"ADAMTSL5",-0.192991740174024,0.142135037726066,0.334308842,-0.863849353
"ADAP1",-0.0304881820178268,0.118340559418181,0.447384872,-0.522174426
"ADAP2",-0.146738884470289,0.13018890808622,0.478858296,-0.685288203
"ADAR",-0.571229537786078,0.369976508706977,0.334246281,-2.610612642
"ADARB1",0.0174984728149406,0.102886637029273,0.446813023,-0.523828614
"ADARB2",0.129254862802207,0.0965508333332726,0.475867644,-0.331846006
"ADAT1",-0.032233317573854,0.120105243449307,0.434608892,-0.499211062
"ADAT2",-0.187052756273345,0.287883778823487,0.686104553,-1.057705546
"ADAT3",-0.267651054824278,0.208930726501882,0.451061304,-1.645355505
"ADCK1",0.049908540598472,0.0886394817959069,0.407708506,-0.493871789
"ADCK2",-0.143083488672326,0.123038340889564,0.354246885,-0.67886997
"ADCK5",-0.0100388852606112,0.149577765668377,0.495307488,-0.523625358
"ADCY1",-0.00776933142359932,0.100177148402963,0.409535427,-0.522303999
"ADCY10",0.0389780392852292,0.112276376094381,0.686266281,-0.375754567
"ADCY2",0.0525358494872666,0.0912435990624692,0.581468352,-0.362846949
"ADCY3",-0.0768386721663837,0.146452635383106,0.430992248,-0.70214312
"ADCY4",-0.10044679246944,0.112404215877092,0.255900493,-0.607881936
"ADCY5",0.0620436376782683,0.0956877559034789,0.596244003,-0.321038591
"ADCY6",-0.00370868750169779,0.112904843046287,0.456041772,-0.774666947
"ADCY7",0.0828986815110357,0.11929722801875,0.683504276,-0.404362049
"ADCY8",-0.0368037766893039,0.109443103966329,0.367904665,-0.732511712
"ADCY9",0.0832868238590832,0.117920328713098,0.660459153,-0.34111563
"ADCYAP1",0.157933328389643,0.107657824996387,0.596608556,-0.379964092
"ADCYAP1R1",0.11400354826146,0.105666973406922,0.607475533,-0.515385445
"ADD1",0.0162254312640068,0.102277383721555,0.42458047,-0.340462499
"ADD2",0.00991238363837012,0.114002977626439,0.526886039,-0.490399766
"ADD3",0.0115921189575552,0.103122317900052,0.449056107,-0.447119081
"ADGRA1",0.00869695375636672,0.105596070415198,0.48643809,-0.398249332
"ADGRA2",0.0171041286213922,0.121574434865641,0.487607682,-0.44507253
"ADGRA3",-0.0456486147088285,0.135718697067139,0.738355245,-0.562596046
"ADGRB1",0.00747533876315789,0.126053360932707,0.455805689,-0.607460588
"ADGRB2",-0.169426999535654,0.105132168857511,0.281430258,-0.501414174
"ADGRB3",-0.0536062825670628,0.106128194376943,0.458988441,-0.500901096
"ADGRD1",-0.0242230926324278,0.115636427149131,0.472800811,-0.460390416
"ADGRE1",-0.0708434001451613,0.0955765169017554,0.263426125,-0.481335495
"ADGRE2",-0.164465143303905,0.153972727149871,0.543401292,-0.902832763
"ADGRE3",-0.0243358729787776,0.144203434911718,0.65386653,-0.718922627
"ADGRE5",0.105051045785229,0.117914553070524,0.464643045,-0.278442626
"ADGRF1",0.0424349925458404,0.0898951205961802,0.361008735,-0.445201624
"ADGRF3",0.0218789956918506,0.118699791340376,0.503757868,-0.558995615
"ADGRF4",0.0971811513123939,0.117013985483787,0.47648113,-0.449484894
"ADGRF5",-0.119428027637521,0.125063979230796,0.538175015,-0.846602305
"ADGRG1",0.0309156095229202,0.11427776902731,0.399625301,-0.505682578
"ADGRG2",0.123697846591681,0.0885522423607522,0.437397283,-0.284792897
"ADGRG3",-0.0304870215348048,0.10901119507053,0.438290506,-0.48661799
"ADGRG4",0.185757972184211,0.148039355835309,0.745031515,-0.376202026
"ADGRG5",0.0289208807198642,0.101653472324908,0.385915593,-0.455633619
"ADGRG6",0.230182641625637,0.0903319955036662,0.607375819,-0.102268932
"ADGRG7",-0.0709138227096774,0.105355742843919,0.336979282,-0.547766697
"ADGRL1",-0.0109810047563667,0.105400315091968,0.453066555,-0.52609061
"ADGRL2",-0.0541065471332767,0.158341224551672,0.572866201,-0.703376996
"ADGRL3",-0.089219079327674,0.117931979296288,0.412687852,-0.54664585
"ADGRL4",0.138803248494907,0.113848818451285,0.760113526,-0.702634689
"ADGRV1",-0.000576985252122241,0.0942089693318522,0.379446025,-0.378986307
"ADH1A",0.0288473525611205,0.0990019247668083,0.628889405,-0.500633925
"ADH1B",0.02549767274618,0.106454302172372,0.679450331,-0.350871152
"ADH4",0.0728940654057725,0.101301388025703,0.607675213,-0.378403197
"ADH5",-0.270571730278438,0.127800874605857,0.414684924,-0.90371748
"ADH6",0.0744954413709677,0.107655103078063,0.515289613,-0.426410326
"ADH7",0.0251444416748727,0.0906935455246177,0.467118071,-0.35308811
"ADHFE1",-0.153044041699491,0.0882025051136672,0.325016852,-0.578734263
"ADI1",0.0692885323904924,0.14657028734527,0.681473761,-0.465826033
"ADIG",0.104568231460102,0.0974675609946353,0.609265723,-0.47536703
"ADIPOQ",0.166311773011885,0.100741100547233,0.57701116,-0.213694825
"ADIPOR1",0.0795662655042445,0.134023153647415,0.550263223,-0.688027885
"ADIPOR2",0.0183637858531409,0.135430569394432,0.446191241,-1.448876803
"ADIRF",-0.0638664621001698,0.110207319864905,0.438112135,-0.513458312
"ADISSP",-0.0496219242495756,0.107280077244606,0.320342639,-0.49991908
"ADK",-0.06315910175382,0.118004843246227,0.302028609,-0.767320999
"ADM",0.003604899762309,0.101474294204954,0.37902491,-0.351502803
"ADM2",0.0789750796171477,0.121678302125041,0.617647408,-0.596298781
"ADM5",-0.0942361275441426,0.0994963726069298,0.22219655,-0.547686311
"ADNP",-0.14365674707725,0.214734187954856,0.698657658,-0.911713807
"ADNP2",-0.0412677715814941,0.118322468898038,0.496773331,-0.629076416
"ADO",-0.0412341814329372,0.113151371872789,0.507635094,-0.487701539
"ADORA1",0.0999690564125637,0.123826220984048,0.592329015,-0.380971283
"ADORA2A",-0.0261103292275042,0.0997349854418761,0.4207393,-0.59651612
"ADORA2B",0.0542633453556876,0.133669041619634,0.55846207,-0.552994543
"ADORA3",0.136783084848138,0.0953760393786022,0.74057503,-0.506011366
"ADPGK",-0.111950714694397,0.141639481943266,0.558235078,-1.284741028
"ADPRH",-0.0514484658005093,0.135128462241207,0.419810693,-0.672135102
"ADPRHL1",-0.0617170963404075,0.120608969623574,0.525778721,-0.503329755
"ADPRM",-0.00395862743378608,0.10369349634317,0.491081391,-0.482198062
"ADPRS",-0.227713058103565,0.125620785618505,0.413804597,-0.687261609
