"","mean","sd","max","min"
"CACNB4",0.0343751526587436,0.101418793089354,0.46166257,-0.361893764
"CACNG1",-0.09458315575382,0.12530662578764,0.485645316,-0.632986619
"CACNG2",-0.0994108748947368,0.134628826247082,0.386351919,-0.6767671
"CACNG3",-0.0701059919974533,0.133701124821732,0.41734921,-1.005493636
"CACNG4",0.00822374549320883,0.103793320407569,0.504495231,-0.580744807
"CACNG5",-0.0586238220101868,0.0919792688806191,0.310561303,-0.526920208
"CACNG6",-0.077999329344652,0.115927329139145,0.405763463,-0.696502895
"CACNG7",0.254303884218166,0.1028466118616,0.679160319,-0.252059739
"CACNG8",0.0931203371324278,0.0949768759872632,0.413849758,-0.590409264
"CACTIN",-0.928958478273345,0.278747589238196,0.822631081,-2.344870575
"CACUL1",0.012166085770798,0.129481034976522,0.576930463,-0.587027754
"CACYBP",-0.222029237348048,0.149902583345249,0.315950662,-0.773203101
"CAD",-0.440789527634126,0.368404314451005,0.188399381,-2.076494399
"CADM1",-0.0351277465033956,0.128346466623919,0.47549136,-0.697866597
"CADM2",0.0774153929142615,0.108694474803548,0.513457441,-0.397214605
"CADM3",0.0565823962572156,0.0987568187040386,0.530832484,-0.357524952
"CADM4",-0.234957012549236,0.14709264229134,0.333482671,-0.846814624
"CADPS",0.0078142145008489,0.110311758287557,0.427595906,-0.68230635
"CADPS2",0.0850909494269949,0.122256813359899,0.54283496,-0.529265379
"CAGE1",0.0784571667342954,0.108211135391934,0.890090191,-0.370683146
"CALB1",0.162022839378608,0.102807998448894,0.593979613,-0.326889057
"CALB2",0.201345923706282,0.0942677793118936,0.551882728,-0.109557405
"CALCA",-0.0745104246952462,0.128404124623971,0.377430239,-0.644606673
"CALCB",-0.11873529559253,0.129033464447223,0.590650568,-0.847786392
"CALCOCO1",-0.16957946145416,0.126853428821483,0.603470611,-0.949724355
"CALCOCO2",-0.00112222228438031,0.116119118265933,0.474739935,-0.608526898
"CALCR",0.00162612769354839,0.10968653193105,0.452595252,-0.457603039
"CALCRL",0.0977028699770798,0.0966461066251753,0.533534523,-0.237661601
"CALD1",0.0557459328667233,0.0954032396392458,0.461499282,-0.295138438
"CALHM1",0.0478729749796265,0.130081079839063,0.717250304,-0.410521661
"CALHM2",-0.00554144925297114,0.087503293743973,0.557989462,-0.374414491
"CALHM3",0.00297237640747029,0.100765867334131,0.436180591,-0.403021687
"CALHM4",0.0799222320925297,0.0978429895746011,0.557855552,-0.235494845
"CALHM5",0.176772426416808,0.08959340354783,0.744098682,-0.292146638
"CALHM6",0.06081763263073,0.0757501839141235,0.501012681,-0.254465392
"CALM1",0.0227570352937182,0.123075986805081,0.423303564,-0.691568449
"CALM2",0.110066215749576,0.159850946220433,1.05061104,-0.648065735
"CALM3",0.137306093571307,0.111262226303923,0.783447212,-0.78984578
"CALML3",0.145586600967742,0.112837110189926,0.599435168,-0.787406448
"CALML4",-0.099077945820034,0.114004780562925,0.328222218,-0.72147137
"CALML5",0.00805624839558574,0.111830165983328,0.426730365,-0.56499771
"CALML6",-0.139823813517827,0.126387622926541,0.301601341,-0.743163571
"CALN1",-0.0244509551587436,0.122672458274719,0.550215039,-0.536468052
"CALR",-0.141378820342105,0.122718626342373,0.342965213,-0.63540795
"CALR3",-0.13404949607725,0.116666772160405,0.329015279,-0.59885228
"CALU",0.145586934963497,0.11883699890042,0.588686271,-0.260516583
"CALY",0.126241745063667,0.112812469707993,0.597310629,-0.38320633
"CAMK1",0.0224838369932088,0.0904475658414383,0.379353877,-0.336774556
"CAMK1D",0.00469408905093379,0.107065249340054,0.502771196,-0.464576102
"CAMK1G",0.13222167575382,0.112541629050259,0.669204106,-0.279033683
"CAMK2A",0.0197772079456706,0.0784821439252306,0.336926353,-0.341014243
"CAMK2B",-0.00261371528692699,0.115775797108055,0.494614959,-0.443002019
"CAMK2D",0.0405351532173175,0.0949273014111904,0.407063204,-0.375666679
"CAMK2G",-0.128175033988964,0.115028745246576,0.268123531,-0.586754555
"CAMK2N1",-0.0412840113404075,0.0917437680074388,0.30548665,-0.390372349
"CAMK2N2",-0.00880933253820034,0.091806998670051,0.419147555,-0.474122857
"CAMK4",-0.00347038908743633,0.108479043287287,0.435267982,-0.565744048
"CAMKK1",0.0272145347385399,0.10792037458461,0.416925745,-0.62747062
"CAMKK2",-0.190839497070458,0.130407829172385,0.252725446,-0.914599271
"CAMKMT",-0.0812184284269949,0.113565380145412,0.479452588,-0.555223271
"CAMKV",-0.100715733791171,0.0938574410440942,0.209236789,-0.620096017
"CAMLG",-0.488493826647708,0.2061992688333,0.121060291,-1.419266037
"CAMP",-0.0131217283013582,0.109871825746016,0.400222854,-0.509633756
"CAMSAP1",-0.00845652160101868,0.130216667493066,0.554777642,-0.502865492
"CAMSAP2",-0.15927481670034,0.165119830634157,0.525984674,-0.852440494
"CAMSAP3",-0.0826896355509338,0.111211654598054,0.36428716,-0.620617618
"CAMTA1",-0.0526665314108659,0.11507356562543,0.498273696,-0.550146536
"CAMTA2",-0.0818917319040747,0.097037951862246,0.527097252,-0.527185496
"CAND1",-0.394888829561121,0.257960126350802,0.758265353,-1.240983137
"CAND2",-0.026884513057725,0.128310420948641,0.481570269,-1.536390171
"CANT1",-0.132337024509338,0.136796329582974,0.41467418,-0.689409837
"CANX",-0.0202070729125637,0.137668281319911,0.851805531,-0.790211573
"CAP1",-0.348729452259762,0.261947999008145,0.327623301,-1.420615226
"CAP2",0.08446541612309,0.10006601030637,0.549782613,-0.345690258
"CAPG",-0.0715343567937182,0.117546721162259,0.442366184,-0.624355584
"CAPN1",-0.165734058044992,0.127213761760866,0.257561505,-0.695462971
"CAPN10",-0.0111542229567063,0.112422209313164,0.371642943,-0.67958463
"CAPN11",-0.0732492361001698,0.13382076980561,0.358502336,-0.685187777
"CAPN12",-0.081620626459253,0.108815468885217,0.401658182,-0.525428547
"CAPN13",-0.0333090022988115,0.0925276948418335,0.328711528,-0.366566239
"CAPN14",0.00311450132597623,0.0918661477053041,0.367468569,-0.382122063
"CAPN15",0.0269190453471986,0.129123559669185,0.515638333,-0.719442155
"CAPN2",-0.0125612094168081,0.110084129842302,0.398427233,-0.43551581
"CAPN3",0.0223351670772496,0.100016484310706,0.402606342,-0.607870337
"CAPN5",0.0468865205212224,0.135466669525397,0.450205715,-0.786658057
"CAPN6",0.107421023706282,0.0895336304339586,0.599804145,-0.262404895
"CAPN7",0.142083529950764,0.0994287433473583,0.555147365,-0.23702207
"CAPN9",-0.0145490929278438,0.128779340562998,0.515290631,-0.592153928
"CAPNS1",-0.133704485972835,0.11688373347796,0.372190978,-0.740886343
"CAPNS2",0.132996759471138,0.10496952234153,0.524553465,-0.269241396
"CAPRIN1",0.00812052578777589,0.252088441796528,0.888739153,-2.034964868
"CAPRIN2",-0.0665892583370119,0.102833508847321,0.4015934,-0.453216789
"CAPS",-0.0355192317962649,0.140699872422553,0.649051701,-0.74982337
"CAPS2",-0.0842199256366723,0.132327212511476,0.446379809,-0.792894942
"CAPSL",0.204696416371817,0.102611004722127,0.597384273,-0.250632479
"CAPZA1",-0.0941678818692699,0.129282135778634,0.48758177,-1.029295385
"CAPZA2",-0.0750824342809847,0.124348761851746,0.59668183,-1.544437477
"CAPZA3",0.138780760980475,0.0969621408069758,0.607419116,-0.302314996
"CAPZB",-1.04890945446689,0.3793656385623,0.828477842,-2.904853845
"CARD10",-0.0986454366629881,0.148548625273918,0.51026059,-1.211597431
"CARD11",-0.0273656263047538,0.131882938271914,0.710455008,-1.001977015
"CARD14",-0.0586193253251273,0.0991662237554519,0.231339035,-0.489221683
"CARD16",-0.0685111532409639,0.126258675227303,0.494471787,-0.556325203
"CARD18",0.114760810839559,0.101635565135564,0.6236493,-0.286007919
"CARD19",-0.0223207322173175,0.105760870703597,0.370044222,-0.525366665
"CARD6",0.0143389567088285,0.105729522201588,0.584816866,-0.565574747
"CARD8",-0.0837449505636672,0.102439167830679,0.414119176,-0.445766983
"CARD9",-0.0562338389711375,0.0978304674510253,0.478979465,-0.39690115
"CARF",-0.0441429238599321,0.145309742233027,0.701377898,-0.659745316
"CARHSP1",0.103785440029711,0.0855115495207867,0.41895715,-0.247589073
"CARM1",-0.231607593264856,0.258892725645318,0.945699234,-2.149045959
"CARMIL1",0.0382779911706282,0.109688801333919,0.503086895,-0.478014564
"CARMIL2",-0.046332480844652,0.104639337872828,0.415406775,-0.469557977
"CARMIL3",-0.116745826133277,0.116446573653098,0.477485243,-0.547466639
"CARNMT1",-0.0561469393556876,0.169848602512128,0.608298329,-0.831949786
"CARNS1",-0.122975963889643,0.127207708294258,0.310199373,-1.103789977
"CARS1",-1.6395217542309,0.290717496854742,-0.570596134,-3.257159715
"CARS2",-0.219141914852292,0.293228838424403,0.517347567,-1.715318484
"CARTPT",-0.057883630959253,0.0989033850013503,0.347760102,-0.471343311
"CASC3",-0.434775209702886,0.249892272104724,0.465510162,-1.966406223
"CASD1",0.130085893317487,0.12392296226038,0.673866389,-0.31488649
"CASK",0.0603095265042445,0.0917676717266884,0.411497195,-0.306393046
"CASKIN1",-0.0794193285449915,0.110545375371579,0.4535378,-0.552214605
"CASKIN2",-0.179315721322581,0.119403099895427,0.259121585,-1.325203406
"CASP1",0.000160262013582343,0.143411924180156,0.551849211,-0.5519288
"CASP10",-0.0723115537606112,0.111647814988349,0.385349751,-0.732359895
"CASP14",-0.0692416516052632,0.100808831719481,0.315362622,-0.551434016
"CASP2",0.257402498364177,0.129182666840169,1.371941154,-0.280089065
"CASP3",0.17388988079202,0.118655924039229,1.018035325,-0.464644094
"CASP4",0.166072344897284,0.0959462867722694,0.635145169,-0.213506899
"CASP5",0.0859771584490662,0.0979206703315945,0.473064008,-0.444200704
"CASP6",0.0127627974677419,0.119067703422156,0.518123287,-0.495338909
"CASP7",-0.0434509598752122,0.101893547679575,0.365844033,-0.521453588
"CASP8",0.139123771386248,0.135088888860674,1.212156499,-1.53159449
"CASP9",-0.0232644821757216,0.125888221113665,0.53233474,-0.510926933
"CASQ1",0.0971152457325976,0.106789102452197,0.565589023,-0.36323835
"CASQ2",-0.061463844049236,0.140792647760055,0.536352117,-0.771081353
"CASR",-0.0533516176706282,0.103491798689924,0.35527079,-0.466863867
"CASS4",-0.0703258847207131,0.11093395533692,0.277872175,-0.627620076
"CAST",-0.276938182363328,0.120886588304209,0.215397629,-0.712191669
"CASTOR1",-0.186916741775042,0.112652825216769,0.227724141,-0.686036367
"CASTOR2",-0.177195647741935,0.12470665402041,0.213365497,-0.745881561
"CASZ1",-0.0709955430348048,0.139013772414827,0.376606079,-1.055899058
"CAT",0.00923731609337861,0.0957231042787287,0.400204924,-0.843393467
"CATIP",-0.0606985673412564,0.123373651416563,0.361625928,-0.543050168
"CATSPER1",-0.168427898842954,0.124893102308392,0.276560646,-0.79580066
"CATSPER2",0.0146793667054329,0.119917153916756,0.565223287,-0.617190371
"CATSPER3",-0.141497645071307,0.109969156004561,0.256891663,-0.597360646
"CATSPER4",-0.0512156443310696,0.104136029933844,0.526739337,-0.520935444
"CATSPERB",0.0239766931833616,0.110715466379434,0.517021476,-0.40454642
"CATSPERD",-0.147061932778438,0.11292760108526,0.599182411,-0.643025842
"CATSPERE",0.039081485229202,0.114190840843731,0.789619528,-0.43564431
"CATSPERG",-0.130148856812394,0.10952521761273,0.344265604,-0.741646033
"CAV1",0.125516580639219,0.116774919250244,0.601589461,-1.246744611
"CAV2",0.0140902109923599,0.131991651180474,0.49626021,-1.002960907
"CAV3",0.0747356203064516,0.101637117698399,0.499304815,-0.407897753
"CAVIN1",0.0170679383497453,0.120886677992093,0.734870453,-0.577092684
"CAVIN2",-0.0214871001358234,0.0954588966560713,0.354408938,-0.445007279
"CAVIN3",0.0516796384388795,0.0955064192161082,0.427686514,-0.351028512
"CAVIN4",0.0534299467283531,0.107194826281798,0.571915429,-0.503210456
"CBARP",-0.00778897761460102,0.111841250101913,0.456103935,-0.72683487
"CBFA2T2",0.0185954063157895,0.12384478954483,0.554418593,-0.755869404
"CBFA2T3",0.0616707770008489,0.11720702354315,0.582285679,-0.869586809
"CBFB",-0.257195251528862,0.431574923737906,1.355330836,-2.65110433
"CBL",0.0616273521731749,0.125492100170778,0.697797971,-0.514371089
"CBLB",-0.0608420992088285,0.0948618403423554,0.373451786,-0.39399924
"CBLC",-0.134555462549236,0.107360771859333,0.317809548,-0.8839688
"CBLIF",-0.0124550355806452,0.0980402156184652,0.33595919,-0.452426449
"CBLL1",-0.331871118269949,0.231556131581127,0.408342575,-1.235861507
"CBLL2",0.085247494524618,0.0952640662668925,0.625240739,-0.298880099
"CBLN1",-0.0819764562054329,0.133970942995419,0.471963328,-0.755582856
"CBLN2",-0.0642946188743633,0.106312107575165,0.421051859,-0.571396151
"CBLN3",-0.0439170737657046,0.126196437784707,0.650127222,-0.571398395
"CBLN4",-0.0783167033964346,0.111099653136667,0.282806669,-0.468834155
"CBR1",0.14573366639983,0.121177522048077,0.583669645,-0.416411335
"CBR3",0.0128558568242784,0.130164846020509,0.486382601,-0.609584557
"CBR4",-0.0118928844159593,0.101603921215707,0.354282444,-0.389211924
"CBS",0.0657173853701188,0.105444899287252,0.456773454,-0.478969358
"CBX1",-0.224844214142615,0.153243282844504,0.338676691,-0.721403384
"CBX2",0.0175764002665535,0.118068551427398,0.697676366,-0.865189599
"CBX3",-0.101299126713922,0.134144926410564,0.514785136,-0.647791967
"CBX4",-0.116367939825127,0.122846572010786,0.514423586,-0.882264112
"CBX5",-0.159283466706282,0.127988688912747,0.404243248,-0.664267476
"CBX6",-0.00055226735229202,0.0950948848981946,0.474017329,-0.39113715
"CBX7",-0.0663011380432937,0.141556679776352,0.541491147,-0.735789186
"CBX8",0.0784871080059423,0.115726141202292,0.487095137,-0.474012524
"CBY1",-0.127269543005093,0.109415707145286,0.502378341,-0.561680519
"CBY2",-0.0804701961952462,0.10008015356193,0.284877467,-0.506367423
"CBY3",-0.0263962777945671,0.108264459312708,0.385569826,-0.452658128
"CC2D1A",-0.0258529914787776,0.0937260519760324,0.307624554,-0.546593312
"CC2D1B",-0.207807867952462,0.117561505878052,0.192296138,-0.722027331
"CC2D2A",-0.0755257779312394,0.0889266614737734,0.233364442,-0.496547091
"CC2D2B",0.00949680137011885,0.0875394910718433,0.359055175,-0.566416572
"CCAR1",-0.64793112552292,0.290429382034702,0.363617965,-2.091225584
"CCAR2",-0.0042118893327674,0.122507632958936,0.544431214,-0.728978212
"CCBE1",0.0360469790687606,0.114181105389305,0.448739643,-0.559303129
"CCDC102A",0.0201802887843803,0.115555155511053,0.43187482,-0.498133953
"CCDC102B",0.058713759057725,0.0976630236629811,0.570614409,-0.446938904
"CCDC103",0.0567209724151104,0.104415961453009,0.790000277,-0.354403333
"CCDC106",-0.0484743239235993,0.152105574554115,0.418065614,-0.719219794
"CCDC107",-0.357078984055178,0.132150041592029,0.017773842,-1.085147924
"CCDC110",0.126820338679117,0.119124875133785,0.817816911,-0.355844894
"CCDC112",-0.0126404645263158,0.120457332666167,0.717447655,-0.655646376
"CCDC115",-0.691047127587436,0.376325488146929,0.487612541,-2.066540565
"CCDC116",0.021228368770798,0.115777521676581,0.378349752,-0.922058213
"CCDC117",-0.0801603740016978,0.116123807720039,0.29848587,-0.565732135
"CCDC12",-0.366619362468591,0.171464730893578,0.215928227,-1.648375168
"CCDC120",-0.0845588801833616,0.100417942350256,0.457929889,-0.538226814
"CCDC121",-0.0567957188701188,0.137196712821771,0.451013626,-1.270913419
"CCDC122",0.121622149367572,0.117459575299902,0.547963036,-0.388089219
"CCDC124",-0.0613413760398981,0.132370327745469,0.389189775,-0.619862172
"CCDC125",-0.113120907197793,0.122952316535674,0.360162351,-0.703433357
"CCDC126",-0.0450398988913413,0.101741270277573,0.437175255,-0.523483592
"CCDC127",0.0510889607105263,0.097981473173804,0.390415962,-0.360565405
"CCDC13",0.12549637226146,0.0998896165262302,0.458585422,-0.374278048
"CCDC134",0.0104491759473684,0.115747478221879,0.438298897,-0.515921463
"CCDC136",0.0820144563234295,0.0986857479290826,0.564898393,-0.369948558
"CCDC137",-0.403520704933786,0.176046996707828,0.218611868,-1.282642611
"CCDC138",-0.0894670795254669,0.0989215598894931,0.452992388,-0.474496432
"CCDC14",0.0267416043641766,0.164799699712461,0.617310357,-0.604553554
"CCDC142",-0.213609939728353,0.156404087160441,0.492426995,-1.00316697
"CCDC144A",-0.243914613557725,0.181647287046878,0.285134141,-1.088697018
"CCDC146",-0.00822266721646859,0.112050660353789,0.463842956,-0.483795476
"CCDC148",-0.013274443262309,0.115790146824442,0.562070763,-0.617232242
"CCDC149",0.0480797715356537,0.0944673025776468,0.385853427,-0.392542544
"CCDC15",0.135270435756367,0.108831399595786,0.540049156,-0.215302972
"CCDC150",0.0154739146213922,0.101302809348273,0.510501053,-0.397707053
"CCDC152",0.113229388286927,0.13908433364944,0.675694847,-0.841415476
"CCDC157",0.0530212911748727,0.0974910889799324,0.528739999,-0.449732219
"CCDC158",-0.128513006581494,0.0991320107834605,0.475875309,-0.534250892
"CCDC159",-0.00156260837436333,0.213890659944131,1.009195384,-0.658400954
"CCDC160",0.000876866029711375,0.115598377458789,0.428707035,-0.597302791
"CCDC166",0.030385883852292,0.116940455073241,0.59509783,-0.488225706
"CCDC167",-0.0203962193752122,0.0944734920639504,0.363219286,-0.466855904
"CCDC169",0.0379573059575552,0.0920310908493774,0.51453223,-0.392225612
"CCDC17",-0.128506964858234,0.102774001477618,0.242280412,-0.573549337
"CCDC170",0.0789132563675722,0.0836647626451242,0.54687187,-0.258270562
"CCDC171",0.0244311803803056,0.11617819298623,0.432073359,-0.548336544
"CCDC172",0.073641049549236,0.117071460755245,0.545378315,-0.690066072
"CCDC174",-0.755932386914261,0.220910940648054,0.021951952,-1.835802019
"CCDC175",0.0736308968794567,0.114849834775929,0.68522333,-0.572116436
"CCDC177",-0.0371175967597623,0.11226109359346,0.481414044,-0.558558336
"CCDC178",-0.00957494763752122,0.102147710937449,0.328286441,-0.400023175
"CCDC179",0.0775224799677419,0.104267005675447,0.604791765,-0.74750437
"CCDC180",-0.086496237024618,0.121800316659274,0.311743378,-0.510113418
"CCDC181",-0.115589325596774,0.138768112580246,0.455260709,-0.658868793
"CCDC182",0.0234018578556876,0.11601102248192,0.392488789,-0.41031675
"CCDC183",-0.0410700615959253,0.0926786665281958,0.493019996,-0.409237934
"CCDC184",-0.119417327835314,0.131553743465899,0.337864532,-0.798248629
"CCDC185",0.0284181034006791,0.100692305121665,0.478054499,-0.41876641
"CCDC186",0.0682471016757216,0.115951385257817,0.674863839,-0.48666234
"CCDC190",-0.0379556859414261,0.0964482016089958,0.316847506,-0.369391745
"CCDC191",0.0245488584957555,0.111089995996732,0.372816494,-1.117415543
"CCDC198",0.00726725873174873,0.113175827315499,0.470703362,-0.526999918
"CCDC22",-0.219641346690153,0.201084018569362,0.389886093,-1.529805204
"CCDC24",-0.0401895785356537,0.118212073808378,0.545164177,-0.736783565
"CCDC25",-0.101487935291171,0.129744508962688,0.528876569,-0.713083339
"CCDC27",0.0297969317062818,0.120574371038256,0.513215913,-0.594437243
"CCDC28A",0.00154540831232092,0.121992274485358,0.534867942,-0.622169859
"CCDC28B",-0.188214146066214,0.108548485258184,0.227017895,-0.728782221
"CCDC3",0.0777743478344652,0.107453402572716,0.656456765,-1.15840438
"CCDC30",-0.0577259536460102,0.152215110780403,0.579373004,-1.11464494
"CCDC32",-0.110455558916808,0.143171452122212,0.321585256,-1.242428308
"CCDC33",0.0882374430679117,0.0999973299024774,0.738191993,-0.285124499
"CCDC34",0.0168672132920204,0.105172481851082,0.411094703,-0.465886205
"CCDC38",-0.133446314119694,0.123978595283603,1.129058564,-0.68335007
"CCDC39",0.00716759156536503,0.119917871704959,0.463489626,-0.687452709
"CCDC40",-0.073700549040747,0.113096141858765,0.430716293,-0.607703115
"CCDC42",0.135862556726655,0.082023753709439,0.510121411,-0.189953809
"CCDC43",-0.308321372998302,0.119116210526909,0.139940782,-0.830776011
"CCDC47",-0.276890769391341,0.142996304038179,0.253236953,-1.772038973
"CCDC50",0.193933081702886,0.114649650935789,0.689041341,-0.34017656
"CCDC51",-0.245039743683362,0.279767715701386,0.34112887,-1.796825274
"CCDC54",0.0911408238285229,0.0820255966927325,0.662776909,-0.302581986
"CCDC59",-0.611507081196944,0.165267323040066,0.022540159,-1.27926942
"CCDC6",-0.194899324294567,0.239860414586292,0.575349595,-1.278030072
"CCDC60",-0.013622505573854,0.110119892794067,0.808641138,-0.744168768
"CCDC61",-0.0333212088174873,0.091244503812913,0.322818004,-0.613612833
"CCDC62",-0.0916952242368421,0.110961196991314,0.375982412,-0.89376032
"CCDC63",-0.0694283037741936,0.109488265009511,0.347321927,-0.655507772
"CCDC65",-0.140523020474533,0.119481424638765,0.254685973,-0.612055613
"CCDC66",-0.0338062295891341,0.114924617323652,0.607393294,-0.575785092
"CCDC68",0.138766127476231,0.100086094677488,0.583752072,-0.316296218
"CCDC69",-0.0406229139821732,0.107471670631459,0.394138853,-0.442247758
"CCDC7",0.0815129945534805,0.0929881147365529,0.562118404,-0.234305027
"CCDC70",0.0279654312555178,0.10118682144282,0.470466254,-0.462177265
"CCDC71",-0.127353693654499,0.113837725153004,0.511201352,-0.712634811
"CCDC71L",-0.0637255808505942,0.127796663943878,0.41915355,-1.160938573
"CCDC73",0.00481226853565365,0.128213488935291,0.580393249,-0.720591984
"CCDC74A",-0.0916830695618408,0.148757789991545,0.504591843,-0.767467859
"CCDC74B",-0.244531899901893,0.184236906839218,0.749222759,-1.038054782
"CCDC77",-0.0624399821782683,0.147525493828462,0.344206355,-0.657717793
"CCDC78",-0.113646596201188,0.146602431169151,0.876180291,-0.970800319
"CCDC8",0.0481967054006791,0.110242165901285,0.55366634,-0.498888342
"CCDC80",-0.00224574125127334,0.0980163263370789,0.427659411,-0.509470017
"CCDC81",0.0543989861315789,0.107094147092751,0.463216824,-0.435185525
"CCDC82",0.175610586279287,0.112441217633519,0.764115933,-0.678132253
"CCDC83",0.0393245037266554,0.109259054586505,0.435175882,-0.463408067
"CCDC85A",-0.0288504545721562,0.104795351234923,0.480138722,-0.586854612
"CCDC85B",-0.126702800149406,0.142386328209976,0.347491089,-0.706959673
"CCDC85C",0.0807650673022071,0.114452569697038,0.523372851,-0.452915759
"CCDC86",-0.615251413734295,0.223267278379054,0.196025854,-1.476518553
"CCDC87",-0.201936610009338,0.143632784698159,0.47361375,-0.810896561
"CCDC88A",-0.1563255677691,0.0979510670286518,0.201140773,-0.570181418
"CCDC88B",-0.247970089775891,0.13882930980972,0.273615414,-0.86768672
"CCDC88C",-0.0290428048777589,0.110132561118029,0.437726834,-0.860293752
"CCDC89",-0.00214776359677419,0.0868628354670785,0.401155691,-0.421606374
"CCDC9",-0.27820449863837,0.139506228702502,0.330695685,-0.791677876
"CCDC90B",-0.0534099727393888,0.122966078656881,0.525717341,-0.662534969
"CCDC91",0.0451653135178268,0.130666604172195,0.574511749,-0.651476641
"CCDC92",0.0334993154584041,0.14868266638328,0.565309654,-0.676258536
"CCDC93",-0.136220188216469,0.148807442151832,0.363651703,-0.795471138
"CCDC97",-0.0427609777011885,0.113829449333108,0.365202094,-0.444418137
"CCDC9B",-0.09131626174618,0.111210669369162,0.755831625,-0.499955258
"CCER1",0.0314949678455008,0.110050826945418,0.375850729,-1.599675812
"CCER2",0.0594759738786078,0.147304899018361,0.615895575,-0.903847383
"CCHCR1",0.0800873985500849,0.097307276122041,0.474862435,-0.347052327
"CCIN",-0.140847384412564,0.125241658904045,0.314000397,-0.884365924
"CCK",-0.00289926406791171,0.0934682815618659,0.435539777,-0.539988121
"CCKAR",0.0528407329363328,0.095486413491276,0.40953732,-0.291991093
"CCKBR",0.0064219187385399,0.115692830474665,0.506285689,-0.573370075
"CCL1",-0.145654436026316,0.115119079090286,0.376011557,-0.648185876
"CCL11",0.0350126563488964,0.107059012497331,0.605920886,-0.421807908
"CCL13",-0.0813676966162988,0.108095326261592,0.402237376,-0.763806362
"CCL14",0.0931040334533107,0.112337685352302,0.524136107,-0.377333955
"CCL15",0.0334812001518625,0.0925971916944757,0.471107043,-0.513117717
"CCL16",-0.0345533911825127,0.113387783559769,0.394184492,-0.561119881
"CCL17",-0.0325268670814941,0.111465820417667,0.302670143,-0.588108912
"CCL18",-0.0290159158285229,0.0948842743051082,0.482711031,-0.458917117
"CCL19",-0.00770564598556876,0.123372012460554,0.514534274,-0.803946818
"CCL2",0.0873582785560272,0.0865602833853855,0.471891789,-0.35300546
"CCL20",0.104265467809847,0.0786541347627253,0.474758486,-0.16982193
"CCL21",0.0782679086952462,0.120215401962927,0.731348495,-0.564311717
"CCL22",0.0161044724193548,0.0988898739673547,0.494406293,-0.417523931
"CCL23",0.0340751407648557,0.0979453107006251,0.51987275,-0.374870275
"CCL24",-0.0127996606587436,0.104418370632446,0.411332059,-0.412324136
"CCL25",0.0193708027572156,0.0993731000788608,0.502372051,-0.334595092
"CCL26",-0.141995311719015,0.142646013420353,0.343353006,-0.926588909
"CCL27",-0.137061147931239,0.123472224129083,0.414167874,-0.757358409
"CCL28",-0.0393858065449915,0.0980196331776828,0.376116295,-0.377608205
"CCL3",-0.0291589954036145,0.111954352883095,0.377826064,-0.487627012
"CCL3L3",-0.0320067716647781,0.153710648069206,0.571029463,-0.574143444
"CCL4",-0.0795449714055609,0.204012239081528,1.347611583,-0.713203838
"CCL5",-0.138242215703735,0.125257542431362,0.341840898,-0.679645711
"CCL7",-0.0613743092775891,0.124328877734191,0.481387725,-0.563717648
"CCL8",0.0829454847207131,0.09296674764827,0.598810273,-0.256590239
"CCM2",-0.0242634714193548,0.15412625609058,0.583783041,-0.776079694
"CCM2L",0.0116018190670628,0.123562480000405,0.555969699,-0.575922198
"CCN1",-0.0925435168837012,0.0995240553137645,0.413528319,-0.50216149
"CCN2",0.130202614179966,0.0974222733587657,0.703476699,-0.260697898
"CCN3",0.0277009518887946,0.0844425878815375,0.326534041,-0.55626813
"CCN4",0.0976322293828523,0.0897728953401853,0.504136672,-0.253870133
"CCN5",0.0995777858089983,0.114216419207114,0.642851112,-0.428923589
"CCN6",-0.036916608278438,0.10050729799147,0.34238315,-0.707875506
"CCNA1",0.0424289961341256,0.0967227244660197,0.643354387,-0.404041831
"CCNA2",-1.31301575281664,0.328439014759491,-0.353514966,-2.65356183
"CCNB1",-0.787999038000849,0.309917375957161,0.191317963,-2.360091854
"CCNB1IP1",-0.295421185272496,0.143236962094283,0.547058896,-1.032640853
"CCNB2",0.0143492510636672,0.135925581690356,0.559254805,-0.593292661
"CCNB3",0.076197521155348,0.0857274647371303,0.605891558,-0.32292656
"CCNC",-0.262051717760611,0.329837948325076,0.851889253,-1.629038823
"CCND1",-0.981914732262309,0.783304419459554,0.412960546,-3.748777317
"CCND2",-0.138341533081494,0.301982673164059,0.759774772,-2.771446707
"CCND3",-0.319718356263158,0.318722575993128,0.155923821,-2.421499861
"CCNDBP1",-0.0346598615721562,0.116649412098919,0.427541548,-0.497219419
"CCNE1",-0.197640059010187,0.254333112410142,0.495195078,-1.861997846
"CCNE2",-0.0980490269609508,0.159817070304669,0.674971379,-1.179207467
"CCNF",0.00802035577164686,0.23758873244352,1.085453996,-1.237706583
"CCNG1",-8.83256196943972e-05,0.113803907692842,0.387355953,-0.573318368
"CCNG2",0.0791034542393888,0.0916508065652374,0.491288331,-0.445771726
"CCNH",-1.23884832210357,0.245978440287823,-0.288182224,-2.150737924
"CCNI",-0.0661191201137521,0.131933349672319,0.406083291,-0.761794652
"CCNI2",0.100771596893888,0.118922441293233,0.510136802,-0.423800176
"CCNJ",-0.0615491622096774,0.111895395331013,0.535222659,-0.557079031
"CCNJL",0.0596753273887946,0.124532842131372,0.540887033,-0.527305959
