ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,23,0.339951233,1.734842061,0.021097046,0.073625358,0.049377666,341,"tags=57%, list=26%, signal=42%",ATP2B1/LDLR/PTPN1/FERMT2/MTF1/KMT2A/ZEB2/EGFR/EPC1/GSK3B/UBE2G2/KLF5/FOSL1
WP_SMALL_CELL_LUNG_CANCER,WP_SMALL_CELL_LUNG_CANCER,25,0.325231531,1.708372845,0.021156559,0.073666756,0.049405429,627,"tags=76%, list=48%, signal=40%",CDKN1A/ITGA3/TP53/PTEN/ITGB1/CCNE1/IKBKG/ITGAV/PTK2/E2F1/PIK3R1/PIK3CB/PIK3CA/TRAF2/CDK6/E2F3/BIRC2/CCND1/RELA
KIM_WT1_TARGETS_12HR_UP,KIM_WT1_TARGETS_12HR_UP,12,0.439641807,1.718490893,0.021374046,0.073707798,0.049432955,334,"tags=67%, list=26%, signal=50%",SNAI2/FERMT2/JUNB/MYCN/SOX9/FGFR1/ITGB5/SLC20A1
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,12,0.445886231,1.742899371,0.021374046,0.073707798,0.049432955,319,"tags=67%, list=25%, signal=51%",GAB1/SHC1/SOS1/FGFR1/NRAS/PIK3R1/PIK3CB/IRS2
WP_IL4_SIGNALING_PATHWAY,WP_IL4_SIGNALING_PATHWAY,12,0.443807473,1.734773832,0.021374046,0.073707798,0.049432955,319,"tags=67%, list=25%, signal=51%",GATA3/SHC1/MAPK14/SOCS3/SOS1/MAPK1/PIK3R1/IRS2
ZHANG_BREAST_CANCER_PROGENITORS_DN,ZHANG_BREAST_CANCER_PROGENITORS_DN,12,0.444845706,1.738832122,0.021374046,0.073707798,0.049432955,300,"tags=58%, list=23%, signal=45%",ZEB1/UGCG/LMNB1/SOCS3/ALDH18A1/SOX10/DNAJC13
KEGG_MTOR_SIGNALING_PATHWAY,KEGG_MTOR_SIGNALING_PATHWAY,14,0.430405105,1.776158787,0.021406728,0.073707798,0.049432955,314,"tags=64%, list=24%, signal=49%",TSC1/TSC2/BRAF/CAB39/MAPK1/RICTOR/STK11/PIK3R1/PIK3CB
GOZGIT_ESR1_TARGETS_DN,GOZGIT_ESR1_TARGETS_DN,27,0.307037338,1.693590159,0.021709634,0.074419276,0.049910116,741,"tags=85%, list=57%, signal=37%",NF2/FLCN/GATA3/UGCG/FOXA1/SOX2/SOX9/BCL6/TPK1/PTK2/AHR/PRKAR1A/CNOT4/JUN/LMNA/GRHL2/ACSL3/CDK6/CHD8/USP18/TRIM37/SRRM2/MT2A
WP_NUCLEAR_RECEPTORS_METAPATHWAY,WP_NUCLEAR_RECEPTORS_METAPATHWAY,27,0.312359401,1.722946176,0.021709634,0.074419276,0.049910116,654,"tags=78%, list=50%, signal=39%",ARNT/SNAI2/G6PD/SLC2A1/JUNB/SREBF1/NFE2L2/EGFR/FASN/AHR/KEAP1/IRS2/HSP90AB1/SLC7A5/SP1/JUN/TXNRD1/PRDX1/BIRC2/CCND1/PTPA
GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,129,0.177084082,1.698304276,0.021786492,0.074517516,0.049976001,895,"tags=81%, list=69%, signal=28%",GNA13/GOLGA7/ITGB1/UGCG/DLG5/PARD3/RUNX1/LMNB1/FBXO7/REXO2/SHC1/TCF7L2/MON2/CAPRIN1/PCM1/SLC7A1/MYCN/SOCS3/TMEM165/ANKRD17/ZEB2/ZW10/FOXK1/NFE2L2/CHD7/EXT2/CAP1/CREBBP/FRG1/CCND2/FANCF/ARHGAP29/MAP4K4/PRKAR1A/MYH9/TNPO1/UBE2G2/DCP2/KLF5/VPS4B/PKN2/POLE3/PPCDC/USP1/RRAGC/SMARCA2/ACTG1/CCNC/SLC38A2/EMC1/PTAR1/ZFP36L1/RRAGA/ACSL3/GLRX5/UQCR10/ZNF217/FUBP1/MBTPS2/NCKAP1/COA6/ACTR5/TXNRD1/ACLY/CDK6/SMARCA4/ARID1A/IDH3A/VMA21/COX4I1/ILK/FARS2/RAD51B/PDE4DIP/NDUFA6/PFDN4/UQCRC2/NDUFS3/TBL1XR1/DICER1/PHF12/STAG1/MRPL23/CAND1/COX5A/COX11/COX6C/MIOS/MRPL13/WDR1/CUL3/NXT1/ZC3H13/NDUFS1/SKP2/PPP4R2/TRA2B/TIMM9/SSB/RMI1/SRSF6/VRK1/VDAC1/RHOQ
CROONQUIST_IL6_DEPRIVATION_DN,CROONQUIST_IL6_DEPRIVATION_DN,26,-0.272449689,-1.765419219,0.022058824,0.07498598,0.050290182,487,"tags=69%, list=38%, signal=44%",SKP2/KIF14/UBE2C/HMGA1/CCNB1/GPX4/TYMS/CKS1B/CENPE/MCM4/H2BC11/AURKA/DUT/SPOUT1/MAD2L1/AURKB/SNRPA1
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,26,-0.268749601,-1.741443391,0.022058824,0.07498598,0.050290182,839,"tags=92%, list=65%, signal=33%",PAXIP1/EZH2/RBBP7/EED/CNOT9/KMT2D/EP300/H2AX/H2AZ1/SUZ12/H2BC21/HDAC3/H2BC15/H2BC9/H2BC13/H2AC20/POLR2K/H2BC6/H2BC11/H3-3A/H2BC4/POLR2G/POLR2H
WP_MESODERMAL_COMMITMENT_PATHWAY,WP_MESODERMAL_COMMITMENT_PATHWAY,22,0.340455152,1.720612153,0.022068966,0.07498598,0.050290182,708,"tags=86%, list=55%, signal=40%",GATA3/FOXA1/TEAD1/YAP1/SOX2/EMSY/FGFR1/NFE2L2/EXT2/BMPR1A/PRKAR1A/KLF5/EXT1/GRHL2/CCDC6/CCND1/C1QBP/SETD2/TRIM28
REACTOME_MITOTIC_PROMETAPHASE,REACTOME_MITOTIC_PROMETAPHASE,40,-0.21390524,-1.718629546,0.022421525,0.076016836,0.050981537,506,"tags=65%, list=39%, signal=41%",TUBA1C/TUBB4B/NUMA1/CENPO/CENPT/DYNLL1/CENPI/CCNB1/CENPC/ACTR1A/TUBGCP5/KNL1/CENPE/SGO1/TUBGCP2/HAUS6/MIS12/AHCTF1/MZT1/RAD21/CDCA8/CENPK/MAD2L1/DYNC1I2/AURKB
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN,BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN,11,0.460580047,1.731605084,0.022865854,0.076799523,0.051506455,391,"tags=73%, list=30%, signal=51%",UGCG/FERMT2/DOCK5/FASN/MYH9/KLF5/EXT1/VCL
MASSARWEH_TAMOXIFEN_RESISTANCE_DN,MASSARWEH_TAMOXIFEN_RESISTANCE_DN,11,0.460903725,1.732821991,0.022865854,0.076799523,0.051506455,299,"tags=64%, list=23%, signal=49%",DLG5/LMNB1/TEAD1/PARD6B/MYB/TIPARP/PIK3R1
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,20,-0.315771521,-1.81347213,0.022875817,0.076799523,0.051506455,438,"tags=70%, list=34%, signal=47%",BRIP1/CCNB1/H2BC21/H2BC15/H2BC9/H2BC13/UBE2N/RAD17/RAD9A/H2BC6/H2BC11/H2BC4/RPA3
RODRIGUES_NTN1_TARGETS_DN,RODRIGUES_NTN1_TARGETS_DN,12,0.433588104,1.694827921,0.022900763,0.076799523,0.051506455,642,"tags=92%, list=49%, signal=47%",KRT18/PXN/SOX9/ITGB5/UBE2G2/CNOT4/PIK3CA/MDM4/CDK13/RBM5/HECTD1
WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING,WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING,12,0.433726391,1.695368461,0.022900763,0.076799523,0.051506455,647,"tags=92%, list=50%, signal=46%",CDKN1A/TP53/CCNE1/MAPK14/JUNB/NFE2L2/EGFR/TRAF2/JUN/CCND1/CFLAR
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA,WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA,17,0.39041335,1.750883907,0.023054755,0.077125786,0.051725267,230,"tags=53%, list=18%, signal=44%",TP53/PTEN/MORF4L1/FBXW7/ERBB2/MYCN/RAF1/MYB/CREBBP
BROWNE_HCMV_INFECTION_48HR_DN,BROWNE_HCMV_INFECTION_48HR_DN,28,0.310092912,1.73540172,0.023097826,0.077125786,0.051725267,274,"tags=46%, list=21%, signal=37%",ITGA3/TCF3/HMBS/RNH1/ERBB2/MAPK14/SLC7A1/SOCS3/FGFR1/RASA4/MYB/ATP2C1/CCDC22
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,13,-0.390243129,-1.781386128,0.023255814,0.07731933,0.051855069,182,"tags=62%, list=14%, signal=53%",SNAPC5/RPL36A/GARS1/EPRS1/RPS17/AARS1/SARS1
KANG_DOXORUBICIN_RESISTANCE_UP,KANG_DOXORUBICIN_RESISTANCE_UP,13,-0.392347714,-1.790993163,0.023255814,0.07731933,0.051855069,553,"tags=85%, list=43%, signal=49%",DSCC1/FANCI/ASPM/TYMS/NCAPG2/KIF4A/MCM4/AURKA/CDCA8/MAD2L1
KEGG_APOPTOSIS,KEGG_APOPTOSIS,13,0.439687648,1.769091161,0.024279211,0.080057998,0.053691787,647,"tags=92%, list=50%, signal=47%",TP53/IKBKG/PRKAR1A/PIK3R1/FADD/PIK3CB/CHP1/PIK3CA/TRAF2/BIRC2/RELA/CFLAR
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN,SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN,13,0.440151526,1.770957581,0.024279211,0.080057998,0.053691787,217,"tags=54%, list=17%, signal=45%",PTEN/TP63/CDH1/TCF3/DLG5/BCL6/NFE2L2
PID_DELTA_NP63_PATHWAY,PID_DELTA_NP63_PATHWAY,11,0.453094339,1.703461682,0.024390244,0.080057998,0.053691787,310,"tags=64%, list=24%, signal=49%",ITGA3/TP63/FBXW7/RUNX1/YAP1/FASN/GSK3B
REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_FGFR3,11,0.452443203,1.701013659,0.024390244,0.080057998,0.053691787,299,"tags=64%, list=23%, signal=49%",GAB1/BRAF/SHC1/SOS1/MAPK1/NRAS/PIK3R1
REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_FGFR4,11,0.452443203,1.701013659,0.024390244,0.080057998,0.053691787,299,"tags=64%, list=23%, signal=49%",GAB1/BRAF/SHC1/SOS1/MAPK1/NRAS/PIK3R1
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,11,0.453322114,1.70431803,0.024390244,0.080057998,0.053691787,393,"tags=73%, list=30%, signal=51%",BRAF/TLN1/CSK/RAF1/MAPK1/NRAS/VCL/ACTG1
REACTOME_S_PHASE,REACTOME_S_PHASE,38,-0.206909654,-1.644689052,0.024691358,0.08087466,0.054239491,697,"tags=79%, list=54%, signal=38%",CCND1/UBE2S/TFDP1/LIG1/STAG1/STAG2/SKP2/CDK4/UBE2C/CDC26/ESCO2/CDK2/CKS1B/ANAPC2/SEM1/MCM4/RAD21/GINS4/PSMC2/PSMA4/MYC/SKP1/ANAPC1/RPS27A/CDK7/RPA3/CDC27/PSMB3/PSMA6
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN,SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN,93,0.189921463,1.671149531,0.024971623,0.081368421,0.054570637,647,"tags=62%, list=50%, signal=34%",ARHGEF7/IRF2/PDCD10/GOLGA7/PTEN/ATP6V0E1/JTB/CRK/PTPN1/PICALM/CAPRIN1/PPP2R2A/EGLN1/RABIF/ZW10/NFE2L2/CAP1/TPK1/UBE2K/SPTLC1/TIMM17A/DPH1/MEF2C/HSD17B12/CYB5R4/PTDSS1/VPS4B/MAP3K7/POLE3/ELOA/HSP90AB1/C1D/USP1/RRAGC/CCNC/NDUFA10/UGP2/VBP1/SLC38A2/GRSF1/CCDC6/USP14/YME1L1/TXNRD1/ATP5PO/DNAJA1/IPO5/ILK/CSDE1/BIRC2/FARS2/RAB6A/LAMTOR3/RELA/UTP3/VPS41/RBM5/CFLAR
DODD_NASOPHARYNGEAL_CARCINOMA_DN,DODD_NASOPHARYNGEAL_CARCINOMA_DN,222,-0.146413884,-2.444028385,0.025,0.081368421,0.054570637,613,"tags=64%, list=47%, signal=41%",TMEM167A/MRPL3/CNOT9/RNF4/CAND1/CIAO2A/EIF4E2/MRM2/TWNK/PDCD5/NDUFB9/ZWINT/KIF18B/CYC1/BRAP/NXT1/CEP55/FANCM/DSCC1/INTS13/SLC39A10/SSBP1/HSP90B1/ADAR/FANCI/KIF20A/DDX11/NUP35/SKP2/ICE2/FAF2/STAMBP/DDX52/TRA2B/RPE/ENY2/TFB2M/UBAP2L/NUP58/RPL22/INTS12/TFRC/SMARCE1/ASPM/H2AZ1/CCAR1/CDK4/CENPO/LSM6/STRAP/KIF14/BRIP1/UBE2C/ESCO2/PAICS/TGS1/SUZ12/CENPI/NUP62/XPOT/DBF4/CCNB1/PPAT/NPM1/NDC1/ELP3/CYCS/NFYB/TRPM7/TPI1/TYMS/CHCHD4/HNRNPC/CKS1B/PPIA/MARS2/HNRNPA1/SASS6/NCAPG2/KNL1/GTF2F2/SRSF10/NCAPD3/AATF/FNTA/UBE2L3/POP1/TIPIN/KIF4A/CENPE/SGO1/XRCC5/MCM4/FBXO5/YBX1/HAUS6/NMD3/ELOC/AHCTF1/AURKA/INTS8/EIF2S2/DUT/RAD21/CCT8/GARS1/HSPD1/PSMA4/RPL30/EPRS1/MYC/LARS1/CPSF4/CENPK/MAD2L1/ANAPC1/NIFK/EIF1AX/RPS24/ATP6V1B2/LSM8/MARS1/POLR2H/IARS1/RPL37A/DARS1/SNRPG/KIF23/TARS1/SF3B4/YARS1/RRN3/RPL6/CDC27/SF3A3/PHF5A/RPS19/PSMB3/SRSF3/SNRPD1/HSPE1
MARTINEZ_RB1_TARGETS_DN,MARTINEZ_RB1_TARGETS_DN,49,-0.20378794,-1.783338783,0.025,0.081368421,0.054570637,234,"tags=47%, list=18%, signal=40%",HUWE1/FNTA/TARDBP/RPL26/PAM16/PCBP2/EIF3E/VIRMA/RPL37/EPRS1/CPSF4/MTREX/RPS17/RPS24/INTS9/AARS1/RPL14/RPL37A/RRN3/RPS7/RPL21/SRSF3
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP,SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP,33,-0.229357024,-1.679079684,0.025210084,0.081879811,0.054913606,553,"tags=70%, list=43%, signal=41%",KIF18B/CEP55/DSCC1/FANCI/NUP58/TFRC/BRIP1/ESCO2/DBF4/NDC1/NFYB/TYMS/KNL1/SRSF10/CENPE/MCM4/HAUS6/DUT/CENPK/MAD2L1/KIF23/SRSF3
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,23,0.333214208,1.700461616,0.025316456,0.082052915,0.055029701,307,"tags=48%, list=24%, signal=37%",CDKN1A/TP53/RUNX1/TEAD1/PSMF1/TCF7L2/YAP1/WWTR1/CREBBP/CBFB/CTNNB1
MODY_HIPPOCAMPUS_PRENATAL,MODY_HIPPOCAMPUS_PRENATAL,16,-0.330167951,-1.649797379,0.025477707,0.082402793,0.05526435,576,"tags=81%, list=44%, signal=46%",H2AX/SRSF6/CDK4/UBE2C/NFYB/BTF3/EEF1G/EIF2S2/RPL37/RPL30/RPL13A/RPL8
UDAYAKUMAR_MED1_TARGETS_DN,UDAYAKUMAR_MED1_TARGETS_DN,19,0.356854019,1.676577886,0.025531915,0.082405721,0.055266314,546,"tags=74%, list=42%, signal=43%",CDKN1A/PTEN/SNAI2/DLG5/JUNB/DYRK1A/POLG/WASHC3/BRD2/PPM1D/CCNF/KHSRP/FUBP1/RB1CC1
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,14,-0.369688969,-1.765569499,0.025862069,0.08296662,0.055642487,283,"tags=64%, list=22%, signal=51%",H2BC9/H2BC13/UBE2N/UBE2L3/H2BC6/H2BC11/H2BC4/RPS27A
PID_ECADHERIN_NASCENT_AJ_PATHWAY,PID_ECADHERIN_NASCENT_AJ_PATHWAY,11,0.450364954,1.693200237,0.025914634,0.08296662,0.055642487,620,"tags=91%, list=48%, signal=48%",CTNNA1/CDH1/CRK/ARF6/CSNK2A1/PIK3R1/CTNNB1/PIK3CA/NCKAP1/CCND1
PEDRIOLI_MIR31_TARGETS_UP,PEDRIOLI_MIR31_TARGETS_UP,12,0.4219457,1.649319588,0.025954198,0.08296662,0.055642487,567,"tags=83%, list=44%, signal=47%",GATA3/LDB1/LMNB1/ERBB2/FASN/PPME1/TAF5L/HS6ST1/PMM2/NDUFB11
SESTO_RESPONSE_TO_UV_C8,SESTO_RESPONSE_TO_UV_C8,12,0.42105435,1.645835442,0.025954198,0.08296662,0.055642487,395,"tags=67%, list=30%, signal=47%",ITGA3/CTNNA1/FDFT1/SLC2A1/CCND2/FASN/ITPK1/SLC7A5
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,17,-0.322391968,-1.706231086,0.025974026,0.08296662,0.055642487,538,"tags=76%, list=41%, signal=45%",KIF20A/TUBA1C/TUBB4B/AP2M1/DYNLL1/CAPZB/ACTR1A/KIF4A/CENPE/DCTN6/DYNC1I2/KIF23
REACTOME_DNA_REPLICATION,REACTOME_DNA_REPLICATION,27,-0.260076027,-1.708881877,0.026415094,0.08385572,0.056238772,378,"tags=63%, list=29%, signal=46%",CDC26/DBF4/CDK2/ANAPC2/SEM1/MCM4/GINS4/PSMC2/PSMA4/SKP1/ANAPC1/RPS27A/RPA3/CDC27/PSMB3/PSMA6
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,27,-0.261767216,-1.719994175,0.026415094,0.08385572,0.056238772,320,"tags=59%, list=25%, signal=46%",H2BC15/H2BC9/H2BC13/H2AC20/SEM1/H2BC6/H2BC11/H3-3A/PSMC2/PSMA4/H2BC4/RPS27A/CDK7/PSMB3/PSMA6
REACTOME_TELOMERE_MAINTENANCE,REACTOME_TELOMERE_MAINTENANCE,27,-0.265132417,-1.742105905,0.026415094,0.08385572,0.056238772,409,"tags=63%, list=32%, signal=44%",CHTF8/H2BC21/TERF2/CDK2/H2BC15/H2BC9/H2BC13/H2AC20/POLR2K/H2BC6/H2BC11/H3-3A/H2BC4/POLR2G/POLR2H/RPA3
WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY,WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY,10,0.466935011,1.666238092,0.02672956,0.084680122,0.056791666,461,"tags=80%, list=36%, signal=52%",MAPK14/IKBKG/MAPK1/PTK2/PIK3R1/MAP3K7/TRAF2/JUN
CROONQUIST_NRAS_SIGNALING_DN,CROONQUIST_NRAS_SIGNALING_DN,15,-0.337993928,-1.649798656,0.028037383,0.088641706,0.059448547,553,"tags=80%, list=43%, signal=46%",H2AX/UBE2C/HMGA1/CCNB1/GPX4/CKS1B/MCM4/AURKA/DUT/AURKB/SNRPA1
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2,WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2,10,0.460963958,1.644930642,0.028301887,0.089295341,0.059886914,492,"tags=80%, list=38%, signal=50%",TSC2/CDH2/ERBB2/UBE2A/FGFR1/CTNNB1/JUN/APC
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,30,-0.235380969,-1.637752319,0.028688525,0.0902953,0.060557547,595,"tags=73%, list=46%, signal=41%",ZWINT/STAG2/TUBA1C/TUBB4B/CENPO/CENPT/DYNLL1/CENPI/CCNB1/CENPC/KNL1/CENPE/SGO1/MIS12/AHCTF1/RAD21/CDCA8/CENPK/MAD2L1/DYNC1I2/AURKB
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,14,-0.363396113,-1.735515927,0.028735632,0.0902953,0.060557547,343,"tags=71%, list=26%, signal=53%",IFITM3/H2BC15/RPLP1/RPL24/PHB2/RPL37A/RPS14/RPL7A/RPS16
REACTOME_MITOCHONDRIAL_TRANSLATION,REACTOME_MITOCHONDRIAL_TRANSLATION,22,-0.301724138,-1.764316029,0.028880866,0.090567585,0.060740159,914,"tags=100%, list=70%, signal=30%",MRPL28/MRPL2/MRPL57/MRPL15/MRPS34/MTRF1L/MRPS2/MRPL36/MRPL58/MRPL3/MRPL55/MRPL43/MRPL23/MRPL41/GFM2/MRPL13/ERAL1/MRPS16/MRPS11/MRPS21/MRPL10
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP,GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP,35,0.280235073,1.709278712,0.028947368,0.090592372,0.060756782,648,"tags=74%, list=50%, signal=38%",CDKN1A/FLCN/RNASEH2C/RIC8A/GATA3/BCAR1/PTPN1/ANKRD17/KCTD10/RASA4/SURF4/E2F1/CPOX/SLC33A1/SLC20A1/MRPL28/DAXX/DOLK/HS6ST1/GTSE1/ICMT/PRKRA/NDUFA11/PDE4DIP/EXOC8/NAA35
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY,WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY,14,0.404380882,1.668764259,0.029051988,0.090736107,0.06085318,519,"tags=79%, list=40%, signal=48%",BRAF/MAPK14/JUNB/RAF1/MAPK1/PTK2/CTNNB1/GSK3B/FOSL1/SP1/TFAP2A
REACTOME_BASE_EXCISION_REPAIR,REACTOME_BASE_EXCISION_REPAIR,17,-0.318140411,-1.683730094,0.029220779,0.091079284,0.061083335,622,"tags=82%, list=48%, signal=43%",LIG1/H2AX/H2AZ1/H2BC21/TERF2/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H2BC4/RPA3
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,104,-0.136377635,-1.62782436,0.02970297,0.09239596,0.061966379,932,"tags=87%, list=72%, signal=27%",NDUFA2/MRPS17/MRPL28/NDUFAF3/UGP2/ZNHIT1/ELOF1/MICOS10/KPNA2/NDUFB2/NDUFS8/UQCR10/COX7C/ATP5PO/IDH3A/MRPL57/PRDX1/NDUFB11/ATP5MG/NDUFA11/GPI/NDUFA8/MRPL15/GCSH/ATP5ME/NDUFA9/UQCRC2/NDUFS3/C1QBP/HIRA/FDPS/MRPL3/MRPL55/MRPL41/NDUFS7/PDCD5/RTRAF/NDUFB10/CYC1/VPS35/NDUFS1/RHEB/TOMM20/TRA2B/ATP5F1C/AP2M1/EIF3H/PFDN5/H2AZ1/DYNLL1/TIMM23/ATP5MF/EIF4G2/GET3/ATP5F1E/MRPS11/TXNL4B/POMP/PPP1CA/CYCS/ROMO1/TPI1/ATP6AP1/WTAP/ESS2/FNTA/GTF3A/RPL26/DCTN6/SNAPC2/ELOB/ELOC/EIF3F/UFD1/GINS4/RPL36A/NACA/SS18L2/NIFK/RPS17/NARS1/SBDS/TRMT112/RPL8/RPL5/SARS1/PSMB3/SMU1/HSPE1
WP_IL2_SIGNALING_PATHWAY,WP_IL2_SIGNALING_PATHWAY,11,0.443030336,1.665624874,0.030487805,0.09464688,0.063475984,299,"tags=64%, list=23%, signal=49%",SHC1/SOCS3/SOS1/RAF1/MAPK1/CCND2/PIK3R1
BORCZUK_MALIGNANT_MESOTHELIOMA_UP,BORCZUK_MALIGNANT_MESOTHELIOMA_UP,63,-0.177769179,-1.745162106,0.031446541,0.09742756,0.065340877,449,"tags=57%, list=35%, signal=39%",UBAP2L/EIF3H/VDAC1/H2AZ1/UBE2D3/CDK4/UBE2C/ATP5F1A/THAP11/IARS2/XPOT/HMGA1/CCNB1/WTAP/PKM/HNRNPC/CKS1B/SRSF10/SERBP1/UBE2N/FNTA/PABPC1/SEC61G/XRCC5/ELOC/RAD21/GARS1/EPRS1/SKP1/COPS5/MAD2L1/CDK7/CDC27/PUF60/SRSF3
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN,ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN,35,0.277484712,1.692503031,0.031578947,0.097642105,0.065484765,440,"tags=57%, list=34%, signal=39%",KRT18/SLC2A1/MAPK14/BRAT1/LIPT1/RNF7/BMPR1A/APEX2/RPUSD3/PAGR1/PIK3R1/FADD/DDI2/SLC20A1/HEATR3/MTERF4/HSF1/STN1/NMNAT1/ELOF1
KEGG_THYROID_CANCER,KEGG_THYROID_CANCER,13,0.419176278,1.686563294,0.031866464,0.098087394,0.065783402,307,"tags=62%, list=24%, signal=47%",TP53/CDH1/BRAF/TCF7L2/PAX8/MAPK1/NRAS/CTNNB1
ZWANG_EGF_INTERVAL_DN,ZWANG_EGF_INTERVAL_DN,13,0.418716681,1.684714099,0.031866464,0.098087394,0.065783402,494,"tags=77%, list=38%, signal=48%",SNAI2/PARD6B/JUNB/SREBF1/BCL9/TMEM165/PIK3R1/ANKRD11/NDUFAF3/NDUFS8
KEGG_RNA_DEGRADATION,KEGG_RNA_DEGRADATION,13,-0.379867807,-1.734024744,0.031976744,0.098087394,0.065783402,189,"tags=62%, list=15%, signal=53%",EXOSC6/HSPD1/MTREX/LSM7/LSM8/LSM3/LSM2
RASHI_RESPONSE_TO_IONIZING_RADIATION_2,RASHI_RESPONSE_TO_IONIZING_RADIATION_2,16,0.387441178,1.703843974,0.031976744,0.098087394,0.065783402,359,"tags=62%, list=28%, signal=46%",CDKN1A/GAB1/GNA13/JUNB/WWTR1/TGIF1/NFE2L2/ERBB3/KLF5/RAB10
REACTOME_MAP2K_AND_MAPK_ACTIVATION,REACTOME_MAP2K_AND_MAPK_ACTIVATION,12,0.41375033,1.61728517,0.032061069,0.098151311,0.065826269,468,"tags=75%, list=36%, signal=48%",BRAF/TLN1/CSK/RAF1/MAPK1/NRAS/VCL/ACTG1/WDR83
