ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,ids
BURTON_ADIPOGENESIS_6,BURTON_ADIPOGENESIS_6,25,0.376173141,1.967288295,0.006578947,0.029098438,0.017375454,772,"tags=96%, list=59%, signal=40%",MAP4K4/FASN/NDUFC1/GCSH/CYB5B/AQP7/NDUFS3/NDUFB8/SLC25A1/UQCRB/UQCR10/NDUFB7/NDUFB2/NDUFB6/NDUFB3/NDUFS1/NDUFA9/UQCRC2/HSD17B12/NDUFB9/COX7B/ATP5PO/ISCA1/SDHC,348
BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING,BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING,23,0.378579552,1.912579777,0.006587615,0.029098438,0.017375454,524,"tags=74%, list=40%, signal=45%",ARNT/TCF3/SPTLC2/RUNX1/CCND3/TDP2/ACTR5/JMJD6/VPS41/EMC1/COQ2/MAD2L1BP/NDUFB2/PCM1/NDUFA1/SH3GL1/NDUFB3,349
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,23,0.373194101,1.885372535,0.006587615,0.029098438,0.017375454,302,"tags=57%, list=23%, signal=44%",ATP2B1/PTPN1/GSK3B/MTF1/FERMT2/EPC1/EGFR/ZEB2/KLF5/FOSL1/JUN/KMT2A/LDLR,350
KEGG_PURINE_METABOLISM,KEGG_PURINE_METABOLISM,13,-0.452931654,-2.10674177,0.006644518,0.029183026,0.017425964,599,"tags=92%, list=46%, signal=50%",POLE3/POLR3D/PKM/ADSS2/IMPDH2/POLR1H/PAICS/PPAT/POLR2K/POLR2H/POLR2G,351
KEGG_RNA_DEGRADATION,KEGG_RNA_DEGRADATION,13,-0.471725781,-2.194159753,0.006644518,0.029183026,0.017425964,440,"tags=85%, list=34%, signal=56%",CNOT9/LSM6/EXOSC4/EXOSC6/HSPD1/LSM8/MTREX/LSM7/LSM3/LSM2,352
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP,KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP,19,0.425126477,1.976508987,0.006684492,0.029275424,0.017481138,271,"tags=58%, list=21%, signal=46%",CDKN1A/CDH1/PTEN/TP53/SMAD7/FDFT1/SHC1/ERBB2/JUN/CREBBP/ERBB3,353
RICKMAN_METASTASIS_DN,RICKMAN_METASTASIS_DN,21,0.38896609,1.876937995,0.00672043,0.029349675,0.017525475,175,"tags=48%, list=13%, signal=42%",CDKN1A/RNH1/PAX8/ZBTB7A/CARM1/CENPT/SLC2A1/CAP1/KEAP1/TRIR,354
WP_TNF_ALPHA_SIGNALING_PATHWAY,WP_TNF_ALPHA_SIGNALING_PATHWAY,17,0.432549241,1.91463909,0.006821282,0.029603248,0.01767689,622,"tags=88%, list=48%, signal=47%",RFK/MAPK1/FADD/NRAS/SOS1/RAF1/JUN/MAP3K7/CREBBP/IKBKG/BIRC2/TRAF2/CFLAR/FBXW11/CSNK2A1,355
WP_VEGFAVEGFR2_SIGNALING_PATHWAY,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,81,0.233187682,1.90034285,0.006888634,0.029603248,0.01767689,429,"tags=49%, list=33%, signal=35%",ROCK2/ARNT/GAB1/ARF6/BCAR1/PIK3R1/PTPN1/GSK3B/ITGB1/MEF2C/SHC1/PAK2/CTNNA1/PTK2/MAPK1/CSK/RICTOR/SMARCA2/MYH9/DPM1/FADD/PPM1G/ITGB5/RAF1/ITGAV/JUN/CREBBP/CRK/MAPK14/PXN/PDE4DIP/PTPN11/CTNNB1/HDAC1/LARP7/PIK3CA/ATF4/CCND1/SLC7A1/GIGYF2,356
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,15,-0.441568075,-2.164490871,0.006920415,0.029603248,0.01767689,338,"tags=73%, list=26%, signal=55%",H2AX/H2AZ1/H2BC21/H2BC13/H2BC15/H2BC9/H2BC11/H2BC6/H3-3A/H2BC4,357
BORCZUK_MALIGNANT_MESOTHELIOMA_UP,BORCZUK_MALIGNANT_MESOTHELIOMA_UP,63,-0.2199516,-2.224340724,0.006944444,0.029603248,0.01767689,573,"tags=70%, list=44%, signal=41%",USP9X/SSBP1/VBP1/WTAP/UBE2S/CDK4/VDAC1/HMGA1/UBE2D3/CCNF/UBE2C/PKM/TFDP1/DNAJA1/MRPL3/FKBP1A/ATP5F1A/FNTA/IARS2/G3BP1/HNRNPC/SERBP1/H2AZ1/CCNB1/XRCC5/CKS1B/UBE2N/EIF3H/SEC61G/ELOC/PABPC1/RAD21/SRSF10/GARS1/XPOT/EPRS1/MAD2L1/COPS5/SKP1/CDK7/SRSF3/PUF60/CDC27,358
ZAMORA_NOS2_TARGETS_UP,ZAMORA_NOS2_TARGETS_UP,16,-0.378813723,-1.906487182,0.006968641,0.029603248,0.01767689,534,"tags=81%, list=41%, signal=48%",SRM/ACTG1/CDK2/LIG1/TYMS/H2AZ1/EIF4E2/ATP6V1C1/MCM4/RACK1/EEF1B2/CDK7,359
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG_ACUTE_MYELOID_LEUKEMIA,15,0.47811159,2.005120848,0.007012623,0.029603248,0.01767689,459,"tags=80%, list=35%, signal=52%",PIK3R1/BRAF/MAPK1/TCF7L2/RUNX1/NRAS/SOS1/RAF1/PIK3CB/PIK3CA/CCND1/IKBKG,360
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN,PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN,15,0.472453645,1.981392366,0.007012623,0.029603248,0.01767689,489,"tags=80%, list=38%, signal=50%",SLC16A1/UGCG/BRAF/FDFT1/MAP3K7/ACSL3/LDLR/SUCO/EXT1/LRP8/ALG12/HSPA13,361
REACTOME_RRNA_PROCESSING,REACTOME_RRNA_PROCESSING,61,-0.576556081,-5.680245478,0.007092199,0.029603248,0.01767689,252,"tags=80%, list=19%, signal=68%",RPP21/RPL26L1/DHX37/EXOSC4/RPL22/TBL3/RPLP1/UTP4/BUD23/EXOSC6/IMP3/RPL10/RPL30/RPS17/TRMT112/MTREX/RPL7/RPS5/RPS7/RPL37/RPS28/RPL35/RPS27A/RPL36A/RPL24/RPL37A/RPS14/RPL7A/RPL13A/RPL36/RPS24/RPL5/FAU/RPL6/RPS3/RPL14/RPS16/RPS23/RPL26/SNU13/RPL23/RPL8/RPL32/RPS20/RPS19/RPS3A/RPL21/RPL17,362
VANTVEER_BREAST_CANCER_ESR1_UP,VANTVEER_BREAST_CANCER_ESR1_UP,13,0.501278841,1.989021199,0.007132668,0.029603248,0.01767689,396,"tags=77%, list=31%, signal=54%",KRT18/GATA3/UGCG/SREBF1/CAMLG/ERBB3/FOXA1/MYB/ITPK1/CERS2,363
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,13,0.509664161,2.022293256,0.007132668,0.029603248,0.01767689,459,"tags=85%, list=35%, signal=55%",CDKN1A/TP53/GSK3B/MAPK1/SOS1/RAF1/CREBBP/CTNNB1/PIK3CA/CCND1/IKBKG,364
REACTOME_DNA_REPAIR,REACTOME_DNA_REPAIR,64,-0.294968705,-2.944890821,0.007142857,0.029603248,0.01767689,765,"tags=89%, list=59%, signal=38%",REV1/EP300/POT1/MRE11/USP10/DCLRE1B/KPNA2/RAD51D/PNKP/USP1/RAD51B/WDR48/POLE3/RNF4/PPP4R2/NFRKB/FANCF/GTF2H4/CLSPN/ACTB/RAD9A/GPS1/CDK2/LIG1/FANCA/FANCM/H2AC20/BRIP1/H2AX/TERF2/H2AZ1/H2BC21/USP7/RMI1/MAD2L2/H2BC13/H2BC15/H2BC9/XRCC5/UBE2N/RAD17/H2BC11/TIPIN/H2BC6/POLR2K/FANCI/POLR2H/UFD1/COPS8/ZNF830/H2BC4/COPS5/CDK7/RPS27A/POLR2G/RPA3,365
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,64,-0.534360259,-5.334913812,0.007142857,0.029603248,0.01767689,124,"tags=70%, list=10%, signal=67%",RPL30/RPS17/EPRS1/MARS1/KARS1/LARS1/RPL7/RPS5/QARS1/RPS7/RPL37/PSMA4/RPS28/RPL35/SARS1/RPS27A/IARS1/RPL36A/RPL24/DARS1/RPL37A/RPS14/RPL7A/RPL13A/RPL36/RPS24/RPL5/FAU/RPL6/RPS3/RPL14/RPS16/RPS23/RPL26/RPL23/PSMA6/RPL8/RPL32/RPS20/RPS19/PSMB3/RPS3A/RPL21/RPL17,366
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN,ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN,12,0.496862567,1.903782347,0.00727802,0.029603248,0.01767689,376,"tags=75%, list=29%, signal=54%",KRT18/IRF4/SHC1/CAP1/HMBS/PEX6/JUNB/TWNK/UGP2,367
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP,MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP,12,0.512932924,1.965357651,0.00727802,0.029603248,0.01767689,244,"tags=67%, list=19%, signal=55%",ROCK2/KRT18/FGFR1/SPTLC2/SSBP3/FLI1/ZEB2/EZH2,368
PID_IL6_7_PATHWAY,PID_IL6_7_PATHWAY,12,0.499010031,1.912010586,0.00727802,0.029603248,0.01767689,373,"tags=75%, list=29%, signal=54%",GAB1/PIK3R1/SOCS3/SOS1/JUN/MAPK14/JUNB/PTPN11/PIK3CA,369
REACTOME_CELL_JUNCTION_ORGANIZATION,REACTOME_CELL_JUNCTION_ORGANIZATION,12,0.509169396,1.950937287,0.00727802,0.029603248,0.01767689,353,"tags=75%, list=27%, signal=55%",CDH1/PARD3/ITGB1/CTNNA1/CDH2/FERMT2/PARD6B/PXN/CTNNB1,370
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,12,0.505128036,1.935452382,0.00727802,0.029603248,0.01767689,549,"tags=92%, list=42%, signal=53%",GSK3B/MAPK1/FADD/RAF1/JUN/MAP3K7/MAPK14/CTNNB1/HDAC1/BIRC2/TRAF2,371
WP_VITAMIN_D_RECEPTOR_PATHWAY,WP_VITAMIN_D_RECEPTOR_PATHWAY,12,0.502761637,1.926385268,0.00727802,0.029603248,0.01767689,475,"tags=83%, list=37%, signal=53%",CDKN1A/ATP2B1/IRF4/BCL6/CCNC/G6PD/JUNB/LCE2B/CCND1/CCNE1,372
MEBARKI_HCC_PROGENITOR_FZD8CRD_UP,MEBARKI_HCC_PROGENITOR_FZD8CRD_UP,75,-0.204481215,-2.252876621,0.00729927,0.029603248,0.01767689,649,"tags=73%, list=50%, signal=39%",DCLRE1B/KPNA2/CIT/CENPP/RAD51B/VRK1/DDX11/TRIP13/GTSE1/KNTC1/ASPM/ESCO2/KIF14/CCNF/KIF20A/H2AC17/CDK2/TFDP1/WDR1/SASS6/TUBA1C/FANCA/FANCM/TUBB4B/NCAPD3/H2AX/TYMS/CENPI/CENPO/H2BC21/CCNB1/CEP55/SEM1/FBXO5/CKS1B/CENPE/NCAPG2/TIPIN/SGO1/H2BC6/KNL1/KIF4A/HAUS6/PKMYT1/MZT1/AURKA/FANCI/TONSL/CDCA8/MTBP/MAD2L1/ESPL1/AURKB/KIF23,373
MOOTHA_VOXPHOS,MOOTHA_VOXPHOS,45,0.309304881,2.073499303,0.00729927,0.029603248,0.01767689,779,"tags=89%, list=60%, signal=37%",NDUFC1/NDUFA3/NDUFA10/NDUFA2/NDUFS8/NDUFS3/NDUFC2/NDUFB8/NDUFA8/UQCRB/UQCR10/NDUFS2/NDUFB7/NDUFB2/NDUFB6/COX4I1/NDUFA1/NDUFS7/NDUFB3/NDUFA6/NDUFS1/NDUFS5/SDHD/COX11/COX6A1/COX5A/NDUFA9/UQCRC2/ATP5MG/NDUFA4/GATB/ATP5ME/CYC1/COX7B/COX6C/ATP5F1C/ATP5PO/COX7C/SDHC/ATP5PB,374
REACTOME_CELL_CYCLE_CHECKPOINTS,REACTOME_CELL_CYCLE_CHECKPOINTS,67,-0.29013572,-2.933671233,0.00729927,0.029603248,0.01767689,337,"tags=60%, list=26%, signal=47%",H2AX/CENPI/CENPO/H2BC21/CENPC/CCNB1/SEM1/DYNLL1/DBF4/RMI1/H2BC13/H2BC15/H2BC9/CENPE/AHCTF1/UBE2N/RAD17/H2BC11/ANAPC1/PSMC2/SGO1/ANAPC2/H2BC6/KNL1/MCM4/PKMYT1/MIS12/CDCA8/CENPK/H2BC4/MAD2L1/PSMA4/RPS27A/AURKB/DYNC1I2/RPA3/PSMA6/CDC27/PSMB3,375
PID_CXCR3_PATHWAY,PID_CXCR3_PATHWAY,10,0.537776617,1.940739938,0.007352941,0.029603248,0.01767689,373,"tags=80%, list=29%, signal=57%",PIK3R1/MAPK1/RICTOR/NRAS/RAF1/PIK3CB/MAPK14/PIK3CA,376
PID_IL2_PI3K_PATHWAY,PID_IL2_PI3K_PATHWAY,10,0.548652033,1.979987376,0.007352941,0.029603248,0.01767689,373,"tags=80%, list=29%, signal=57%",PIK3R1/UGCG/SHC1/SOS1/E2F1/MYB/PTPN11/PIK3CA,377
PID_LKB1_PATHWAY,PID_LKB1_PATHWAY,10,0.569309294,2.054535746,0.007352941,0.029603248,0.01767689,236,"tags=70%, list=18%, signal=58%",TP53/GSK3B/CAB39/TSC2/TSC1/MARK2/STK11,378
PLASARI_TGFB1_TARGETS_10HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP,10,0.531055901,1.91648607,0.007352941,0.029603248,0.01767689,614,"tags=100%, list=47%, signal=53%",TGFBR1/RUNX1/SLC2A1/FOSL1/PDE4DIP/JUNB/SLC20A1/LRP8/HK2/UBE2G2,379
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,10,0.530025122,1.912766173,0.007352941,0.029603248,0.01767689,373,"tags=80%, list=29%, signal=57%",BCAR1/PIK3R1/NRAS/SOS1/CRK/PIK3CB/PTPN11/PIK3CA,380
REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_IRS_MEDIATED_SIGNALLING,10,0.533404495,1.924961728,0.007352941,0.029603248,0.01767689,373,"tags=80%, list=29%, signal=57%",GAB1/PIK3R1/FGFR1/NRAS/SOS1/PIK3CB/PTPN11/PIK3CA,381
REACTOME_SIGNALING_BY_ERBB4,REACTOME_SIGNALING_BY_ERBB4,10,0.559347232,2.018584442,0.007352941,0.029603248,0.01767689,373,"tags=80%, list=29%, signal=57%",PIK3R1/SHC1/NRAS/SOS1/EGFR/ERBB3/YAP1/PIK3CA,382
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2,WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2,10,0.562600672,2.030325527,0.007352941,0.029603248,0.01767689,353,"tags=80%, list=27%, signal=59%",TSC2/FGFR1/CDH2/ERBB2/JUN/UBE2A/APC/CTNNB1,383
WP_IL5_SIGNALING_PATHWAY,WP_IL5_SIGNALING_PATHWAY,10,0.572242356,2.065120644,0.007352941,0.029603248,0.01767689,344,"tags=80%, list=27%, signal=59%",PIK3R1/GSK3B/SHC1/MAPK1/SOS1/RAF1/JUN/PTPN11,384
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,68,-0.411763054,-4.221047937,0.007462687,0.029967048,0.017894125,505,"tags=82%, list=39%, signal=53%",PTBP1/CASC3/HNRNPF/NUP58/SRSF6/NUP50/NXT1/SYF2/NUP35/NDC1/SRRM2/HNRNPC/CCAR1/LSM6/DDX42/ZRSR2/PPIL1/HNRNPA1/CSTF2/CPSF1/NXF1/THOC3/TRA2B/DHX16/POLR2K/PCBP2/DDX5/GTF2F2/TFIP11/POLR2H/SRSF10/THOC2/CPSF4/LSM8/MTREX/RBM22/SNRNP25/PCBP1/YBX1/LSM7/LSM3/POLR2G/SF3A3/SF3B5/SF3B4/SRSF3/PUF60/SNRPG/SNU13/SNRPA1/SF3B6/LSM2/PHF5A/PRPF38A/SNRPD1,385
GARY_CD5_TARGETS_DN,GARY_CD5_TARGETS_DN,76,-0.237183317,-2.634375158,0.007518797,0.030114145,0.017981961,733,"tags=82%, list=56%, signal=38%",GLMN/CNOT4/COX5A/PBRM1/PSMF1/STAG1/ELOA/ZWINT/KPNA2/ATP6V0E1/HSP90B1/SYNCRIP/IPO5/GRSF1/MRPS16/UBAP2L/ISCA1/POLE3/UFM1/TRMT10C/BCLAF1/CLSPN/MRPL15/MRPL36/SKP2/GEMIN4/KIF14/FUBP1/TFRC/DNAJA1/MRPS11/UTP3/DHX29/HNRNPC/CCAR1/CENPI/ICE1/SERBP1/PHAX/CCNB1/GEMIN6/PPIL1/FBXO5/EIF4E2/CSTF2/ELP1/ATP6V1C1/TIPIN/NXF1/PSMC2/UBE2L3/TARDBP/UFD1/SRSF10/RBM22/SBDS/EIF1AX/KIF23/POLR1F/SRSF3/CDC27,386
MASSARWEH_TAMOXIFEN_RESISTANCE_UP,MASSARWEH_TAMOXIFEN_RESISTANCE_UP,30,0.348792941,1.973506554,0.007566204,0.030185879,0.018024795,715,"tags=87%, list=55%, signal=40%",ROCK2/GAB1/TAPT1/ATP2B1/CAB39/RICTOR/DOCK5/ERBB2/FERMT2/BCL6/TM9SF3/WDR26/CHP1/SLC20A1/MIOS/GOLT1B/ACACA/CCNE1/CDK6/TXNRD1/MTERF4/TADA2B/REXO2/FECH/TENT4B/GFPT1,387
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,18,-0.394575347,-2.103362354,0.007575758,0.030185879,0.018024795,461,"tags=78%, list=36%, signal=51%",NUP50/NUP35/NDC1/RTCB/CSTF2/RPP21/CPSF1/RTRAF/TRNT1/POP1/XPOT/CPSF4/POP5,388
BROCKE_APOPTOSIS_REVERSED_BY_IL6,BROCKE_APOPTOSIS_REVERSED_BY_IL6,19,0.424037346,1.971445374,0.00802139,0.031879356,0.019036015,378,"tags=68%, list=29%, signal=49%",GNA13/TGIF1/IRF4/SOCS3/DPM1/BCL6/SOX2/CCNC/JUN/LDLR/JUNB/PTPN11/DOHH,389
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP,KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP,18,0.420669314,1.90338178,0.00811908,0.031942149,0.01907351,241,"tags=56%, list=19%, signal=46%",CDKN1A/PTEN/TP53/SMAD7/FDFT1/SHC1/FGFR1/ERBB2/JUN/CREBBP,390
WP_ADIPOGENESIS,WP_ADIPOGENESIS,17,0.42928004,1.900168275,0.008185539,0.031942149,0.01907351,406,"tags=71%, list=31%, signal=49%",AHR/GATA3/CDKN1A/MEF2C/WWTR1/SOCS3/SREBF1/KLF5/E2F1/MBNL1/CTNNB1/LMNA,391
KEGG_OOCYTE_MEIOSIS,KEGG_OOCYTE_MEIOSIS,23,-0.326795001,-1.958646932,0.008230453,0.031942149,0.01907351,295,"tags=61%, list=23%, signal=48%",PPP1CB/PPP1CA/FBXO5/MAD2L2/ANAPC1/SGO1/ANAPC2/PKMYT1/AURKA/MAD2L1/ESPL1/SKP1/CDC27,392
REACTOME_HCMV_LATE_EVENTS,REACTOME_HCMV_LATE_EVENTS,23,-0.312773963,-1.874611791,0.008230453,0.031942149,0.01907351,461,"tags=70%, list=36%, signal=46%",VPS37A/H2AC15/NUP50/H2AC17/NUP35/NDC1/H2AC20/H2BC21/H2BC13/H2BC15/H2BC9/H2BC11/H2BC6/VPS28/H2BC4,393
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR,ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR,23,-0.314347628,-1.88404356,0.008230453,0.031942149,0.01907351,629,"tags=83%, list=48%, signal=43%",USP1/TRIP13/KNTC1/ASPM/UBE2C/KIF20A/CDK2/H2AX/NCAPH2/POC1A/CCNB1/CEP55/FBXO5/PAICS/CDCA8/CENPK/MAD2L1/KIF23,394
KAUFFMANN_DNA_REPLICATION_GENES,KAUFFMANN_DNA_REPLICATION_GENES,22,-0.330923539,-1.954992773,0.008264463,0.031942149,0.01907351,808,"tags=95%, list=62%, signal=37%",POLE4/POLG2/POLRMT/POLG/REV1/CHTF18/PNKP/SSBP1/POLE3/RAD9A/CDK2/LIG1/CENPE/RAD17/MCM3AP/EIF5A/MCM4/PPIA/DUT/RPA3,395
REACTOME_MEIOSIS,REACTOME_MEIOSIS,22,-0.335561239,-1.982390852,0.008264463,0.031942149,0.01907351,338,"tags=64%, list=26%, signal=48%",H2AX/TERF2/H2AZ1/H2BC21/H2BC13/H2BC15/H2BC9/H2BC11/H2BC6/H3-3A/RAD21/H2BC4/RPA3,396
REACTOME_MITOCHONDRIAL_TRANSLATION,REACTOME_MITOCHONDRIAL_TRANSLATION,22,-0.343995096,-2.032215445,0.008264463,0.031942149,0.01907351,733,"tags=91%, list=56%, signal=40%",MTRF1L/MRPL43/MRPL23/MRPS34/MRPL55/MRPL2/MRPL13/MRPS16/MRPL41/GFM2/MRPS2/ERAL1/MRPL15/MRPL58/MRPL36/MRPS21/MRPL3/MRPS11/MRPL10,397
REACTOME_REPRODUCTION,REACTOME_REPRODUCTION,22,-0.335561239,-1.982390852,0.008264463,0.031942149,0.01907351,338,"tags=64%, list=26%, signal=48%",H2AX/TERF2/H2AZ1/H2BC21/H2BC13/H2BC15/H2BC9/H2BC11/H2BC6/H3-3A/RAD21/H2BC4/RPA3,398
REACTOME_TRNA_PROCESSING,REACTOME_TRNA_PROCESSING,25,-0.303249863,-1.929786515,0.008264463,0.031942149,0.01907351,787,"tags=92%, list=61%, signal=37%",NUP37/TRIT1/ADAT3/NUP62/TRMT10C/NUP58/NUP50/NUP35/NDC1/RTCB/CSTF2/RPP21/CPSF1/RTRAF/TRNT1/POP1/XPOT/EPRS1/CPSF4/TRMT112/POP5/THG1L,399
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,25,-0.278301033,-1.771020031,0.008264463,0.031942149,0.01907351,627,"tags=80%, list=48%, signal=42%",TOMM70/SMARCA4/SYNCRIP/IPO5/TMEM167A/CDK4/GPS1/PKM/TYMS/UBE2N/SLC39A7/DDX41/PRELID3B/CCT8/VARS1/NARS1/BANF1/SNRPA1/PSMB3,400
RASHI_RESPONSE_TO_IONIZING_RADIATION_2,RASHI_RESPONSE_TO_IONIZING_RADIATION_2,16,0.464898596,1.9963529,0.008391608,0.032088891,0.019161134,702,"tags=100%, list=54%, signal=46%",GNA13/TGIF1/CDKN1A/GAB1/NFE2L2/WWTR1/KLF5/ERBB3/SINHCAF/JUNB/RAB10/MDM2/ZWINT/SRPRA/RELA/RBMXL1,401
WP_THE_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_THAT_CONTRIBUTE_TO_A_RANGE_OF_LMNA_LAMINOPATHIES,WP_THE_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_THAT_CONTRIBUTE_TO_A_RANGE_OF_LMNA_LAMINOPATHIES,16,0.467535107,2.007674525,0.008391608,0.032088891,0.019161134,406,"tags=75%, list=31%, signal=52%",CDKN1A/GSK3B/TCF7L2/SREBF1/E2F1/CREBBP/ICMT/APC/JUNB/CTNNB1/HDAC1/LMNA,402
REACTOME_M_PHASE,REACTOME_M_PHASE,88,-0.27568596,-3.202358553,0.008403361,0.032088891,0.019161134,377,"tags=60%, list=29%, signal=46%",NUP35/NDC1/TUBA1C/H2AC20/TUBB4B/NCAPD3/H2AX/CENPI/CENPO/NCAPH2/TUBGCP5/H2AZ1/H2BC21/CENPC/CCNB1/SEM1/DYNLL1/FBXO5/H2BC13/H2BC15/H2BC9/CENPE/AHCTF1/NCAPG2/TUBGCP2/H2BC11/ANAPC1/PSMC2/ACTR1A/SGO1/ANAPC2/H2BC6/KNL1/H3-3A/HAUS6/RAD21/MZT1/MIS12/CDCA8/CENPK/H2BC4/MAD2L1/ESPL1/PSMA4/RPS27A/AURKB/DYNC1I2/BANF1/KIF23/PSMA6/CDC27/PSMB3,403
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN,WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN,15,0.470173639,1.971830395,0.008415147,0.032088891,0.019161134,559,"tags=87%, list=43%, signal=50%",TAOK1/ARNT/ATP2B1/UFSP2/FERMT2/RNF146/GET1/POLR2M/UGP2/HSP90AB1/EPC2/PRKAR1A/SLC39A10,404
WP_COPPER_HOMEOSTASIS,WP_COPPER_HOMEOSTASIS,15,0.466851455,1.957897707,0.008415147,0.032088891,0.019161134,621,"tags=93%, list=48%, signal=49%",PTEN/TP53/GSK3B/MTF1/JUN/APC/PIK3CA/CCND1/MT2A/MT1E/SCO2/COX11/MDM2/SP1,405
PID_AVB3_INTEGRIN_PATHWAY,PID_AVB3_INTEGRIN_PATHWAY,14,0.458722741,1.87536483,0.008426966,0.032088891,0.019161134,709,"tags=100%, list=55%, signal=46%",BCAR1/PIK3R1/PTK2/MAPK1/ITGAV/TLN1/PXN/PI4KB/PTPN11/PIK3CA/IGF1R/VCL/ILK/PI4KA,406
WANG_TUMOR_INVASIVENESS_UP,WANG_TUMOR_INVASIVENESS_UP,95,-0.177761328,-2.184365765,0.00862069,0.032625965,0.019481835,367,"tags=53%, list=28%, signal=41%",ATP5F1A/CDC42/STRAP/TUBB4B/SSB/TOMM20/SERBP1/H2AZ1/GTF3A/CKS1B/ARIH1/ATP6V1C1/EIF4G2/EIF3H/PSMC2/PPIA/PABPC1/TARDBP/NPM1/IFITM3/DDX5/SPOUT1/EIF2S2/NACA/RPL30/HSPD1/CENPK/NEDD8/RPL7/RPS5/NUTF2/PCBP1/YBX1/RPS7/PSMA4/RPL35/RPS14/RPL13A/FAU/RPL6/RPS3/RPL14/SRSF3/RPS16/RPL8/RPL32/RPS20/RPL21/HSPE1,407
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP,GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP,35,0.345150167,2.081207812,0.008631319,0.032625965,0.019481835,491,"tags=69%, list=38%, signal=44%",RIC8A/FLCN/GATA3/CDKN1A/BCAR1/PTPN1/HS6ST1/CENPT/ANKRD17/SLC33A1/E2F1/KCTD10/ICMT/RNASEH2C/PDE4DIP/SLC20A1/PTPN11/CPOX/RASA4/SURF4/DOLK/MRPL28/NDUFA11/EXOC8,408
YAGI_AML_WITH_T_8_21_TRANSLOCATION,YAGI_AML_WITH_T_8_21_TRANSLOCATION,35,0.331253205,1.997411051,0.008631319,0.032625965,0.019481835,430,"tags=60%, list=33%, signal=41%",TGIF1/TGFBR1/PIK3R1/SHC1/TSC2/CDH2/SMARCD1/CSK/SOCS3/CCND3/TFAP4/GLS/KMT2A/RASA4/HDAC1/NDUFA2/UGP2/EXT2/ADRM1/CCND1/SLC25A1,409
