ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,ids
BLALOCK_ALZHEIMERS_DISEASE_UP,BLALOCK_ALZHEIMERS_DISEASE_UP,187,0.214446944,2.232480261,0.001042753,0.021051198,0.012570233,661,"tags=65%, list=51%, signal=37%",TIPARP/TGIF1/PARD3/TP53/TFAP2A/UGCG/SLC35A2/FDFT1/GSK3B/SOX9/ASCL1/SHC1/TCF3/WWTR1/SUPT20H/PAK2/CTNNA1/FGFR1/MAPK1/LMNB1/SNAI2/RRAGC/CARM1/SMARCD1/SPTLC2/MYCN/TCF7L2/CSK/MTF1/MED13/DPH1/SLC2A1/COQ7/CCND3/SREBF1/BCL6/SOX2/EGFR/KLF5/SLC33A1/ITGB5/RCC1L/HMBS/NDE1/JUN/STK11/CREBBP/PDSS2/KMT2A/G6PD/JMJD6/FBXO11/WRN/TCOF1/SINHCAF/PXN/BRD2/LDLR/PDSS1/POLR2M/ARIH2/HTRA2/RBM8A/PI4KB/MED24/RASA4/HDAC1/CDC25B/LARP7/SLC7A5/KDM2A/DLG5/ITPK1/LMNA/TNPO1/ZNF236/SLC25A1/MRPL57/MGAT1/NPEPPS/RBM15/MT2A/CHD1/CCDC22/EDF1/PCM1/ING3/SLC4A7/CRKL/FDPS/RANBP3/KDSR/BRPF1/BRAP/FZR1/BMPR1A/BIRC2/POLRMT/FLII/IGF1R/EP300/PPP6R3/CFLAR/ARID1A/CXXC1/DICER1/DAZAP1/CSDE1/SETD2/PBRM1/PSMF1/STAG1/PPM1D/USP10/MRGBP/LUC7L2/KIF2C/IRS2/PTPA/CBFB/ZFP36L2/RHOQ,1
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,127,0.265474662,2.490868933,0.001083424,0.021051198,0.012570233,622,"tags=68%, list=48%, signal=39%",ROCK2/ZEB1/TIPARP/TGIF1/COG5/ACSL4/PTEN/STXBP3/ADNP/ATP2B1/PICALM/PARD3/SMAD7/UGCG/ARHGEF7/DUSP4/KIDINS220/PTPN1/GSK3B/SMCHD1/SOX9/WWTR1/SUPT20H/TP53BP1/PTK2/DNAJC13/LMNB1/CDH2/TCF7L2/MED13/RUNX1/SMARCA2/MNT/FERMT2/SOS1/EGFR/PPP2R2A/ZEB2/ANKRD17/PKN2/JUN/TEAD1/CREBBP/MTX2/EMC2/ACSL3/DYRK1A/WRN/MAPK14/LDLR/ATP2C1/YAP1/RAB6A/SUCO/APC/EXT1/CAND1/MBNL1/E2F3/CCND1/SLC7A1/GIGYF2/CDS2/CCDC6/NPEPPS/SCAF8/CHD1/CDK8/TAF4/SLC4A7/RB1CC1/PMM2/TXNRD1/ARHGAP29/BMPR1A/IGF1R/ZMYND8/VCL/SUZ12/DICER1/CNOT4/FBXW11/SETD2/STAG1/RCOR1/CSNK2A1,2
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3,KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3,92,0.275278967,2.3460398,0.001126126,0.021051198,0.012570233,608,"tags=67%, list=47%, signal=39%",CMIP/TIPARP/AHR/TGIF1/GATA3/CDKN1A/PICALM/RNH1/TFAP2A/SMAD7/ITGB1/WWTR1/FERMT1/PTK2/SLC38A2/ATP1B3/SNAI2/RUNX1/SSBP3/DOCK5/MYH9/MNT/SREBF1/TMEM80/EGFR/FOSL1/RCC1L/ITGAV/GLS/ARID2/NDE1/FCHO2/TLN1/BRD2/YAP1/EXT1/JUNB/MBNL1/SLC20A1/IRF2BP2/SLC7A5/EXT2/MORF4L1/SNAP23/TNPO1/COQ2/SLC7A1/ZW10/MIOS/IKBKG/MT2A/FURIN/SLC25A28/TXNRD1/METTL17/POLG/ARID1A/ZMYND8/VCL/VPS35/EEF2KMT/TEDC1,3
MOOTHA_HUMAN_MITODB_6_2002,MOOTHA_HUMAN_MITODB_6_2002,94,0.25005458,2.131849113,0.001128668,0.021051198,0.012570233,785,"tags=81%, list=60%, signal=34%",PDHA1/ACSL4/COQ7/RAF1/NDUFC1/GLS/HCCS/NDUFA3/ACSL3/ALDH18A1/CYB5B/NDUFA10/CPOX/NDUFV2/NDUFA2/NDUFS8/NDUFS3/NDUFC2/MTCH2/NDUFB8/SLC25A1/MRPL57/NDUFA8/UQCRB/NDUFS2/NDUFB7/NDUFB2/NDUFB6/COX4I1/NDUFA1/SLC25A28/TIMM17A/NDUFS7/NDUFB3/UROS/POLG2/NDUFA6/POLRMT/POLG/NDUFS1/NDUFS5/SDHD/MRPS17/COX11/COX6A1/COX5A/IDH3A/NDUFA9/UQCRC2/ATP5MG/NDUFA4/GATB/REXO2/TIMM8A/GPX4/ATP5ME/FECH/MRPS34/CYC1/MRPL2/COX7B/MRPL13/TOMM70/COX6C/ATP5F1C/AK2/ATP5PO/MRPS16/DHODH/COX7C/SSBP1/SDHC/MRPS2/ATP5PB/FDX1/COX17,4
MILI_PSEUDOPODIA_HAPTOTAXIS_DN,MILI_PSEUDOPODIA_HAPTOTAXIS_DN,81,0.279489245,2.277673428,0.001148106,0.021051198,0.012570233,664,"tags=73%, list=51%, signal=38%",TAPT1/SLC16A1/ARHGEF7/SLC35A2/ITGA3/DERL2/ITGB1/FGFR1/SLC38A2/SPTLC2/SLC2A1/UXS1/ERBB2/SREBF1/SLC35B2/MED15/MANF/TM9SF3/STT3A/MMGT1/SQLE/ICMT/TLN1/LDLR/SUCO/SLC20A1/TAF5L/EMC1/TMX2/SLC7A5/UNC50/ANKRD11/EXT2/CERS2/SURF4/DOLK/ALG12/MGAT1/CDS2/TTC7A/SLC4A7/KDSR/FAF2/FZR1/POLRMT/POLG/IGF1R/SLC39A10/ARID1A/ZMYND8/VCL/SPTLC1/EMC7/HSD17B12/PTPN23/UBIAD1/GLRX3/MEN1/ATG9A,5
GRESHOCK_CANCER_COPY_NUMBER_UP,GRESHOCK_CANCER_COPY_NUMBER_UP,77,0.314988432,2.529580888,0.001149425,0.021051198,0.012570233,514,"tags=65%, list=40%, signal=42%",NF2/FLCN/ARNT/CDH1/PTEN/PICALM/BCL9/TP53/FBXW7/NF1/PAX8/BRAF/IRF4/TCF3/TSC2/TSC1/FGFR1/MYCN/RUNX1/FLI1/MYH9/ERBB2/CCND3/BCL6/NRAS/EGFR/HOXD13/STK11/CREBBP/KMT2A/WRN/PDE4DIP/APC/EXT1/PTPN11/CTNNB1/PIK3CA/EXT2/CCND2/HSP90AB1/CCND1/NCOA4/CCDC6/RBM15/CEP43/PCM1/CDK6/SH3GL1/PRKAR1A/KDSR,6
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,74,0.335357281,2.651097905,0.001156069,0.021051198,0.012570233,353,"tags=54%, list=27%, signal=42%",ROCK2/GAB1/BRK1/ARF6/BCAR1/PIK3R1/ARHGEF7/DUSP4/KIDINS220/BRAF/ITGA3/PTPN1/ITGB1/MEF2C/ASCL1/SHC1/ELMO2/PAK2/CTNNA1/FGFR1/PTK2/MUC20/MAPK1/CSK/RICTOR/ERBB2/NRAS/SOS1/EGFR/FOSL1/ITGAV/CRK/ERBB3/PIK3CB/MAPK14/PXN/YAP1/JUNB/PTPN11/CTNNB1,7
KEGG_PATHWAYS_IN_CANCER,KEGG_PATHWAYS_IN_CANCER,64,0.401657348,3.051497846,0.001160093,0.021051198,0.012570233,554,"tags=78%, list=43%, signal=47%",ARNT/CDKN1A/CDH1/PTEN/TGFBR1/PIK3R1/TP53/PAX8/BRAF/ITGA3/GSK3B/ITGB1/CTNNA1/FGFR1/PTK2/MAPK1/TCF7L2/RUNX1/SLC2A1/ERBB2/FADD/NRAS/SOS1/EGFR/E2F1/RAF1/ITGAV/JUN/CREBBP/CRK/PIK3CB/APC/EGLN1/E2F3/CTNNB1/HDAC1/PIK3CA/RAC3/HSP90AB1/CCND1/NCOA4/CCDC6/IKBKG/CCNE1/CDK6/CRKL/BIRC2/IGF1R/TRAF2/EP300,8
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,64,0.299518988,2.275525523,0.001160093,0.021051198,0.012570233,373,"tags=52%, list=29%, signal=39%",CDKN1A/GAB1/PTEN/TGFBR1/PIK3R1/FBXW7/NF1/BRAF/DERL2/GSK3B/SHC1/TSC2/FGFR1/MAPK1/TCF7L2/CSK/RICTOR/ERBB2/NRAS/SOS1/EGFR/RAF1/CCNC/MIB1/CREBBP/ERBB3/PIK3CB/TLN1/APC/PTPN11/CTNNB1/HDAC1/PIK3CA,9
REACTOME_HEMOSTASIS,REACTOME_HEMOSTASIS,64,0.33518704,2.54650521,0.001160093,0.021051198,0.012570233,391,"tags=58%, list=30%, signal=42%",GNA13/GATA3/STXBP3/ATP2B1/BCAR1/PIK3R1/SLC16A1/TP53/ITGA3/PTPN1/ITGB1/SHC1/PTK2/IRF2/ATP1B3/MAPK1/VPS45/CSK/STX4/DOCK5/CAP1/NRAS/SOS1/MANF/RAF1/ITGAV/CRK/RBSN/PIK3CB/TLN1/MAPK14/MYB/PTPN11/HDAC1/PIK3CA/SLC7A5/ITPK1,10
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,62,0.318849506,2.38350551,0.001165501,0.021051198,0.012570233,712,"tags=84%, list=55%, signal=40%",PDHA1/SLC16A1/NDUFAF4/NDUFAF6/NDUFC1/NDUFA3/NDUFAF3/NDUFA10/NDUFV2/COX19/NDUFA2/NDUFAF1/NDUFS8/NDUFS3/COX18/NDUFC2/NDUFB8/NDUFAF7/NDUFA8/UQCRB/UQCR10/NDUFS2/NDUFB7/NDUFB11/NDUFB2/NDUFA11/NDUFB6/COX4I1/NDUFA1/SCO2/NDUFS7/NDUFB3/NDUFA6/NDUFS1/NDUFB10/NDUFS5/SDHD/COX11/COX6A1/COX5A/IDH3A/NDUFA9/UQCRC2/ATP5MG/NDUFA4/ATP5ME/CYC1/NDUFB9/COX7B/COX6C/ATP5F1C/ATP5PO,11
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,58,0.323466689,2.371455658,0.001177856,0.021051198,0.012570233,712,"tags=84%, list=55%, signal=40%",NDUFAF4/NDUFAF6/NDUFC1/NDUFA3/NDUFAF3/NDUFA10/NDUFV2/COX19/NDUFA2/NDUFAF1/NDUFS8/NDUFS3/COX18/NDUFC2/NDUFB8/NDUFAF7/NDUFA8/UQCRB/UQCR10/NDUFS2/NDUFB7/NDUFB11/NDUFB2/NDUFA11/NDUFB6/COX4I1/NDUFA1/SCO2/NDUFS7/NDUFB3/NDUFA6/NDUFS1/NDUFB10/NDUFS5/SDHD/COX11/COX6A1/COX5A/NDUFA9/UQCRC2/ATP5MG/NDUFA4/ATP5ME/CYC1/NDUFB9/COX7B/COX6C/ATP5F1C/ATP5PO,12
MILI_PSEUDOPODIA_CHEMOTAXIS_DN,MILI_PSEUDOPODIA_CHEMOTAXIS_DN,52,0.331116714,2.338143928,0.001201923,0.021051198,0.012570233,576,"tags=71%, list=44%, signal=41%",TGIF1/GGNBP2/BCL9/SLC16A1/SLC35A2/ITGA3/GSK3B/ITGB1/HSF1/CTNNA1/FGFR1/SLC38A2/SOCS3/SLC2A1/MED15/STT3A/TLN1/LDLR/SLC20A1/CHKA/CTNNB1/EMC1/ANKRD11/MTCH2/DOLK/CDS2/TTC7A/SLC4A7/RANBP3/BIRC2/USP14/POLG/IGF1R/ACLY/PPP6R3/VCL/SPTLC1,13
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,52,0.412826674,2.915129739,0.001201923,0.021051198,0.012570233,693,"tags=92%, list=53%, signal=45%",PIK3R1/SMAD7/GSK3B/SOCS3/SREBF1/NDUFC1/JUN/NDUFA3/PIK3CB/NDUFA10/NDUFV2/NDUFA2/PIK3CA/NDUFS8/NDUFS3/NDUFC2/ATF4/NDUFB8/NDUFA8/UQCRB/UQCR10/NDUFS2/NDUFB7/NDUFB11/NDUFB2/NDUFA11/NDUFB6/COX4I1/NDUFA1/NDUFS7/NDUFB3/NDUFA6/NDUFS1/TRAF2/NDUFB10/NDUFS5/SDHD/COX6A1/COX5A/NDUFA9/UQCRC2/NDUFA4/IRS2/CYC1/NDUFB9/COX7B/COX6C/RELA,14
CUI_TCF21_TARGETS_2_DN,CUI_TCF21_TARGETS_2_DN,50,0.44504118,3.100889859,0.001204819,0.021051198,0.012570233,649,"tags=92%, list=50%, signal=48%",KIRREL1/TAOK1/TIPARP/GATA3/ACSL4/ARNT/STXBP3/RFK/ITGB1/MEF2C/PTAR1/WWTR1/ZFX/SPTLC2/MED13/RICTOR/DOCK5/FLI1/FERMT2/ZEB2/SLC33A1/ITGB5/CREBBP/CRK/PARD6B/PDE4DIP/POLR2M/IRF2BP2/PIK3CA/UGP2/SNAP23/VMA21/NCOA4/ING3/EXOC8/MED23/ARHGAP29/BMPR1A/EP300/CFLAR/VCL/EMC7/EAF1/LUC7L2/TADA2B/VPS54,15
PEREZ_TP53_TARGETS,PEREZ_TP53_TARGETS,51,0.340524008,2.385776807,0.001204819,0.021051198,0.012570233,627,"tags=78%, list=48%, signal=42%",MON2/GATA3/CDKN1A/GAB1/TMEM165/SMAD7/RFK/IRF4/ASCL1/ELMO2/TSC2/HS6ST1/CNIH4/FLI1/ARID2/FCHO2/UBE2Q1/MYB/LDB1/JUNB/MBNL1/SPTSSA/CHKA/KDM2A/EXT2/DLG5/ADRM1/SLC7A1/GRHL2/CRAMP1/CEP43/BRPF1/MED23/BAP1/IGF1R/CFLAR/MDM2/EAF1/USP18/RIC1,16
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,45,0.339052366,2.27291869,0.001216545,0.021051198,0.012570233,373,"tags=56%, list=29%, signal=41%",GOLGA7/PIK3R1/NF1/DUSP4/BRAF/SHC1/PAK2/FGFR1/PTK2/MAPK1/CSK/ERBB2/CCND3/NRAS/SOS1/EGFR/RAF1/JUN/ICMT/ERBB3/PIK3CB/TLN1/PTPN11/RASA4/PIK3CA,17
KEGG_ALZHEIMERS_DISEASE,KEGG_ALZHEIMERS_DISEASE,48,0.318171022,2.173846522,0.001221001,0.021051198,0.012570233,779,"tags=90%, list=60%, signal=37%",GSK3B/MAPK1/FADD/NDUFC1/NDUFA3/CHP1/NDUFA10/NDUFV2/NDUFA2/NDUFS8/NDUFS3/NDUFC2/NDUFB8/NDUFA8/UQCRB/UQCR10/NDUFS2/NDUFB7/NDUFB2/NDUFB6/COX4I1/NDUFA1/NDUFS7/NDUFB3/NDUFA6/NDUFS1/NDUFB10/NDUFS5/SDHD/COX6A1/COX5A/NDUFA9/UQCRC2/NDUFA4/CYC1/NDUFB9/COX7B/COX6C/ATP5F1C/ATP5PO/COX7C/SDHC/ATP5PB,18
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,48,0.425987596,2.910483952,0.001221001,0.021051198,0.012570233,691,"tags=94%, list=53%, signal=46%",NDUFAF4/NDUFAF6/NDUFC1/NDUFA3/NDUFAF3/NDUFA10/NDUFV2/COX19/NDUFA2/NDUFAF1/NDUFS8/NDUFS3/COX18/NDUFC2/NDUFB8/NDUFAF7/NDUFA8/UQCRB/UQCR10/NDUFS2/NDUFB7/NDUFB11/NDUFB2/NDUFA11/NDUFB6/COX4I1/NDUFA1/SCO2/NDUFS7/NDUFB3/NDUFA6/NDUFS1/NDUFB10/NDUFS5/SDHD/COX11/COX6A1/COX5A/NDUFA9/UQCRC2/NDUFA4/CYC1/NDUFB9/COX7B/COX6C,19
WP_PI3KAKT_SIGNALING_PATHWAY,WP_PI3KAKT_SIGNALING_PATHWAY,47,0.344759912,2.343539549,0.001221001,0.021051198,0.012570233,490,"tags=68%, list=38%, signal=44%",CDKN1A/PTEN/PIK3R1/TP53/ITGA3/GSK3B/ITGB1/TSC2/TSC1/FGFR1/PTK2/MAPK1/CCND3/NRAS/SOS1/EGFR/PPP2R2A/ITGB5/PKN2/RAF1/ITGAV/STK11/PIK3CB/MYB/PIK3CA/CCND2/ATF4/HSP90AB1/CCND1/IKBKG/CCNE1/CDK6,20
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,38,0.439960552,2.723766395,0.001231527,0.021051198,0.012570233,332,"tags=66%, list=26%, signal=50%",ROCK2/MAP4K4/AHR/CDKN1A/GAB1/ATP2B1/TFAP2A/DUSP4/CAB39/TP63/WWTR1/SNAI2/CDH2/SLC35A1/MYH9/ERBB2/FERMT2/KLF5/ARID4B/ITGAV/JUN/FCHO2/ACSL3/EXT1/JUNB,21
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A,BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A,35,0.423175585,2.551690303,0.001233046,0.021051198,0.012570233,268,"tags=57%, list=21%, signal=47%",GATA3/CDH1/ATP2B1/RNH1/PIK3R1/MEF2C/ASCL1/GNPNAT1/DPH1/DOCK5/BCL6/MED15/PPP2R2A/ZEB2/EMC6/FOSL1/TEAD1/KCTD10/PTCD1/RABIF,22
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,37,0.380151166,2.332380592,0.001233046,0.021051198,0.012570233,202,"tags=49%, list=16%, signal=42%",GAB1/CDH1/NFE2L2/DUSP4/ISL1/SOX9/ASCL1/WWTR1/MYCN/TCF7L2/RUNX1/DOCK5/FLI1/ERBB2/SOX2/EGFR/FOSL1/ITGB5,23
WP_TGFBETA_SIGNALING_PATHWAY,WP_TGFBETA_SIGNALING_PATHWAY,35,0.468062003,2.822349198,0.001233046,0.021051198,0.012570233,358,"tags=69%, list=28%, signal=51%",ZEB1/TGIF1/CDKN1A/TGFBR1/BCAR1/PIK3R1/TP53/SMAD7/ITGB1/MEF2C/SHC1/PAK2/PTK2/MAPK1/SOS1/ZEB2/RAF1/JUN/MAP3K7/CREBBP/MAPK14/YAP1/JUNB/HDAC1,24
FEVR_CTNNB1_TARGETS_UP,FEVR_CTNNB1_TARGETS_UP,43,0.399421763,2.592552174,0.001236094,0.021051198,0.012570233,570,"tags=79%, list=44%, signal=46%",GNA13/CDKN1A/UGCG/ITGA3/FDFT1/ELMO2/MTF1/SOCS3/SLC2A1/DOCK5/CAP1/MARK2/BCL6/ITGB5/GRK2/JUN/PARD6B/RAB6A/SUCO/VPS41/AQP7/JUNB/SLC20A1/SPRR2G/UGP2/LMNA/SURF4/CDS2/KCTD5/MT2A/PRKAR1A/HNF1B/NDUFS5/SLC3A2,25
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY,WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY,41,0.387036665,2.471845883,0.001236094,0.021051198,0.012570233,277,"tags=56%, list=21%, signal=46%",CDKN1A/PTEN/PIK3R1/ITGA3/GSK3B/ITGB1/CAB39/TSC2/TSC1/FGFR1/PTK2/MAPK1/SLC2A1/SREBF1/NRAS/SOS1/EGFR/ITGB5/RAF1/ITGAV/STK11/PIK3CB/FOXA1,26
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,42,0.343937938,2.218412408,0.001236094,0.021051198,0.012570233,366,"tags=57%, list=28%, signal=42%",AHR/RNH1/BCAR1/DUSP4/PTPN1/ITGB1/SOX9/CAB39/SLC38A2/SNAI2/DOCK5/MNT/FOSL1/JUN/KCTD10/PARD6B/STK40/WRN/SINHCAF/LDLR/RAB6A/EXT1/IRF2BP2/TAF5L,27
KEGG_FOCAL_ADHESION,KEGG_FOCAL_ADHESION,40,0.442828605,2.790017525,0.001239157,0.021051198,0.012570233,419,"tags=72%, list=32%, signal=51%",ROCK2/PTEN/BCAR1/PIK3R1/BRAF/ITGA3/GSK3B/ITGB1/SHC1/PAK2/PTK2/MAPK1/ERBB2/CCND3/SOS1/EGFR/ITGB5/RAF1/ITGAV/JUN/CRK/PIK3CB/TLN1/PXN/CTNNB1/PIK3CA/CCND2/RAC3/CCND1,28
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,40,0.426221746,2.685386915,0.001239157,0.021051198,0.012570233,320,"tags=62%, list=25%, signal=49%",GNA13/ROCK2/BRK1/BCAR1/PIK3R1/ARHGEF7/BRAF/ITGA3/ITGB1/PAK2/FGFR1/PTK2/MAPK1/CSK/MYH9/NRAS/SOS1/EGFR/ITGB5/RAF1/ITGAV/CRK/PIK3CB/PXN/APC,29
WP_FOCAL_ADHESION,WP_FOCAL_ADHESION,40,0.442828605,2.790017525,0.001239157,0.021051198,0.012570233,419,"tags=72%, list=32%, signal=51%",ROCK2/PTEN/BCAR1/PIK3R1/BRAF/ITGA3/GSK3B/ITGB1/SHC1/PAK2/PTK2/MAPK1/ERBB2/CCND3/SOS1/EGFR/ITGB5/RAF1/ITGAV/JUN/CRK/PIK3CB/TLN1/PXN/CTNNB1/PIK3CA/CCND2/RAC3/CCND1,30
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN,CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN,32,0.448925648,2.615609761,0.001251564,0.021051198,0.012570233,334,"tags=66%, list=26%, signal=50%",KIRREL1/MAP4K4/SLC16A1/NFE2L2/FDFT1/SMCHD1/ITGB1/TP63/WWTR1/FERMT1/ATP1B3/SNAI2/DOCK5/EGFR/KLF5/FOSL1/PKN2/CRK/YAP1/EXT1/MBNL1,31
KEGG_MAPK_SIGNALING_PATHWAY,KEGG_MAPK_SIGNALING_PATHWAY,32,0.445297616,2.594471485,0.001251564,0.021051198,0.012570233,405,"tags=72%, list=31%, signal=51%",TAOK1/MAP4K4/TGFBR1/TP53/NF1/DUSP4/BRAF/MEF2C/PAK2/FGFR1/MAPK1/NRAS/SOS1/EGFR/RAF1/JUN/MAP3K7/CRK/MAPK14/CHP1/CDC25B/RAC3/ATF4,32
KEGG_PROSTATE_CANCER,KEGG_PROSTATE_CANCER,32,0.446329186,2.600481801,0.001251564,0.021051198,0.012570233,698,"tags=97%, list=54%, signal=46%",CDKN1A/PTEN/PIK3R1/TP53/BRAF/GSK3B/FGFR1/MAPK1/TCF7L2/ERBB2/NRAS/SOS1/EGFR/E2F1/RAF1/CREBBP/PIK3CB/E2F3/CTNNB1/PIK3CA/ATF4/HSP90AB1/CCND1/IKBKG/CCNE1/IGF1R/EP300/MDM2/HSP90B1/RELA/KRAS,33
WP_EGFEGFR_SIGNALING_PATHWAY,WP_EGFEGFR_SIGNALING_PATHWAY,32,0.451284246,2.629351845,0.001251564,0.021051198,0.012570233,251,"tags=59%, list=19%, signal=49%",GAB1/PTEN/ARF6/BCAR1/PIK3R1/BRAF/MEF2C/SHC1/PTK2/MAPK1/CSK/RICTOR/ERBB2/SOS1/EGFR/E2F1/RAF1/JUN/CRK,34
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,32,0.421381958,2.455129858,0.001251564,0.021051198,0.012570233,275,"tags=59%, list=21%, signal=48%",CDKN1A/GAB1/PTEN/PIK3R1/NFE2L2/TP53/TSC2/TSC1/TP63/FGFR1/RICTOR/ERBB2/KEAP1/FADD/NRAS/EGFR/E2F1/STK11/PIK3CB,35
HAN_SATB1_TARGETS_DN,HAN_SATB1_TARGETS_DN,30,0.387827885,2.194370308,0.001261034,0.021051198,0.012570233,299,"tags=57%, list=23%, signal=45%",SLC16A1/TPK1/ITGA3/DDX19A/CDH2/NDUFAF4/TCF7L2/ERBB2/ATMIN/EGFR/SLC33A1/SQLE/PDSS2/RABIF/ERBB3/PPME1/PXN,36
REACTOME_COMPLEX_I_BIOGENESIS,REACTOME_COMPLEX_I_BIOGENESIS,30,0.52009924,2.942775318,0.001261034,0.021051198,0.012570233,556,"tags=93%, list=43%, signal=55%",NDUFAF4/NDUFAF6/NDUFC1/NDUFA3/NDUFAF3/NDUFA10/NDUFV2/NDUFA2/NDUFAF1/NDUFS8/NDUFS3/NDUFC2/NDUFB8/NDUFAF7/NDUFA8/NDUFS2/NDUFB7/NDUFB11/NDUFB2/NDUFA11/NDUFB6/NDUFA1/NDUFS7/NDUFB3/NDUFA6/NDUFS1/NDUFB10/NDUFS5,37
WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA,WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA,30,0.432600976,2.44770109,0.001261034,0.021051198,0.012570233,554,"tags=83%, list=43%, signal=49%",CDKN1A/GAB1/PTEN/PIK3R1/TP53/NF1/BRAF/TSC2/TSC1/FGFR1/MAPK1/ERBB2/NRAS/EGFR/E2F1/RAF1/ERBB3/PIK3CB/PIK3CA/CCND2/CCND1/CCNE1/CDK6/IGF1R/EP300,38
WP_BREAST_CANCER_PATHWAY,WP_BREAST_CANCER_PATHWAY,31,0.431993419,2.477120586,0.001262626,0.021051198,0.012570233,373,"tags=68%, list=29%, signal=49%",CDKN1A/PTEN/PIK3R1/TP53/BRAF/GSK3B/SHC1/FGFR1/MAPK1/TCF7L2/ERBB2/NRAS/SOS1/EGFR/E2F1/RAF1/JUN/APC/E2F3/CTNNB1/PIK3CA,39
WP_INSULIN_SIGNALING,WP_INSULIN_SIGNALING,31,0.546918125,3.136117558,0.001262626,0.021051198,0.012570233,413,"tags=84%, list=32%, signal=59%",MAP4K4/GAB1/PTEN/STXBP3/ARF6/PIK3R1/PTPN1/GSK3B/SHC1/TSC2/TSC1/MAPK1/SOCS3/SLC2A1/STX4/CAP1/SOS1/RAF1/JUN/MAP3K7/CRK/PIK3CB/MAPK14/PTPN11/PIK3CA/SNAP23,40
WP_MAPK_SIGNALING_PATHWAY,WP_MAPK_SIGNALING_PATHWAY,31,0.436582685,2.503436186,0.001262626,0.021051198,0.012570233,405,"tags=71%, list=31%, signal=50%",TAOK1/MAP4K4/TGFBR1/TP53/NF1/DUSP4/BRAF/MEF2C/PAK2/FGFR1/MAPK1/NRAS/SOS1/EGFR/RAF1/JUN/MAP3K7/CRK/MAPK14/CDC25B/RAC3/ATF4,41
WP_REGULATION_OF_ACTIN_CYTOSKELETON,WP_REGULATION_OF_ACTIN_CYTOSKELETON,31,0.440629998,2.526644136,0.001262626,0.021051198,0.012570233,320,"tags=65%, list=25%, signal=50%",GNA13/ROCK2/BRK1/BCAR1/PIK3R1/ARHGEF7/BRAF/PAK2/FGFR1/PTK2/MAPK1/CSK/NRAS/SOS1/EGFR/RAF1/CRK/PIK3CB/PXN/APC,42
